beta_0_init,xi_init,f_1_init,f_2_init,dif,k,lambda_,beta_0_fit,xi_fit,f_1_fit,f_2_fit,nlogll
5,0.057,0.3,0.4,0.2857142857142857,0,0,4.499924287147108,0,0.5677909753940917,0.7759937894780925,107.53910411982585
10,0.057,0.3,0.4,0.2857142857142857,0,0,8.522737054624168,0.058172191107365115,0.7523849233386026,1,108.3483081896009
15,0.057,0.3,0.4,0.2857142857142857,0,0,8.85925138961262,0.06145379800327265,0.7404267247838721,0.7451625203078276,106.97684799930848
20,0.057,0.3,0.4,0.2857142857142857,0,0,19.72803150149321,0.1293819532909283,0.7425317634710142,0.559031015481855,108.30861313646847
5,0.025,0.3,0.4,0.2857142857142857,0,0,4.499433199324793,0,0.5677904212807423,0.776141767091699,107.5390871331604
10,0.025,0.3,0.4,0.2857142857142857,0,0,10.41402910567224,0.07618407862398847,0.7739157990694078,0.7160703234536878,107.05532580405531
15,0.025,0.3,0.4,0.2857142857142857,0,0,14.174813864053576,0.1031203155366705,0.8132949635466155,0.6503226964500541,107.5914599914078
20,0.025,0.3,0.4,0.2857142857142857,0,0,19.993856519069904,0.13036917799827968,0.7330767934049055,0.5556955402897585,108.33223169611308
5,0.1,0.3,0.4,0.2857142857142857,0,0,4.5011561665335815,0,0.5676313259005854,0.7758882003878161,107.53911416371575
10,0.1,0.3,0.4,0.2857142857142857,0,0,9.543572765612973,0.06832006363267451,0.7580871927958028,0.7283142552282685,106.9917280728009
15,0.1,0.3,0.4,0.2857142857142857,0,0,14.617303616987135,0.10566747496588488,0.8083192042460876,0.6412310068150864,107.66140856278516
20,0.1,0.3,0.4,0.2857142857142857,0,0,8.66884372051938,0.05952444102349844,0.7339307018563628,0.7360143648269866,106.96891928384947
5,0.057,0.5,0.4,0.2857142857142857,0,0,4.500327164874033,0,0.567853615575356,0.775884422279403,107.53910926549153
10,0.057,0.5,0.4,0.2857142857142857,0,0,10.008725500133089,0.07264340034338132,0.7680471604773831,0.7218566085774634,107.02105545061717
15,0.057,0.5,0.4,0.2857142857142857,0,0,8.66393692675121,0.05947150569343049,0.7339826557694347,0.735843524947484,106.96891639737194
20,0.057,0.5,0.4,0.2857142857142857,0,0,19.482594089137528,0.12847415518748034,0.7523736872275913,0.5621246433112396,108.28646460208655
5,0.025,0.5,0.4,0.2857142857142857,0,0,4.499260419553066,0,0.5678303670363292,0.7755891639015566,107.53912153303625
10,0.025,0.5,0.4,0.2857142857142857,0,0,9.493608048126287,0.06781200907670969,0.7554281984658701,0.7283129764517781,106.98920224186114
15,0.025,0.5,0.4,0.2857142857142857,0,0,14.540711295669208,0.10519818469503871,0.8083514253466587,0.6432514648457333,107.64929673851653
20,0.025,0.5,0.4,0.2857142857142857,0,0,40,0,1,0.23827993524289529,116.84803036656808
5,0.1,0.5,0.4,0.2857142857142857,0,0,4.499934621897802,0,0.5676393241695556,0.7764106422955697,107.53910826467121
10,0.1,0.5,0.4,0.2857142857142857,0,0,9.930477633794773,0.07189836394177568,0.7656597086039091,0.7232019472023593,107.0153551835976
15,0.1,0.5,0.4,0.2857142857142857,0,0,8.679534099461769,0.05965931865807878,0.734390085378084,0.7356204551299743,106.9689234967496
20,0.1,0.5,0.4,0.2857142857142857,0,0,8.664358641302016,0.05947970329774639,0.733753587203462,0.7358601600567469,106.96890988375218
5,0.057,0.7,0.4,0.2857142857142857,0,0,4.500182960305741,0,0.5678347063652549,0.7761563583510328,107.53910559547649
10,0.057,0.7,0.4,0.2857142857142857,0,0,9.924995764353627,0.0718909410819597,0.7669703494799871,0.7232500007598357,107.01498944549552
15,0.057,0.7,0.4,0.2857142857142857,0,0,8.671421419444243,0.05956673752217361,0.7339641115564421,0.7357968103769292,106.9689136633538
20,0.057,0.7,0.4,0.2857142857142857,0,0,8.661484899909151,0.0594652635897184,0.7337653062243931,0.7358124403601265,106.96890417531502
5,0.025,0.7,0.4,0.2857142857142857,0,0,4.499701993779791,0,0.5677432966262611,0.776249727703491,107.53909683690284
10,0.025,0.7,0.4,0.2857142857142857,0,0,9.622811224188368,0.06907442016148643,0.7593884788439677,0.7270698570684151,106.99589717994041
15,0.025,0.7,0.4,0.2857142857142857,0,0,14.702279464238938,0.10609106880348688,0.8050716332161593,0.6399700730035198,107.67456067789607
20,0.025,0.7,0.4,0.2857142857142857,0,0,39.99997962519713,0,1,0.23831218295588968,116.84802502350722
5,0.1,0.7,0.4,0.2857142857142857,0,0,4.499802438561628,0,0.5676843652229124,0.7766265288620762,107.53912454535363
10,0.1,0.7,0.4,0.2857142857142857,0,0,9.977723803120469,0.0724131134453126,0.7693669544427002,0.722744157210277,107.0189150527549
15,0.1,0.7,0.4,0.2857142857142857,0,0,8.660623563533015,0.05944691448978395,0.7335558567618645,0.7361391600504995,106.96891716968467
20,0.1,0.7,0.4,0.2857142857142857,0,0,8.663237026018653,0.05948097469112908,0.7340193927301295,0.7359709500109285,106.96890556678908
5,0.057,0.9,0.4,0.2857142857142857,0,0,4.500068777081826,0,0.5677931263994688,0.7759664542619005,107.53911315254388
10,0.057,0.9,0.4,0.2857142857142857,0,0,9.992104506538356,0.0724264752766684,0.7652499541904778,0.7216239412546319,107.01990048554248
15,0.057,0.9,0.4,0.2857142857142857,0,0,8.685207747263568,0.05969105334788763,0.7338053492340976,0.7352042236771601,106.96894616555477
20,0.057,0.9,0.4,0.2857142857142857,0,0,19.663423671520267,0.12932548742712568,0.7553315003129408,0.5620836642802529,108.3046649817418
5,0.025,0.9,0.4,0.2857142857142857,0,0,8.6741493031763,0.059586189257791605,0.7345129111852129,0.7359099020289467,106.96892093557543
10,0.025,0.9,0.4,0.2857142857142857,0,0,6.732467311703082,0,1,0.746256146764318,119.7511105168857
15,0.025,0.9,0.4,0.2857142857142857,0,0,14.430417152333606,0.10403852208004485,0.764795328204477,0.6388529454971028,107.64625458134797
20,0.025,0.9,0.4,0.2857142857142857,0,0,40,0,1,0.2382829864255696,116.8480303600646
5,0.1,0.9,0.4,0.2857142857142857,0,0,4.499686698833159,0,0.5677939808752294,0.7759446845070994,107.53909207638769
10,0.1,0.9,0.4,0.2857142857142857,0,0,11.785968467110447,0.08865893194840521,1,0.7134543486538403,107.6672848707392
15,0.1,0.9,0.4,0.2857142857142857,0,0,8.666198401834972,0.05951408395236453,0.7335983380334816,0.7356867816556312,106.96893119594672
