beta_0_init,k_init,lambda_init,f_1_init,f_2_init,dif,xi,beta_0_fit,k_fit,lambda_fit,f_1_fit,f_2_fit,nlogll
10,2,0.5,0.7,0.4,0.2857142857142857,0,4.093859600281085,0.4652896585969696,0.4404302829825061,0.9828804876973564,0.8056775528666775,107.09034732474554
15,2,0.5,0.7,0.4,0.2857142857142857,0,4.325937973559837,3,2.9237648742720346,1,0.7709675814773065,108.69877164961322
20,2,0.5,0.7,0.4,0.2857142857142857,0,30.184096660048006,2.9998828992665914,1.7712543203581301,1,0.3048652933220467,112.51270545108612
5,2.5,0.5,0.7,0.4,0.2857142857142857,0,4.0915478183602065,0.4792994626010671,0.4485287542115515,1,0.8056323818873136,107.10895604337318
10,2.5,0.5,0.7,0.4,0.2857142857142857,0,4.0918849842907585,0.4797749322618756,0.4485480229677685,1,0.8056022807499368,107.10894393892409
15,2.5,0.5,0.7,0.4,0.2857142857142857,0,4.326128404673421,3,2.9216152740480172,1,0.7709353760478602,108.6987667882064
20,2.5,0.5,0.7,0.4,0.2857142857142857,0,31.81211146106317,2.9990439829176125,1.7508682761779795,0.9988361671285142,0.29431430795895924,112.51600566452177
5,1,1,0.7,0.4,0.2857142857142857,0,4.091938975916271,0.47988059083583623,0.44844733904252904,1,0.8056645342633404,107.10894404560374
10,1,1,0.7,0.4,0.2857142857142857,0,4.499156161225987,1.1000510808646956e-4,5.373951841132104,0.5679444007534857,0.7762240426378155,107.53918741401054
15,1,1,0.7,0.4,0.2857142857142857,0,4.722107238029215,2.9312507874515994,6.998976111298984,0.8594625762890848,0.7545539278939117,108.9287811921568
20,1,1,0.7,0.4,0.2857142857142857,0,4.325993647507391,3,2.917317715578247,1,0.7707682882722523,108.69877113198511
5,2,1,0.7,0.4,0.2857142857142857,0,4.09173333692763,0.47964268924954384,0.4486374589384462,1,0.8056420933434834,107.10895924626371
10,2,1,0.7,0.4,0.2857142857142857,0,4.290400939181764,2.3411890669383655,2.2535283673524287,0.991694020911887,0.7717184051946944,108.65842579289668
15,2,1,0.7,0.4,0.2857142857142857,0,4.091757261244664,0.47951843322455817,0.4484291917465574,1,0.8057854698146117,107.10895638266496
20,2,1,0.7,0.4,0.2857142857142857,0,30.186752192392717,3,1.770629870071925,1,0.30487957671102806,112.51268310406645
5,2.5,1,0.7,0.4,0.2857142857142857,0,4.140406011632079,0.31369786168413416,0.3389349038417365,0.8077218131080457,0.8087622849676745,106.98494271414748
10,2.5,1,0.7,0.4,0.2857142857142857,0,4.093037869254572,0.4786827541208778,0.44823558207819825,1,0.8057604290888514,107.10897131977787
15,2.5,1,0.7,0.4,0.2857142857142857,0,4.33063984934229,3,3.218835330497179,0.9522242016596403,0.7740659188521773,108.7652194843037
20,2.5,1,0.7,0.4,0.2857142857142857,0,23.93976343045056,2.918873203661952,1.902948403504574,0.9994634001964957,0.3451144501062714,112.54507701973931
5,1,0.5,0.9,0.4,0.2857142857142857,0,4.500163086625526,1.9912687312082245e-6,3.6700997284465613,0.5677252779476493,0.7758195426202494,107.53914727733769
10,1,0.5,0.9,0.4,0.2857142857142857,0,4.092373899258208,0.4796352809716783,0.44848874666887895,1,0.8056501143902779,107.10895597722416
15,1,0.5,0.9,0.4,0.2857142857142857,0,4.331114059894759,3,3.0410643272176334,0.9783171452563115,0.7729384756017732,108.7272281703633
20,1,0.5,0.9,0.4,0.2857142857142857,0,4.325978309608238,3,2.9215232697129645,1,0.7710690522285208,108.69876457122687
5,2,0.5,0.9,0.4,0.2857142857142857,0,3.99617506858825,0.5122331777362152,0.40439733477885637,0.971737203390262,1,107.99417305093928
10,2,0.5,0.9,0.4,0.2857142857142857,0,4.10975487189871,0.37360280285855185,0.3809122854676401,0.873895076499601,0.8078380405299743,107.00242632941472
15,2,0.5,0.9,0.4,0.2857142857142857,0,4.220657721892601,1.81688133504893,1.7153569279778822,1,0.7763464779694852,108.57363135019898
20,2,0.5,0.9,0.4,0.2857142857142857,0,4.329155330352605,3,2.9482436628797775,0.9856970322456864,0.7708484211589426,108.71740165292522
5,2.5,0.5,0.9,0.4,0.2857142857142857,0,4.03580242194496,0.5080915981939684,0.40428603525968887,0.9729257234518764,1,107.98916885483396
10,2.5,0.5,0.9,0.4,0.2857142857142857,0,5.074303371145074,3,6.9999801148380785,1,0.7131855489409595,109.16136405036364
15,2.5,0.5,0.9,0.4,0.2857142857142857,0,4.326128404673421,3,2.9216152740480172,1,0.7709353760478602,108.6987667882064
20,2.5,0.5,0.9,0.4,0.2857142857142857,0,29.76387508682182,2.9899513263372572,1.7799657278639758,0.9982592973160171,0.30725217345058675,112.5168261172469
5,1,1,0.9,0.4,0.2857142857142857,0,4.091585816876534,0.47972901960693026,0.4485687338463861,1,0.8056221473051406,107.10894527561933
10,1,1,0.9,0.4,0.2857142857142857,0,4.092265817305334,0.47951502206422536,0.44841840796850896,1,0.8056085418105299,107.10895508286205
15,1,1,0.9,0.4,0.2857142857142857,0,4.325922384373627,3,2.9251783587869618,1,0.7710889239926719,108.69877358005228
20,1,1,0.9,0.4,0.2857142857142857,0,4.312681105451631,2.7228222440511054,2.7302872932313282,0.9774018428194331,0.7743406548804967,108.71054002891358
5,2,1,0.9,0.4,0.2857142857142857,0,4.091149914988698,0.4797345011948351,0.4485581182450006,1,0.8058816144492318,107.10894912960752
10,2,1,0.9,0.4,0.2857142857142857,0,4.500503154994664,1.7544762720171736e-5,6.597879024693221,0.5676885831147207,0.7760316641278016,107.53912485141325
15,2,1,0.9,0.4,0.2857142857142857,0,4.295238481054934,2.5391096511205884,2.435440829357473,1,0.7709704756602795,108.66571533412609
20,2,1,0.9,0.4,0.2857142857142857,0,30.51760363599028,2.999947243106288,1.7616779610009732,0.9998139412551015,0.3028856208929164,112.5129876684456
5,2.5,1,0.9,0.4,0.2857142857142857,0,4.089009539622765,0.43555392529139314,0.4177605900008552,0.9422969827923978,0.8122620727671661,107.05229179400781
10,2.5,1,0.9,0.4,0.2857142857142857,0,4.975723181056116,1.9324496535946947,6.944287089145401,0.879597671383471,0.714310653979183,108.73186543380184
15,2.5,1,0.9,0.4,0.2857142857142857,0,4.324861319076923,2.9831383181178053,2.9078345030768933,1,0.7709128866539401,108.69774404362418
20,2.5,1,0.9,0.4,0.2857142857142857,0,30.216859412550896,2.9999601616579135,1.7704540451254784,0.999998862968595,0.30461208979219273,112.51269193278394
5,1,0.5,0.3,0.6,0.2857142857142857,0,4.1376952149657384,0.31553480934167233,0.3391737531829953,0.8082422200283632,0.808921500370586,106.98489755561262
10,1,0.5,0.3,0.6,0.2857142857142857,0,4.137027767766339,0.31664776892743807,0.3392123272378108,0.8092644327010123,0.8090978954465228,106.98490239640132
15,1,0.5,0.3,0.6,0.2857142857142857,0,3.99738795843189,0.3899438042934067,0.38000196514734874,0.8790943684599479,0.767802235793678,107.1859927687752
20,1,0.5,0.3,0.6,0.2857142857142857,0,4.0916257982536415,0.4801523101568368,0.44855530633154306,0.9999957589358472,0.8057259023214822,107.10896469097725
5,2,0.5,0.3,0.6,0.2857142857142857,0,4.092195538678961,0.47811066181164164,0.44785402238889327,0.9988617253678047,0.8052467467621091,107.10764205432541
10,2,0.5,0.3,0.6,0.2857142857142857,0,4.136733182590959,0.31479703446937257,0.338311134127902,0.8074844610620195,0.8089012103645968,106.98489534644058
15,2,0.5,0.3,0.6,0.2857142857142857,0,4.326033282639234,2.999996848540805,2.914899307108567,0.9999732193038073,0.7703001178714052,108.69881487614344
20,2,0.5,0.3,0.6,0.2857142857142857,0,30.185976733012865,3,1.7711916042453164,1,0.30487726092515577,112.51268432443928
5,2.5,0.5,0.3,0.6,0.2857142857142857,0,4.091524303793244,0.4787463873673303,0.44824887276605396,0.9991940519663951,0.8055524761024457,107.10801252660167
10,2.5,0.5,0.3,0.6,0.2857142857142857,0,4.50159017795005,6.984628022029454e-5,2.961447609682827,0.5674840049811649,0.7770190817222312,107.53925586907971
15,2.5,0.5,0.3,0.6,0.2857142857142857,0,4.324718622930158,3,2.9201158483085985,1,0.7709347872761108,108.69876915530885
20,2.5,0.5,0.3,0.6,0.2857142857142857,0,30.115229393777067,2.9997983262983556,1.7687295552695792,1,0.3054637520625854,112.5127434887167
5,1,1,0.3,0.6,0.2857142857142857,0,4.371976876085435,0.05765843406325322,0.28625810682521524,0.6279662886234489,0.8191497228739262,107.46966545171452
10,1,1,0.3,0.6,0.2857142857142857,0,4.0914730826135255,0.4798003767904951,0.4485263597438125,1,0.8054779409378416,107.10894384029143
15,1,1,0.3,0.6,0.2857142857142857,0,30.25243890347707,2.9982377568521636,1.7746729202706983,0.9998634522148712,0.30320774234211323,112.51337233099932
20,1,1,0.3,0.6,0.2857142857142857,0,30.008215213226844,2.999898691235958,1.7744905510468725,0.9999910482139343,0.3057217680458778,112.5127364875808
5,2,1,0.3,0.6,0.2857142857142857,0,4.091517288451966,0.47985555006210967,0.44845434399104217,1,0.8055970099605884,107.10894291166294
10,2,1,0.3,0.6,0.2857142857142857,0,4.10038775946601,0.4514792107512564,0.4322693139848698,0.96601262771181,0.8068818456836011,107.07324128043781
15,2,1,0.3,0.6,0.2857142857142857,0,4.09213901011881,0.4794696691822318,0.44869946600768895,1,0.8054127698407524,107.10894510050815
20,2,1,0.3,0.6,0.2857142857142857,0,29.952365728208804,3,1.778872804125674,0.997594418243257,0.30605708835356127,112.51589684111177
5,2.5,1,0.3,0.6,0.2857142857142857,0,4.207738458839971,1.7996196432986615,1.775958754951115,0.9643858104864601,0.7812424913491247,108.62635848272019
10,2.5,1,0.3,0.6,0.2857142857142857,0,4.310380067771303,2.639242478364629,2.6652971403476373,1,0.7741602040030038,108.67551034309265
15,2.5,1,0.3,0.6,0.2857142857142857,0,33.20292431043811,2.989635798324763,1.6435510760878997,0.9998843871239591,0.29465562417144964,112.52804956577106
20,2.5,1,0.3,0.6,0.2857142857142857,0,30.20147216077079,3,1.7711996241684478,1,0.3047950359705501,112.5126847398557
5,1,0.5,0.5,0.6,0.2857142857142857,0,4.0916821191852595,0.4796036233564314,0.4486972758885334,1,0.8055314490081206,107.10895151487502
10,1,0.5,0.5,0.6,0.2857142857142857,0,4.332908634715332,2.986357470396171,2.9690128114586085,0.9881238290157219,0.7709533419419229,108.71330606872019
15,1,0.5,0.5,0.6,0.2857142857142857,0,4.137418091252727,0.3152236341706933,0.3386892881865997,0.807870222113856,0.7989403904383647,106.99084000074953
20,1,0.5,0.5,0.6,0.2857142857142857,0,30.21664689513959,2.999828762134924,1.774218905829451,0.9999523887291687,0.305239843971741,112.51282139153645
5,2,0.5,0.5,0.6,0.2857142857142857,0,4.484746997693048,0.039588360222787194,0.65694103336059,0.6032207988044589,0.7751075169955887,107.53387269710409
10,2,0.5,0.5,0.6,0.2857142857142857,0,4.092435262324761,0.47928008417864193,0.4484957626884883,1,0.8054490579823003,107.10896090170294
15,2,0.5,0.5,0.6,0.2857142857142857,0,4.507981540324997,1.565024845254189,3.174674627282463,0.9043240810554228,0.771428820613698,108.84393646062331
20,2,0.5,0.5,0.6,0.2857142857142857,0,28.482444072925336,2.9450792153690917,1.7895645244547191,1,0.3154558601639349,112.52332948077532
5,2.5,0.5,0.5,0.6,0.2857142857142857,0,4.500137224214244,9.158415939458572e-6,2.1813818593356267,0.5676614653284197,0.7763143448918315,107.53914537483281
10,2.5,0.5,0.5,0.6,0.2857142857142857,0,4.093398720595107,0.44746988628508877,0.4289614249836279,0.9604698359618431,0.8071060061714012,107.06768002961451
15,2.5,0.5,0.5,0.6,0.2857142857142857,0,4.323614729104362,3,2.928979910260705,1,0.7708823514773606,108.69879271247001
20,2.5,0.5,0.5,0.6,0.2857142857142857,0,30.184327350047894,2.99999373343917,1.7718217757584873,0.9999999968385083,0.3049895837893147,112.51268337639733
5,1,1,0.5,0.6,0.2857142857142857,0,4.090829426353231,0.43659750979858825,0.4252267306479881,0.9512944808113017,0.806181651917942,107.05929801525149
10,1,1,0.5,0.6,0.2857142857142857,0,4.499707735808347,0,5.300380186149008,0.5676053271344508,0.7761915972280069,107.53912607179194
15,1,1,0.5,0.6,0.2857142857142857,0,4.572521929972645,3,6.039038264146397,0.8877405125313462,0.7678604808010447,108.96948146792055
20,1,1,0.5,0.6,0.2857142857142857,0,30.183736715580135,3,1.7707662868352814,1,0.304936651868296,112.51268423506704
5,2,1,0.5,0.6,0.2857142857142857,0,4.091735068193044,0.4794432350689515,0.44867098016409546,0.99999509225714,0.8054966189765003,107.108944140845
10,2,1,0.5,0.6,0.2857142857142857,0,4.571711539810167,0.7656086781071265,1.8221766340087941,0.945349877936849,0.7567650065808784,108.58924377523284
15,2,1,0.5,0.6,0.2857142857142857,0,4.324083554634932,3,2.9209359615060633,0.9999998327736668,0.7709170427000971,108.69876646949287
20,2,1,0.5,0.6,0.2857142857142857,0,4.320056217287476,2.9161530367348183,2.839659435395645,0.9978311203048291,0.7716669838934471,108.6963040194178
5,2.5,1,0.5,0.6,0.2857142857142857,0,4.091736951418447,0.47956918654995484,0.44862190837428295,1,0.8055604894548316,107.10894214963125
10,2.5,1,0.5,0.6,0.2857142857142857,0,4.091679111998975,0.47983985499971094,0.4484798149108097,1,0.8056953623765946,107.10894382579754
15,2.5,1,0.5,0.6,0.2857142857142857,0,30.413952791563847,2.9999017036047864,1.7692745637866891,0.9999649545028944,0.30326381793512974,112.51278899959216
20,2.5,1,0.5,0.6,0.2857142857142857,0,30.180846448044747,2.9999852110160834,1.7714790923341037,1,0.30492739268992375,112.51268745173316
5,1,0.5,0.7,0.6,0.2857142857142857,0,4.204872875361236,0.29440615349996374,0.32622620860141427,0.8003896071922783,0.8052206069593801,107.00853849944414
10,1,0.5,0.7,0.6,0.2857142857142857,0,4.499923542556287,0,1.7036822085476626,0.5677491483926475,0.7761257532084306,107.53913772062143
15,1,0.5,0.7,0.6,0.2857142857142857,0,4.306431547731739,2.671327053755379,2.574104566788286,1,0.7703137778309235,108.67649680561092
20,1,0.5,0.7,0.6,0.2857142857142857,0,4.4996285475408975,9.10641775928477e-5,6.6611403296458525,0.5679243957819606,0.7763346389255388,107.53917829526031
5,2,0.5,0.7,0.6,0.2857142857142857,0,4.091305205024254,0.47992843121639495,0.4484213588130379,1,0.8055585051319409,107.10895185975005
10,2,0.5,0.7,0.6,0.2857142857142857,0,4.500492984573657,0,6.948058485936695,0.5677652267647664,0.7762666024094657,107.53913355368337
15,2,0.5,0.7,0.6,0.2857142857142857,0,28.9859215877799,2.950975390639285,1.8039523833484812,0.999976586916936,0.31092453468584264,112.52244662728359
20,2,0.5,0.7,0.6,0.2857142857142857,0,30.022849331786148,2.9999688903529442,1.775832505184887,0.9998577374863827,0.3056995247612467,112.51289990870818
5,2.5,0.5,0.7,0.6,0.2857142857142857,0,4.143812749646127,0.31543667136561915,0.3398501104036491,0.8098585693453411,0.8082561827932662,106.98515833049863
10,2.5,0.5,0.7,0.6,0.2857142857142857,0,4.496323693335254,0.00423725511661821,0.5485852410023264,0.5720724083640996,0.772417407056869,107.53692142042023
15,2.5,0.5,0.7,0.6,0.2857142857142857,0,4.7157892763921705,3,6.997801325698564,0.8617312767765806,0.7569957795564043,108.94183727523273
20,2.5,0.5,0.7,0.6,0.2857142857142857,0,4.2931149282962835,2.5145823875626623,2.4232012437221986,1,0.7735350192404115,108.66342509090097
5,1,1,0.7,0.6,0.2857142857142857,0,4.091664223432209,0.4793590077875951,0.44800612218401203,0.9991647917841093,0.8056597276150625,107.10798586036354
10,1,1,0.7,0.6,0.2857142857142857,0,4.296635887935845,2.511328060884214,2.630645241450499,0.9984029842872775,0.7758754963928416,108.67149550784751
15,1,1,0.7,0.6,0.2857142857142857,0,4.317402231454389,3,2.4733330427552858,1,0.7595667223931496,108.73609391291829
20,1,1,0.7,0.6,0.2857142857142857,0,30.217710238256785,3,1.7764586241731002,0.9999683428722848,0.30518497425270164,112.51278612932562
5,2,1,0.7,0.6,0.2857142857142857,0,4.1528328155548895,0.2929898627000165,0.32155321617104904,0.7828558301728397,0.8093919951415093,106.98793504499211
10,2,1,0.7,0.6,0.2857142857142857,0,4.482116224296032,0.0018251577251876868,3.759060248633927,0.5697353854805042,0.775766188718354,107.54315055741024
15,2,1,0.7,0.6,0.2857142857142857,0,4.325470182883665,3,2.920850852004919,1,0.7709117614646859,108.69876868993684
20,2,1,0.7,0.6,0.2857142857142857,0,4.313662852175947,2.8067907770547116,2.738601846116647,1,0.772394535506595,108.68627947422158
5,2.5,1,0.7,0.6,0.2857142857142857,0,4.091006544394046,0.47980571459320853,0.44848759989681064,1,0.8057132989643596,107.10894485772626
10,2.5,1,0.7,0.6,0.2857142857142857,0,4.286062354534451,2.247204017004445,2.337919314464907,1,0.7779863841273899,108.64245727475176
15,2.5,1,0.7,0.6,0.2857142857142857,0,4.2714840792440185,2.2779905316127733,2.1697238779187193,1,0.7748856348488065,108.64030601247636
20,2.5,1,0.7,0.6,0.2857142857142857,0,30.16378413016256,2.9999979439484896,1.7719754838387414,1,0.304999465696876,112.51268679953617
5,1,0.5,0.9,0.6,0.2857142857142857,0,4.097144171936447,0.47336954836634004,0.44624034860130646,0.9946328022345493,0.8050925760743992,107.10305187786535
10,1,0.5,0.9,0.6,0.2857142857142857,0,4.324691258306272,2.9919056000604094,2.9142461643594073,1,0.7713219468938566,108.69827926235516
15,1,0.5,0.9,0.6,0.2857142857142857,0,4.325643817772136,3,2.9246671362475545,1,0.7709381806997733,108.69876753414484
20,1,0.5,0.9,0.6,0.2857142857142857,0,30.208177101432078,2.9986318448362907,1.7824573681491962,1,0.3053345287575486,112.5130949217541
5,2,0.5,0.9,0.6,0.2857142857142857,0,4.09107926313756,0.4383550272604136,0.4223286882009448,0.9490551640089377,0.8070823891105154,107.05700889142977
10,2,0.5,0.9,0.6,0.2857142857142857,0,4.092005710805756,0.4793694300763069,0.44874040578107854,1,0.8054981886958605,107.10894498490501
15,2,0.5,0.9,0.6,0.2857142857142857,0,30.090848044373814,2.996377529472598,1.7714001611687533,1,0.30537712562339103,112.5133304941409
20,2,0.5,0.9,0.6,0.2857142857142857,0,27.104504287205852,2.8794734025782223,1.8174874621383785,1,0.3242473346771044,112.53735970480038
5,2.5,0.5,0.9,0.6,0.2857142857142857,0,4.121631466478825,0.3591990226062194,0.3733599483628177,0.8600966492504222,0.8073701993940554,106.99622465190124
10,2.5,0.5,0.9,0.6,0.2857142857142857,0,5.0800438678750295,2.976119973020327,6.969646275528935,1,0.7129190061899396,109.16128734700281
15,2.5,0.5,0.9,0.6,0.2857142857142857,0,4.309649215231836,2.7501157866573633,2.682880524122582,1,0.7729166624530983,108.68225688967934
20,2.5,0.5,0.9,0.6,0.2857142857142857,0,30.21408983869064,2.9998864214764964,1.7692284281593127,0.9999970074151558,0.3047011823590219,112.51270733361244
5,1,1,0.9,0.6,0.2857142857142857,0,4.127293974368669,0.32948287899804585,0.3485061485168308,0.8228998109640823,0.8088517550604076,106.98588023473414
10,1,1,0.9,0.6,0.2857142857142857,0,4.33291471994158,2.9959013698610533,2.9104031149073846,0.999985883095762,0.7699892725498423,108.69865374959974
15,1,1,0.9,0.6,0.2857142857142857,0,4.320698249185929,2.9188204517968988,2.8084496189315544,1,0.7713029476711732,108.69393180289678
20,1,1,0.9,0.6,0.2857142857142857,0,30.214108590306353,2.999992471199353,1.7735151139728762,0.9999950051920268,0.30459246577582405,112.5127001608854
5,2,1,0.9,0.6,0.2857142857142857,0,4.091936578427471,0.47958614890824613,0.44876246529581515,1,0.8054890732455819,107.1089567543642
10,2,1,0.9,0.6,0.2857142857142857,0,4.094438795319446,0.472513333575037,0.4452522454191623,0.9921264073759133,0.8053654418345908,107.1003290022922
15,2,1,0.9,0.6,0.2857142857142857,0,4.326069721924831,3,2.921735037292496,1,0.7711096933585007,108.69876888955523
