beta_0_init,xi_init,k_init,lambda_init,f_1_init,f_2_init,dif,beta_0_fit,xi_fit,k_fit,lambda_fit,f_1_fit,f_2_fit,rmse
10,0.1,2,1,0.3,0.4,0.2857142857142857,5.207675309645625,0.02694001895053738,0.4124108173601285,0.3654484129668284,0.9768721347901606,0.7975227156537341,8.552109116812666
15,0.1,2,1,0.3,0.4,0.2857142857142857,6.835847842702654,0.05113185860696151,0.44061870845227247,0.25954673100988523,0.9950039688129686,0.007911036278741568,9.371484528533708
20,0.1,2,1,0.3,0.4,0.2857142857142857,4.157758559698959,4.900035930249791e-5,2.8106021469886944e-4,6.999829683858254,0.5863031211805458,0.9999441835703833,18.870416951940438
5,0.057,2.5,1,0.3,0.4,0.2857142857142857,6.928701980860257,0.05214610528017011,0.44064403558737864,0.26014213769340083,0.9886768413929596,0.7823963105699095,7.735376270802541
10,0.057,2.5,1,0.3,0.4,0.2857142857142857,4.246711493675839,0.002958847034111367,2.868055866533979,6.969410354785737,0.9979573763447408,0.7762904823270178,18.965875342264216
15,0.057,2.5,1,0.3,0.4,0.2857142857142857,5.426812125175742,0.030065310685058633,0.3920273244589301,0.31916457460869685,0.9511533218947386,0.7653314438852239,8.239539662624525
20,0.057,2.5,1,0.3,0.4,0.2857142857142857,9.770503673997206,0.08038099758424472,0.4331425728379051,0.17513757590764434,0.9169258275754949,0.9377352054127868,8.065434292606668
5,0.025,2.5,1,0.3,0.4,0.2857142857142857,5.274726215944295,0.026396082025011425,0.3251633715075089,0.3016171562843135,0.8845508652213487,0.7632746865060946,8.616165070373436
10,0.025,2.5,1,0.3,0.4,0.2857142857142857,4.1971312399168115,0.00687923400375573,0.3451088701498256,0.4047902321829125,0.9085576742142026,0.7761172526053128,10.413073184833653
15,0.025,2.5,1,0.3,0.4,0.2857142857142857,7.333481681590818,0.054338105253075974,0.3427342748154967,0.20653677265169307,0.8665007119610498,0.12305530012455507,8.902682993501257
20,0.025,2.5,1,0.3,0.4,0.2857142857142857,4.967816893398611,0.021861435536742524,0.3748476370822577,0.34139647140855306,0.9293470479788903,0.9802833221868339,10.283696621202754
5,0.1,2.5,1,0.3,0.4,0.2857142857142857,1.9537915203759426,0.0012671972147992316,0.03285536723628929,0.0023726218093776397,0.9793593009217954,0.9997808760131495,47.60301373440735
10,0.1,2.5,1,0.3,0.4,0.2857142857142857,4.317255234396993,0.004030719936505223,2.9730038320095984,6.992455066224817,0.9955671933948108,0.0014490356592516407,19.884936937641278
15,0.1,2.5,1,0.3,0.4,0.2857142857142857,6.1899961301375495,0.04203278602783206,0.4229935098125496,0.28947555463051855,0.9791428344535295,0.7793917418110092,7.801837234980831
20,0.1,2.5,1,0.3,0.4,0.2857142857142857,4.209522094373073,0.00197878584389799,2.9991800912879096,6.994180175440357,0.999258349442442,0.7829131548694905,18.981113863175548
5,0.057,1,0.5,0.5,0.4,0.2857142857142857,6.805531866700141,0.04958274415210662,0.40060499373498004,0.2544852210143481,0.9411080001015881,0.7858270827320634,7.522181681418731
10,0.057,1,0.5,0.5,0.4,0.2857142857142857,15.286024817768133,0.1148625855193754,0.3620447316930239,0.09312131065217882,0.7572629213034447,0.9759859885786567,7.984505613127222
15,0.057,1,0.5,0.5,0.4,0.2857142857142857,7.083288503669769,0.05349629618495588,0.422535220702213,0.24818909839236736,0.961962049087038,0.7806917065814499,7.570935129769702
20,0.057,1,0.5,0.5,0.4,0.2857142857142857,6.82818975944381,0.048372550751034915,0.34750783664315826,0.23043156239258528,0.874351199093345,0.7870597747768608,7.53891849436499
5,0.025,1,0.5,0.5,0.4,0.2857142857142857,6.924665695677714,0.05136918644215421,0.41299751155598896,0.2526730434623614,0.9497845113331604,0.7648832005372344,7.542908088213247
10,0.025,1,0.5,0.5,0.4,0.2857142857142857,8.107011750371974,0.06260284312637354,0.3381634770431237,0.19063289449938714,0.8476773528512498,0.7379122712117857,7.3956409717377305
15,0.025,1,0.5,0.5,0.4,0.2857142857142857,8.867615339437515,0.07070879816792969,0.37036555612200456,0.1790908705487138,0.8643463655572935,0.7958956287696055,7.226284824090907
20,0.025,1,0.5,0.5,0.4,0.2857142857142857,4.440670717056305,0.0065147546482039465,2.774482342322346,6.97263545652455,0.9763913034604261,0.7686899461669757,18.918773809080413
5,0.1,1,0.5,0.5,0.4,0.2857142857142857,1.9226577560760716,2.8277586391900478e-6,0.028703816371122626,1.1356224843550589e-5,0.9999872132834458,0.9999995292751171,47.569727687667154
10,0.1,1,0.5,0.5,0.4,0.2857142857142857,4.149510675514914,5.158123443543827e-5,0.0010008948300939124,6.999901316156707,0.5949756263815665,0.7927443165465551,17.189297421823937
15,0.1,1,0.5,0.5,0.4,0.2857142857142857,11.77765820470563,0.0943148719603511,0.38430785912833276,0.135005390803476,0.8274644860824638,0.9454806489843117,7.726280212161773
20,0.1,1,0.5,0.5,0.4,0.2857142857142857,6.799006783343251,0.050283863123448846,0.43155723837969756,0.2636518558219591,0.9779407381576803,0.789315368208432,7.678031405872426
5,0.057,2,0.5,0.5,0.4,0.2857142857142857,7.478710650870104,0.05802015074076661,0.42258087242773984,0.23501361936645876,0.9560130288288603,0.7791240659089876,7.542001657787008
10,0.057,2,0.5,0.5,0.4,0.2857142857142857,7.247431261080952,0.05545583467730275,0.4238976911643095,0.24253686999240254,0.960449506336942,0.7807126147004841,7.560396071371574
15,0.057,2,0.5,0.5,0.4,0.2857142857142857,4.490491550221051,0.007596492734326665,2.8106625768060267,6.970220196809393,0.9874372984814166,0.015218143315883614,19.867324151564482
20,0.057,2,0.5,0.5,0.4,0.2857142857142857,7.066874008352935,0.053107259872270995,0.4175979065707432,0.24677841807714695,0.955521551092654,0.7805428444087914,7.539296593911924
5,0.025,2,0.5,0.5,0.4,0.2857142857142857,5.375725956328288,0.02802888136087739,0.3345302635380034,0.29490554112256007,0.8929129382215959,0.764861199020569,8.45838900671792
10,0.025,2,0.5,0.5,0.4,0.2857142857142857,5.826460496577335,0.036094192493596966,0.38746955466226374,0.2889147711510428,0.9435286388036497,0.7693308117157863,7.921107287721265
15,0.025,2,0.5,0.5,0.4,0.2857142857142857,7.72185641379264,0.05997380540703012,0.3963844560769393,0.22149411984220657,0.916383394891088,0.789474912335437,7.371028375771262
20,0.025,2,0.5,0.5,0.4,0.2857142857142857,7.5203862082974045,0.05824278529968829,0.41267687074567055,0.23165182346286334,0.9408443052238298,0.777765196475967,7.463630797269523
5,0.1,2,0.5,0.5,0.4,0.2857142857142857,2.9904711578889964,1.0660498430681287e-6,0.7620305889669794,0.3054783667644424,2.1302996533467677e-7,0.9999997121265732,47.84603132534537
10,0.1,2,0.5,0.5,0.4,0.2857142857142857,8.571325201604017,0.06833670524347518,0.38464147517311637,0.18999052819934975,0.8876688059909446,0.7730589337598537,7.274047248212261
15,0.1,2,0.5,0.5,0.4,0.2857142857142857,6.908356176083174,0.05047111150069028,0.38954146917007726,0.24533199425626057,0.924417773367211,0.7861541965620431,7.463958787439167
20,0.1,2,0.5,0.5,0.4,0.2857142857142857,8.011825470268299,0.06411413896188783,0.43839554399690933,0.21619788090712033,0.9586316810512252,0.9506890911073662,8.406338606061249
5,0.057,2.5,0.5,0.5,0.4,0.2857142857142857,7.045606890192262,0.05323629143141456,0.43017796867188474,0.2520344805518286,0.9732053587993952,0.7754793281815481,7.637006477825106
10,0.057,2.5,0.5,0.5,0.4,0.2857142857142857,7.614811767592247,0.059325003230522366,0.41428094235017926,0.22756449198866951,0.9421428382994476,0.7896468269946111,7.467174396041996
15,0.057,2.5,0.5,0.5,0.4,0.2857142857142857,7.040319713344944,0.053256137379149526,0.43335384601388743,0.2525912812581103,0.975948449963338,0.7810282065780774,7.652610759783475
20,0.057,2.5,0.5,0.5,0.4,0.2857142857142857,6.868074050782287,0.051450094538117164,0.43798453696643347,0.25745353788095304,0.9908121984600589,0.006853489693550874,9.345507136843334
5,0.025,2.5,0.5,0.5,0.4,0.2857142857142857,6.296604150797478,0.04392334272600856,0.435619545042419,0.29172491289349733,0.9896593346782352,0.7932481954956244,7.834601191004647
10,0.025,2.5,0.5,0.5,0.4,0.2857142857142857,4.7953509983561915,0.01318080161628521,2.467609951099947,6.419303494676386,0.9677738190383572,0.756709404110585,18.953234821613872
15,0.025,2.5,0.5,0.5,0.4,0.2857142857142857,5.716815754405237,0.0328654265062408,0.3303423684781458,0.2707616225802806,0.8730998959624184,0.9298120383780435,9.12813597093486
20,0.025,2.5,0.5,0.5,0.4,0.2857142857142857,4.149030637009559,9.739442457468162e-6,0.004863329040829201,6.99992439542129,0.5952457506352831,0.7895951061542095,17.189488885468435
5,0.1,2.5,0.5,0.5,0.4,0.2857142857142857,1.9325570108724044,0.001041757994533321,0.0033862350536185692,0.0032476637183472823,0.9999315034348907,0.9998337747621413,47.73249523894473
10,0.1,2.5,0.5,0.5,0.4,0.2857142857142857,7.595330418815531,0.060099212294817406,0.45372602067625867,0.23768729836969943,0.9887251525470506,0.8424891872698859,7.892137812485266
15,0.1,2.5,0.5,0.5,0.4,0.2857142857142857,7.354317090963343,0.05554974212201774,0.37882274126441834,0.22213830507857973,0.9073653144019667,0.14150685968006627,8.884454012169938
20,0.1,2.5,0.5,0.5,0.4,0.2857142857142857,7.83424496542173,0.061668699700417606,0.41268647584427387,0.21981414493866452,0.9355593436561613,0.791340238982881,7.440372966747385
5,0.057,1,1,0.5,0.4,0.2857142857142857,8.970045746523585,0.07145572707412268,0.35960232054644187,0.17011775996544598,0.8533229106348161,0.04280525336244223,8.835867616910274
10,0.057,1,1,0.5,0.4,0.2857142857142857,18.726080671661638,0.1339385107575357,0.43836035608250923,0.10007822558854135,0.8081525096423685,0.9910980746715807,8.187737021180178
15,0.057,1,1,0.5,0.4,0.2857142857142857,8.15091207045285,0.06350952479210847,0.3582823051581802,0.19320015137084356,0.866619321169712,0.7803836544490077,7.268642039110381
20,0.057,1,1,0.5,0.4,0.2857142857142857,6.688201822168313,0.04613399480989833,0.33490967582096953,0.2283849274982116,0.8566833180737032,0.9605795802442885,8.924803835472584
5,0.025,1,1,0.5,0.4,0.2857142857142857,8.039900945067737,0.06328855384167059,0.39443323709942923,0.20859461523985084,0.9089936262640058,0.78970920131244,7.32724726616297
10,0.025,1,1,0.5,0.4,0.2857142857142857,6.975067180168121,0.05245737927994787,0.43213743410121136,0.2551944330680886,0.9768251536146488,0.7811961116735164,7.658689666143251
15,0.025,1,1,0.5,0.4,0.2857142857142857,8.623549701596556,0.06955080889446191,0.4151490637051301,0.19498386412621205,0.9170134666412775,0.9505486079936669,8.173458661089892
20,0.025,1,1,0.5,0.4,0.2857142857142857,4.151618470805722,9.531134198476066e-5,9.735592634215195e-4,6.99942733966536,0.5957561724692062,0.7920894556360243,17.19038096941852
5,0.1,1,1,0.5,0.4,0.2857142857142857,1.922774601811672,1.8376580424028788e-7,0.028735109567245842,1.29524032183026e-6,0.999999743673178,0.9999997478229963,47.56967482067814
10,0.1,1,1,0.5,0.4,0.2857142857142857,5.532947384853331,0.030564069186498177,0.35127250444566427,0.2995051714554671,0.8957517119905971,0.9776659633888889,9.76355849699652
15,0.1,1,1,0.5,0.4,0.2857142857142857,6.189933022096161,0.04198583924782556,0.41753592258408134,0.2879073094225445,0.9761192746965963,0.7625426421892298,7.797466357385608
20,0.1,1,1,0.5,0.4,0.2857142857142857,6.660105358121666,0.048261166592942994,0.42122641853386844,0.2646687453360945,0.9739284754908888,0.7675405729438929,7.678820200461765
5,0.057,2,1,0.5,0.4,0.2857142857142857,5.771029509220201,0.0348953465639375,0.38303482817618034,0.2932964520799809,0.929714012350396,0.940218574927755,8.950035206875988
10,0.057,2,1,0.5,0.4,0.2857142857142857,7.205345773989245,0.05500418274164526,0.426014815099763,0.24514204946908974,0.9644162918437312,0.7828707342723897,7.583333872793441
15,0.057,2,1,0.5,0.4,0.2857142857142857,6.252581478070445,0.04265673011333143,0.4189156502834032,0.293716390062894,0.9680676727531414,0.7635786753984866,7.793034538454378
20,0.057,2,1,0.5,0.4,0.2857142857142857,6.991465368832603,0.052744623225852993,0.43592052349063626,0.25559549074507637,0.980606440409868,0.7812897696417531,7.682188048932049
5,0.025,2,1,0.5,0.4,0.2857142857142857,6.18034876211611,0.040304452293014936,0.36322546302725717,0.2554544426043754,0.897084097319844,0.7542654213481168,7.8028018478026615
10,0.025,2,1,0.5,0.4,0.2857142857142857,6.900471171070968,0.051643748785566324,0.4348044000751112,0.25916861731015317,0.9817985836946163,0.7794431473110904,7.691216693412752
15,0.025,2,1,0.5,0.4,0.2857142857142857,10.395237202179343,0.083540101242299325,0.36138056054868867,0.1476527746445162,0.8283403601733452,0.7975369783347823,7.232392425899597
20,0.025,2,1,0.5,0.4,0.2857142857142857,4.251549625559187,0.00846724527709708,0.3800145087438776,0.42229470802540237,0.9341886567557176,0.9786466555763209,11.525684390154984
5,0.1,2,1,0.5,0.4,0.2857142857142857,1.9228784731137716,8.187069146514681e-7,0.02879891405250956,3.963695562159142e-6,0.9998966631133215,0.9999999103762828,47.56973560264804
10,0.1,2,1,0.5,0.4,0.2857142857142857,9.126110566424392,0.07463436156156311,0.4292268640074016,0.18642052103741813,0.9247805988679914,0.9440316312523562,8.142928090520664
15,0.1,2,1,0.5,0.4,0.2857142857142857,7.345629586268947,0.05655005862513057,0.4218583890840248,0.23833709366548517,0.9570890944766722,0.7846795828652973,7.541975965654269
20,0.1,2,1,0.5,0.4,0.2857142857142857,7.140329498140609,0.054610067386209715,0.4337525632830843,0.24548209778928792,0.9800512988844993,0.12383661692373227,9.211153225293163
5,0.057,2.5,1,0.5,0.4,0.2857142857142857,7.424838974818744,0.057053780823702216,0.4082497363015929,0.23097339515312076,0.93883527057065,0.7802709525239313,7.447983891035749
10,0.057,2.5,1,0.5,0.4,0.2857142857142857,8.3873944243295675,0.0655619209138798,0.34382368156656085,0.17820284934901826,0.8493644638178832,0.03818782833426121,8.865791727465243
15,0.057,2.5,1,0.5,0.4,0.2857142857142857,10.854996721612373,0.087981138029257,0.40298629808951386,0.14527847104478858,0.8577430741897698,0.9884878959598551,8.177202244994405
20,0.057,2.5,1,0.5,0.4,0.2857142857142857,7.007484296678303,0.052973028279940104,0.4313876859731882,0.24979467729166294,0.9799399482173812,0.024074323508101514,9.269768823032512
5,0.025,2.5,1,0.5,0.4,0.2857142857142857,7.693488171011797,0.05891707157627052,0.36544141409015113,0.20980913220091274,0.8825301048044835,0.7740613354893289,7.311189029153573
10,0.025,2.5,1,0.5,0.4,0.2857142857142857,4.422320003016491,0.0062391346295122,2.8513061394012245,6.959701491977738,0.9905174506440015,0.007966498636975239,19.86709332688704
15,0.025,2.5,1,0.5,0.4,0.2857142857142857,4.623223530961733,0.01608343203795698,0.3869688234870551,0.3869964501499117,0.9538277705240459,0.7829302716364462,9.36263149312214
20,0.025,2.5,1,0.5,0.4,0.2857142857142857,4.214414459461477,0.0023570217342217537,2.8708632160966534,6.968065043109002,0.9977097138434714,0.7780185831205888,18.96156033781069
5,0.1,2.5,1,0.5,0.4,0.2857142857142857,1.926280752916567,2.1661767940495125e-6,0.04095147750932154,0.09958750502672031,0.9999979873950886,0.9999990432038365,47.5666568806185
10,0.1,2.5,1,0.5,0.4,0.2857142857142857,5.644910193220807,0.032731366526693395,0.3693159160293353,0.2986970239043069,0.9163078604882955,0.9793587169544802,9.580312541669034
15,0.1,2.5,1,0.5,0.4,0.2857142857142857,7.264126811003324,0.05575465523456857,0.43060731346897363,0.24288167540508582,0.9685776626270102,0.7657557718323317,7.6197487444213134
20,0.1,2.5,1,0.5,0.4,0.2857142857142857,6.90694593899313,0.05193550625262616,0.43817318348915696,0.25592163915672517,0.9903776879534888,0.03506247618736913,9.327065507050632
5,0.057,1,0.5,0.7,0.4,0.2857142857142857,8.353748365585878,0.06549657263215536,0.35280533799212643,0.18868479514137398,0.86205766108776,0.7750206611642413,7.279262707139436
10,0.057,1,0.5,0.7,0.4,0.2857142857142857,13.043443219352028,0.10300049309515114,0.39728645694333176,0.12298921662376244,0.824170942093221,0.9775415774563759,7.891157504865022
15,0.057,1,0.5,0.7,0.4,0.2857142857142857,8.943772200737163,0.0711911280622825,0.3590309960623239,0.17042813855878974,0.8536020148350716,0.02959395943979848,8.843925427972094
20,0.057,1,0.5,0.7,0.4,0.2857142857142857,7.627692114909732,0.058891824852238484,0.38881687115811286,0.21609828370573098,0.9158143372405558,0.07931382990598768,8.932960388547553
5,0.025,1,0.5,0.7,0.4,0.2857142857142857,8.824419037905699,0.07033905026558873,0.3717379817162648,0.1812741164766573,0.869099953227445,0.7963195405071068,7.233614395626563
10,0.025,1,0.5,0.7,0.4,0.2857142857142857,5.700066344264359,0.03277121452210213,0.32413543000531336,0.2748862523880972,0.8733309976772798,0.763850501786187,8.230198844068363
15,0.025,1,0.5,0.7,0.4,0.2857142857142857,8.365157193382128,0.06639691442665169,0.38617418691451016,0.19792842015582418,0.8945792510002792,0.7811453876375621,7.286173157588998
20,0.025,1,0.5,0.7,0.4,0.2857142857142857,4.150407238996423,2.7627678289066093e-5,8.7927018427858e-5,6.999432636153132,0.5955548042530971,2.682673922163592e-4,18.156361546483332
