beta_0_init,k_init,lambda_init,f_1_init,f_2_init,dif,xi,beta_0_fit,k_fit,lambda_fit,f_1_fit,f_2_fit,rmse
10,2.5,0.5,0.5,0.4,0.2857142857142857,0,3.8714334902330294,0.34748156453526424,0.4337975840651164,0.9127007971729069,0.7813598458743762,11.293872276194069
15,2.5,0.5,0.5,0.4,0.2857142857142857,0,3.8331242626230955,0.3929404496596836,0.4651795687844008,0.9614095084630959,0.788416090219921,11.307582535321885
20,2.5,0.5,0.5,0.4,0.2857142857142857,0,3.8538342549541715,0.36954327502325196,0.4501350375369762,0.9358749288144917,0.786004154476698,11.288087990748537
5,1,1,0.5,0.4,0.2857142857142857,0,3.8621650983054323,0.35870142229156815,0.4421044876986254,0.9243250810380238,0.7835508989647745,11.287955836592587
10,1,1,0.5,0.4,0.2857142857142857,0,3.8524721659610006,0.3714584857870301,0.4478579177044419,0.9374945359670621,0.785383716246224,11.288884339389044
15,1,1,0.5,0.4,0.2857142857142857,0,3.832461566655687,0.38832637652635427,0.46045182438912874,0.9573649316272059,0.78732081444054125,11.304773656179622
20,1,1,0.5,0.4,0.2857142857142857,0,3.9049719387798287,0.30811525229134346,0.4053803157489814,0.8719446915717806,0.7592767657437125,11.376421139790164
5,2,1,0.5,0.4,0.2857142857142857,0,3.8501154371681157,0.38555370367635194,0.47551083413940615,0.9400956100540628,0.9346427646035405,12.0205213810373
10,2,1,0.5,0.4,0.2857142857142857,0,3.8840711314846144,0.33205151614624995,0.422788483235323,0.896319106227756,0.7804166508226531,11.312282783994679
15,2,1,0.5,0.4,0.2857142857142857,0,3.8571858867962994,0.3643904670228365,0.44647501050225374,0.9307494923582095,0.7849439697882363,11.287388088256195
20,2,1,0.5,0.4,0.2857142857142857,0,4.149075881075155,0.1300369974553247,6.331124736542145,0.6117000693199628,0.7912786462968686,17.252702253302044
5,2.5,1,0.5,0.4,0.2857142857142857,0,3.8213524882868266,0.40923142994448775,0.47441122907820743,0.9785826934395796,0.7901634008181209,11.33442705716053
10,2.5,1,0.5,0.4,0.2857142857142857,0,3.9133256024335794,0.30368110756292177,0.41729690113419,0.8604307303035464,0.8519604546216645,11.55923822239778
15,2.5,1,0.5,0.4,0.2857142857142857,0,3.8439797845918755,0.38298953785666345,0.45820068551740606,0.9500236911306988,0.786874794800954,11.295575094277474
20,2.5,1,0.5,0.4,0.2857142857142857,0,24.84241095616011,2.999992787409884,1.3372070061556802,0.9999968955879333,1.4269227086027847e-6,61.32523496700759
5,1,0.5,0.7,0.4,0.2857142857142857,0,3.8794450799652336,0.33870962096658375,0.4272154078203826,0.9034289299296061,0.7820151119428451,11.302666467543073
10,1,0.5,0.7,0.4,0.2857142857142857,0,3.845373191206376,0.37979340760643376,0.4565815878217941,0.9468795163773829,0.7857277737158825,11.29317874108962
15,1,0.5,0.7,0.4,0.2857142857142857,0,4.158367321128162,2.9362146846491384,6.823626414145256,0.9647377014627795,0.027185783341704184,19.83014274559748
20,1,0.5,0.7,0.4,0.2857142857142857,0,3.8515425032885187,0.3723475706668403,0.45072397269026354,0.9391636732595496,0.7868309283001723,11.28916539815797
5,2,0.5,0.7,0.4,0.2857142857142857,0,3.860302163432854,0.36226143004212985,0.4441694181209095,0.9278600029056567,0.7848945774149375,11.287351267439801
10,2,0.5,0.7,0.4,0.2857142857142857,0,3.828791416844588,0.39917360152986947,0.46913500736687896,0.9678159907481776,0.7895701431354503,11.316257806195035
15,2,0.5,0.7,0.4,0.2857142857142857,0,3.86022258990802,0.3615091123206607,0.444031817174009,0.9272233785305455,0.7838335255304465,11.287416250805256
20,2,0.5,0.7,0.4,0.2857142857142857,0,3.845789929185066,0.37801136705317506,0.4535286275853414,0.9482116988452607,0.31866340885374744,12.330920936935351
5,2.5,0.5,0.7,0.4,0.2857142857142857,0,3.8364199502555363,0.39020431480139833,0.4644158179296101,0.9574011471880055,0.7913477251053436,11.303686963361686
10,2.5,0.5,0.7,0.4,0.2857142857142857,0,4.147694926651237,0.004433927084592226,6.992221155343304,0.5957310326003837,0.7889973814991416,17.188380243100774
15,2.5,0.5,0.7,0.4,0.2857142857142857,0,3.8778869205111355,0.3435819849667115,0.4438138338964783,0.905426874123191,0.8006469506559166,11.314277079212461
20,2.5,0.5,0.7,0.4,0.2857142857142857,0,4.1484879792808,0.0017865167505072277,6.998549106370419,0.596041813505417,5.661906680984874e-4,18.15619077421852
5,1,1,0.7,0.4,0.2857142857142857,0,3.8658668841040433,0.35398267087164803,0.4393557869752976,0.9195506892551994,0.7843398193994633,11.289518068311736
10,1,1,0.7,0.4,0.2857142857142857,0,4.146751030064822,0.026268544818968564,6.870716325455167,0.5983899095875557,0.7892020377160718,17.199083867170582
15,1,1,0.7,0.4,0.2857142857142857,0,3.8846782797006796,0.34348835355246327,0.4616140023911139,0.8921775430805068,0.9568846843361964,12.361859078437236
20,1,1,0.7,0.4,0.2857142857142857,0,4.116369559011181,2.999995195469711,6.952729063443015,0.9999982808375582,2.9146762970944096e-6,19.89579173007778
5,2,1,0.7,0.4,0.2857142857142857,0,3.8588975633803146,0.363068195187109,0.4455237737769244,0.9296822936713642,0.7851964341388791,11.287320380734126
10,2,1,0.7,0.4,0.2857142857142857,0,3.895385356018506,0.3086461478647252,0.4321505454223893,0.8701207113319895,0.7152791647644865,11.512596398583751
15,2,1,0.7,0.4,0.2857142857142857,0,3.844144885787666,0.37704946025761915,0.4528869266389534,0.9445842598037162,0.7859157843872266,11.292324059511367
20,2,1,0.7,0.4,0.2857142857142857,0,4.151134793424614,0.3329122750075171,6.503630694475384,0.6360601629032729,0.7981143432637536,17.362403748590864
5,2.5,1,0.7,0.4,0.2857142857142857,0,3.8698214630172956,0.34737279188009096,0.424779855252735,0.9143435842262,0.0501463882410349,12.507556192171048
10,2.5,1,0.7,0.4,0.2857142857142857,0,4.061690798300093,1.4081580399656484,3.8904709680732426,0.926075523343735,0.8111983496410535,18.14921279808704
15,2.5,1,0.7,0.4,0.2857142857142857,0,3.882591555802928,0.3358438661695681,0.4284029172647519,0.8999284381820916,0.7878739040148988,11.307351178726716
20,2.5,1,0.7,0.4,0.2857142857142857,0,24.84333796139341,2.9999925667890532,1.3377499972752895,0.9999955074127362,2.4557745761377703e-6,61.325243238188314
5,1,0.5,0.9,0.4,0.2857142857142857,0,3.8815093778001075,0.3391286356190278,0.4332340301662351,0.9020082228118191,0.7848085751751466,11.305103829009234
10,1,0.5,0.9,0.4,0.2857142857142857,0,3.841550110533356,0.38330400245434154,0.4563967536898988,0.9502808766548573,0.7862263873646633,11.296004850579958
15,1,0.5,0.9,0.4,0.2857142857142857,0,3.855215211002452,0.3668108416736041,0.44070782185724605,0.9350741284520165,0.06514344037049036,12.503692579049355
20,1,0.5,0.9,0.4,0.2857142857142857,0,4.1469852914350085,0.39736811250426396,4.7007323473190255,0.6618071611638683,0.8050872430723317,17.42318163349195
5,2,0.5,0.9,0.4,0.2857142857142857,0,3.8487454347265193,0.37725931966629195,0.4552423486348304,0.9436999669942041,0.7853680349457861,11.291280801630483
10,2,0.5,0.9,0.4,0.2857142857142857,0,3.847992420927937,0.38517481424512273,0.46774425717719764,0.9460726014406966,0.8595966384502065,11.461665405975138
15,2,0.5,0.9,0.4,0.2857142857142857,0,3.8567522519417397,0.36641004481739714,0.4446521220564724,0.9324314362350495,0.7782666297411716,11.289156505133283
20,2,0.5,0.9,0.4,0.2857142857142857,0,3.8236363451826882,0.39359766439056026,0.4630202307643245,0.9645697569936095,0.7870506469666445,11.317177071643993
5,2.5,0.5,0.9,0.4,0.2857142857142857,0,3.8399473168823617,0.38733025295193274,0.46132535199528185,0.9546906650184005,0.7883478074463364,11.299854685961519
10,2.5,0.5,0.9,0.4,0.2857142857142857,0,3.8364084171389146,0.41473587403048384,0.4674408459009577,0.9717681567986047,0.7860858646375073,11.35509771421941
15,2.5,0.5,0.9,0.4,0.2857142857142857,0,3.8267641918118067,0.4032538964429748,0.4714962734766435,0.9717587543853292,0.79136663823474,11.322848157164739
20,2.5,0.5,0.9,0.4,0.2857142857142857,0,4.149518185458241,0.1276279070476622,6.906253410909351,0.60982537151506655,0.7915083659155597,17.248964769615643
5,1,1,0.9,0.4,0.2857142857142857,0,3.8329392066152845,0.39396667439962646,0.4650748509440803,0.9622031504900772,0.7886433245584749,11.308491362539918
10,1,1,0.9,0.4,0.2857142857142857,0,3.8474973542632496,0.38065615519393725,0.4581955222548083,0.9460571984745552,0.7856859674131158,11.293328238877574
15,1,1,0.9,0.4,0.2857142857142857,0,24.863452371024692,2.9999981628226386,1.3375135659062907,0.9999990703008899,9.662036093427417e-7,61.32516438891031
20,1,1,0.9,0.4,0.2857142857142857,0,4.153754376969108,2.9996070928764187,6.96808547664239,0.9677600297997342,3.1578000360954483e-4,19.85035163784938
5,2,1,0.9,0.4,0.2857142857142857,0,3.837352975105537,0.39089134481642807,0.46299115677005465,0.9584926150510225,0.7888726197110939,11.304281746528025
10,2,1,0.9,0.4,0.2857142857142857,0,4.150164360049626,0.029179427477322217,6.794312627189661,0.5977314407543944,0.7930958830449619,17.201486674275262
15,2,1,0.9,0.4,0.2857142857142857,0,3.8633901444188368,0.35730612813541973,0.4410977972636685,0.9229716253176072,0.7847022796779275,11.288319475402881
20,2,1,0.9,0.4,0.2857142857142857,0,24.861494741606638,2.9999988854263226,1.3373773306324113,0.9999990675049362,3.6922602270061944e-7,61.32515615196388
5,2.5,1,0.9,0.4,0.2857142857142857,0,3.8312803070513546,0.39781591278675027,0.4673769650685141,0.9661645307944605,0.7874283700666567,11.313798469107674
10,2.5,1,0.9,0.4,0.2857142857142857,0,4.148451018450419,0.005916673618565016,6.923269399392418,0.5955885774923526,0.7932960324283638,17.189429255225775
15,2.5,1,0.9,0.4,0.2857142857142857,0,3.809737792843906,0.42340986272916437,0.4817732684030055,0.9943903650483801,0.7907085976343076,11.36785211347848
20,2.5,1,0.9,0.4,0.2857142857142857,0,24.842184480686164,2.999996955038425,1.3378267554701813,0.9999987963383931,4.417882985774391e-6,61.32517944798836
5,1,0.5,0.3,0.6,0.2857142857142857,0,3.8665716805915906,0.3510396301535959,0.43901336241410027,0.9184054059199669,0.7832201867779194,11.29095824289915
10,1,0.5,0.3,0.6,0.2857142857142857,0,3.860140595636461,0.36155117694613187,0.44437071105760384,0.9270600917206158,0.7853275144781121,11.287463763464935
15,1,0.5,0.3,0.6,0.2857142857142857,0,3.8442324234557357,0.38762850644263,0.47322305185829633,0.9512958328330707,0.8092680820688312,11.319189529279043
20,1,0.5,0.3,0.6,0.2857142857142857,0,3.867262149426438,0.35150578962267987,0.4282955791019075,0.919138518499587,0.06445156909492139,12.499330912978971
5,2,0.5,0.3,0.6,0.2857142857142857,0,3.877424137560943,0.3397976741638592,0.4265181141708359,0.9046031557443961,0.7794552687842807,11.302227645130065
10,2,0.5,0.3,0.6,0.2857142857142857,0,3.8688958466131873,0.3520064819448454,0.43702806781278203,0.9175879737041839,0.7836898503757964,11.290680839016035
15,2,0.5,0.3,0.6,0.2857142857142857,0,3.8274648480390128,0.4028748191550969,0.4704452261273578,0.9717682559569426,0.7885770674377717,11.322305916504071
20,2,0.5,0.3,0.6,0.2857142857142857,0,3.900556758403284,0.3367996539197977,0.47028266345089825,0.8824071288646151,0.9534496163840386,12.392060541719335
5,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.857871491414313,0.3670819513205887,0.4498320201955991,0.932773225332171,0.7893241210689756,11.288229648233623
10,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.8527053996994054,0.3741036880921428,0.4566858024416137,0.9417892418462716,0.7875815083494471,11.2920944470972
15,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.839858467198267,0.3870921783041252,0.4603853827758661,0.9546082842571366,0.7868434391125998,11.299712711853598
20,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.838314640969389,0.3855779862806211,0.4515611445358877,0.9560197339358738,0.12114805675719759,12.492984611620574
5,1,1,0.3,0.6,0.2857142857142857,0,3.861718191527004,0.3595871063491557,0.44199601623044615,0.9249492950789832,0.7843040196241193,11.287801638115093
10,1,1,0.3,0.6,0.2857142857142857,0,3.8929434922410966,0.3206645337256716,0.42075559360538284,0.8848774140288684,0.7874741134876941,11.33377062086016
15,1,1,0.3,0.6,0.2857142857142857,0,3.8915014356833777,0.3614320497261377,0.5895527638986211,0.9009595235499963,0.20022105038671295,13.155301533839703
20,1,1,0.3,0.6,0.2857142857142857,0,4.127011788710064,2.9670950649653887,6.944402177406652,0.9863768315532832,0.7814966559519585,18.939657243869927
5,2,1,0.3,0.6,0.2857142857142857,0,3.8427940718238496,0.38511790439279675,0.4584127211742962,0.9524874991555599,0.7863471136360453,11.297986121109277
10,2,1,0.3,0.6,0.2857142857142857,0,3.866204880710755,0.3772302006619532,0.4624968466377351,0.9421370724594543,0.7834641297937972,11.317063842884686
15,2,1,0.3,0.6,0.2857142857142857,0,3.8368673118617225,0.38912416381097725,0.4619920249076903,0.9566388263406489,0.7881592513309159,11.302207399590092
20,2,1,0.3,0.6,0.2857142857142857,0,4.117237620082037,2.9997093259538494,6.931797468944353,0.9998365032560041,1.1293954037133735e-4,19.895261014158283
5,2.5,1,0.3,0.6,0.2857142857142857,0,3.860788451689743,0.37230017519554337,0.45419520465511276,0.9268731689160392,0.9771938638255078,12.49016641510782
10,2.5,1,0.3,0.6,0.2857142857142857,0,3.864278774219725,0.35532940588509043,0.4321986732257221,0.9231125757591021,0.07131477756242055,12.495793463634561
15,2.5,1,0.3,0.6,0.2857142857142857,0,3.8460407744159597,0.38962478174559184,0.4863787878194656,0.9460731754109504,0.9152846819761341,11.853206977746035
20,2.5,1,0.3,0.6,0.2857142857142857,0,4.146239222347599,0.038994063088187536,6.975260693005962,0.5997971228914133,0.7887631311867955,17.20547234744556
5,1,0.5,0.5,0.6,0.2857142857142857,0,3.880247868945488,0.3358449864679906,0.4232588824076602,0.901096450679304,0.7798210726784448,11.306659872964957
10,1,0.5,0.5,0.6,0.2857142857142857,0,3.8383189367725135,0.39156524117657565,0.46663888298439,0.9581312502071984,0.7873497236042171,11.304554819060542
15,1,0.5,0.5,0.6,0.2857142857142857,0,3.8406802598180834,0.3853842846111381,0.45736521249605183,0.953459820504861,0.7878561231194343,11.29872496546384
20,1,0.5,0.5,0.6,0.2857142857142857,0,4.149067543396656,0.11081712576567787,6.523384958515654,0.608679559930261,0.7930270323182067,17.242286578752914
5,2,0.5,0.5,0.6,0.2857142857142857,0,3.8704754219792448,0.34904604888370855,0.4354735848810949,0.9145084664993295,0.7826325251648776,11.292386988106495
10,2,0.5,0.5,0.6,0.2857142857142857,0,3.843320669054151,0.38401698952158975,0.45962207070334227,0.9506546352960998,0.7866467579406535,11.29633772525485
15,2,0.5,0.5,0.6,0.2857142857142857,0,3.862559850376688,0.3586753648039335,0.44222405377104823,0.9244603713238779,0.7847480402985045,11.287916497904545
20,2,0.5,0.5,0.6,0.2857142857142857,0,3.8349514092892023,0.40107750201209047,0.47208691597913477,0.9612548362360651,0.9029127734707348,11.732723878817312
5,2.5,0.5,0.5,0.6,0.2857142857142857,0,3.863512929451931,0.35686895001784724,0.44037596454573275,0.9224334048173006,0.7846543916348385,11.288472025759766
10,2.5,0.5,0.5,0.6,0.2857142857142857,0,3.8404928552223727,0.38562212803544516,0.46053711232214545,0.9531596292586668,0.786932809956068,11.298352031622604
15,2.5,0.5,0.5,0.6,0.2857142857142857,0,3.83813154521367,0.39053069936230106,0.4624325619142836,0.9581610383617144,0.7897134913243167,11.30388696669004
20,2.5,0.5,0.5,0.6,0.2857142857142857,0,3.825792376752881,0.4005452271001082,0.4770426825250143,0.9684916365216408,0.7747894383272781,11.326786861958288
5,1,1,0.5,0.6,0.2857142857142857,0,3.8205204023518213,0.40972284222051575,0.47433355637525154,0.9801275904103496,0.7890820327427803,11.336757244483914
10,1,1,0.5,0.6,0.2857142857142857,0,3.8746268940264095,0.3431354129076583,0.43179866952265783,0.9080399318272456,0.7765896676691222,11.298888832189386
15,1,1,0.5,0.6,0.2857142857142857,0,3.832508254939948,0.39516330139344563,0.46537357652390826,0.963574658821249,0.7893331710403996,11.310207791914882
20,1,1,0.5,0.6,0.2857142857142857,0,3.8490501226057883,0.3885065377231147,0.47055599112571234,0.9432844288840504,0.9591099355049462,12.266601672205065
5,2,1,0.5,0.6,0.2857142857142857,0,3.83768866831653,0.3996652881067285,0.4698005720477631,0.9682848601163503,0.7959794450803344,11.324371249594623
10,2,1,0.5,0.6,0.2857142857142857,0,3.8619928978284146,0.3718620690595055,0.45734902178188147,0.9255551665719348,0.9423738007978482,12.10189603777871
15,2,1,0.5,0.6,0.2857142857142857,0,3.836725669940584,0.38880548013673155,0.45876364268417014,0.9588323814899802,0.1686698089269364,12.468794588275827
20,2,1,0.5,0.6,0.2857142857142857,0,4.14891267250921,0.16609601404582597,6.191897150000029,0.6165853166184899,0.7924824790914501,17.272616052509804
5,2.5,1,0.5,0.6,0.2857142857142857,0,3.875702509172003,0.342601433361604,0.43235284274503594,0.9073663040451456,0.7836202963489607,11.298167681241932
10,2.5,1,0.5,0.6,0.2857142857142857,0,3.8175434416494025,0.4119093549774711,0.47526296996552164,0.9816853673821115,0.7897708740388047,11.340036171563627
15,2.5,1,0.5,0.6,0.2857142857142857,0,3.836331879960624,0.38984805378896853,0.45498068349437376,0.9605135843268859,0.059325118147385336,12.533597202797234
20,2.5,1,0.5,0.6,0.2857142857142857,0,24.829990083181816,2.9999999087250298,1.3373741047222467,0.9999999675927971,1.6038863681622217e-8,61.32514015454351
5,1,0.5,0.7,0.6,0.2857142857142857,0,3.867297779694583,0.35261265127095864,0.436191630594427,0.9178424240126581,0.7829734733578825,11.290730041741154
10,1,0.5,0.7,0.6,0.2857142857142857,0,3.888133656743582,0.3289407602717296,0.4237084482257501,0.8929850454709716,0.7827542769424123,11.317259366994318
15,1,0.5,0.7,0.6,0.2857142857142857,0,4.159087806476172,2.938645437884571,6.837404422800492,0.9639502136500413,0.027358044743414633,19.8292631317879
20,1,0.5,0.7,0.6,0.2857142857142857,0,3.836425254107556,0.38847028513846565,0.45889623953400255,0.9569034060106882,0.7860861605731086,11.302589169883092
5,2,0.5,0.7,0.6,0.2857142857142857,0,3.854506896662,0.37484165158903,0.45338347208762,0.9402933487425296,0.7875251001537883,11.29095240305252
10,2,0.5,0.7,0.6,0.2857142857142857,0,3.8748092761015585,0.3439751876465004,0.4373058582254141,0.9086344276937353,0.7833419772324497,11.297878071063282
15,2,0.5,0.7,0.6,0.2857142857142857,0,3.894579705512393,0.31908336460774545,0.41800538593964287,0.8829244497657198,0.7743409810482588,11.338105275984459
20,2,0.5,0.7,0.6,0.2857142857142857,0,3.8291409441758573,0.3982406362013766,0.46704484274039565,0.9674965381141271,0.7874667671502353,11.315660286341274
5,2.5,0.5,0.7,0.6,0.2857142857142857,0,3.818000517530198,0.4131644363403373,0.4767494856567744,0.9827221140664799,0.7927147158322094,11.342408311538687
10,2.5,0.5,0.7,0.6,0.2857142857142857,0,3.979569320782088,0.29562324049503835,0.7131463598528641,0.815213656058563,0.8101257230701953,13.5352543508712
15,2.5,0.5,0.7,0.6,0.2857142857142857,0,3.8572959730669587,0.3703273091760714,0.46734944142958135,0.9321168626273181,0.8297607560947973,11.35885903416932
20,2.5,0.5,0.7,0.6,0.2857142857142857,0,4.148796957858119,0.18418430552732074,6.134059545488175,0.6192587476494067,0.7923756570825115,17.282661660227344
5,1,1,0.7,0.6,0.2857142857142857,0,3.8638011944597728,0.3547220381232094,0.4380101078604698,0.9203543315215522,0.7848645796105842,11.28961479377158
10,1,1,0.7,0.6,0.2857142857142857,0,3.8413387878205807,0.38377101645634093,0.45935818522216837,0.9520088403371081,0.7839152790520758,11.297502001462531
15,1,1,0.7,0.6,0.2857142857142857,0,3.8810678240605734,0.33617583401072376,0.4296903813994591,0.9000421682445501,0.7842662640687346,11.306823234338786
20,1,1,0.7,0.6,0.2857142857142857,0,4.116369559011181,2.999995195469711,6.952729063443015,0.9999982808375582,2.9146936406654333e-6,19.895791730072734
5,2,1,0.7,0.6,0.2857142857142857,0,3.8509936787684707,0.3724915561588325,0.4520375775796634,0.9407616675648579,0.7869207628778905,11.289967728572142
10,2,1,0.7,0.6,0.2857142857142857,0,3.841062525014416,0.384467698821717,0.4590478180271212,0.9528112539168992,0.7864904899963008,11.297930949210686
15,2,1,0.7,0.6,0.2857142857142857,0,3.8558103752436312,0.36641035674003103,0.44611251826025744,0.9328529492858602,0.7845780076013518,11.287497377864666
20,2,1,0.7,0.6,0.2857142857142857,0,4.150026747009587,0.4259541273970637,6.510349521896335,0.6476512219819212,0.8014282663692249,17.41665025624169
5,2.5,1,0.7,0.6,0.2857142857142857,0,3.8758091856414123,0.34129816780145866,0.4230498536430793,0.9086308052734624,0.07291474961699929,12.497366105216287
10,2.5,1,0.7,0.6,0.2857142857142857,0,3.871323732661638,0.3438091036417905,0.43024256682053685,0.9088581066854327,0.06963125226209022,12.50323860875937
15,2.5,1,0.7,0.6,0.2857142857142857,0,3.9051847045208543,0.30423012990677567,0.40754932042845327,0.8634348940753744,0.7966790332526625,11.397843962591628
20,2.5,1,0.7,0.6,0.2857142857142857,0,4.135727895112005,2.977589225384319,6.801489618960417,0.986325752236999,0.004706135981925652,19.870338726061483
5,1,0.5,0.9,0.6,0.2857142857142857,0,3.880109038818076,0.3377032795962895,0.43092317695495186,0.9022198873015514,0.7808862394380862,11.304273011969276
10,1,0.5,0.9,0.6,0.2857142857142857,0,3.851480488376493,0.3725729011512035,0.45203691665905626,0.9395160167786656,0.7879655234019053,11.289356626181013
15,1,0.5,0.9,0.6,0.2857142857142857,0,3.833362167009451,0.39283427411342875,0.4639296449347895,0.9613640279604455,0.7890962509842505,11.307364761274755
20,1,0.5,0.9,0.6,0.2857142857142857,0,3.840340682730039,0.38644439685827364,0.46045013160625325,0.9541454608423545,0.7884251710340411,11.299245176841717
5,2,0.5,0.9,0.6,0.2857142857142857,0,3.8360578938571677,0.39139444460205686,0.4639489971601686,0.9587652793155788,0.7886836688086851,11.304480395806333
10,2,0.5,0.9,0.6,0.2857142857142857,0,3.845474454719977,0.3795927443970154,0.4553865070217992,0.9468688118905457,0.7852352289469227,11.293155933276962
