beta_0_init,xi_init,f_1_init,f_2_init,dif,k,lambda_,beta_0_fit,xi_fit,f_1_fit,f_2_fit,rmse
5,0.057,0.3,0.4,0.2857142857142857,0,0,1.9016923725583457,1.7693414638975113e-7,0.9999998953045723,4.694468951904618e-7,47.75894357015394
10,0.057,0.3,0.4,0.2857142857142857,0,0,4.164951074625911,3.5776134992937525e-4,0.5952674874679946,0.7880092686031712,17.200032108893293
15,0.057,0.3,0.4,0.2857142857142857,0,0,39.99983811016495,0.1129053890564713,0.9999997765577098,1.0581818615795768e-7,88.21853629182358
20,0.057,0.3,0.4,0.2857142857142857,0,0,39.99950864427038,0.11290241046104277,0.9999997178278162,1.6618297950521388e-6,88.21855232383584
5,0.025,0.3,0.4,0.2857142857142857,0,0,4.80275543132525,0.01219415808864005,0.5913850073127837,0.7598354934607587,17.833191200057048
10,0.025,0.3,0.4,0.2857142857142857,0,0,5.542057639812135,0.024094383124475094,0.59129722157485,0.7722743682566953,18.72534049859287
15,0.025,0.3,0.4,0.2857142857142857,0,0,5.424638426063173,0.02227767277272713,0.5916578370804079,0.7957798090464201,18.616189065167866
20,0.025,0.3,0.4,0.2857142857142857,0,0,39.99999989520528,4.594720270922892e-9,0.9999999934624629,6.75985797893297e-8,89.75730824419095
5,0.1,0.3,0.4,0.2857142857142857,0,0,1.9016980495316083,1.0683155787782894e-7,0.9999999799199824,9.008976120661316e-9,47.758940886928926
10,0.1,0.3,0.4,0.2857142857142857,0,0,4.149323973809187,4.8633850392720834e-5,0.5966175818963116,9.562697500620221e-5,18.1573719251661
15,0.1,0.3,0.4,0.2857142857142857,0,0,4.150802823822957,7.124897067750657e-5,0.5959721125762121,4.340142497671895e-5,18.1580536050085
20,0.1,0.3,0.4,0.2857142857142857,0,0,4.316765475894028,0.003423677521897095,0.5965262561397483,0.7820286097741358,17.33360786155829
5,0.057,0.5,0.4,0.2857142857142857,0,0,4.164577453763522,3.056733707189063e-4,0.595116079270914,8.727501945359761e-4,18.16571840160236
10,0.057,0.5,0.4,0.2857142857142857,0,0,4.164732963882242,3.8431686812989696e-4,0.5950347292897054,0.792868431295726,17.202369361999978
15,0.057,0.5,0.4,0.2857142857142857,0,0,39.99971643309137,0.11290565300259536,0.9999999943333167,2.7669954938414065e-8,88.21854969346909
20,0.057,0.5,0.4,0.2857142857142857,0,0,39.99962781492262,0.11290245227470291,0.9999999755252185,5.208594144878731e-8,88.21854834782435
5,0.025,0.5,0.4,0.2857142857142857,0,0,4.162765044825716,3.496450370731319e-4,0.5958562088830994,0.7928689968668612,17.20013514986974
10,0.025,0.5,0.4,0.2857142857142857,0,0,5.605169702899017,0.025045549443900805,0.5914338802556315,0.7509259703009956,18.79075281899155
15,0.025,0.5,0.4,0.2857142857142857,0,0,39.99971518695348,0.11290642797743944,0.9999999949410704,6.802587382281899e-9,88.21855572891126
20,0.025,0.5,0.4,0.2857142857142857,0,0,39.9999999280501,3.1650458920395863e-9,0.9999999935484042,1.2433699014824384e-8,89.75730772997082
5,0.1,0.5,0.4,0.2857142857142857,0,0,1.9016314851109661,3.5706789169864805e-7,0.9999999222801084,1.3242149110581636e-7,47.75894758857115
10,0.1,0.5,0.4,0.2857142857142857,0,0,4.151141245608409,3.462599686443468e-5,0.5953715525055536,3.189173531426004e-5,18.15670534537245
15,0.1,0.5,0.4,0.2857142857142857,0,0,4.156745032970088,3.213892315451217e-5,0.5860607735572981,0.9999674926237593,18.869730442113767
20,0.1,0.5,0.4,0.2857142857142857,0,0,4.157606897040913,4.612921735414055e-5,0.5865505376321041,0.9999631301382272,18.870467516104767
5,0.057,0.7,0.4,0.2857142857142857,0,0,4.167792488463345,4.7703296175816146e-4,0.5975275249988781,0.7847835087129795,17.206656180411972
10,0.057,0.7,0.4,0.2857142857142857,0,0,4.170325469040352,3.3636109401719017e-4,0.5868068500712246,0.9994297681863256,18.877778587366922
15,0.057,0.7,0.4,0.2857142857142857,0,0,39.9998206302043,0.11290217896035831,0.9999997458455383,1.3324523318036796e-7,88.21854246928388
20,0.057,0.7,0.4,0.2857142857142857,0,0,39.99955645147431,0.11290262716847194,0.9999999759500993,9.241756476763285e-8,88.21855168399432
5,0.025,0.7,0.4,0.2857142857142857,0,0,5.073626978056147,0.017258702621381516,0.5989510472436896,0.7553417745144176,18.230355668586984
10,0.025,0.7,0.4,0.2857142857142857,0,0,4.234905442922779,0.0018416428289045328,0.596974460692318,0.787498334723989,17.262955852734123
15,0.025,0.7,0.4,0.2857142857142857,0,0,39.99980587066436,0.11290457575231377,0.9999998507343115,1.2720314124248233e-7,88.21854239465672
20,0.025,0.7,0.4,0.2857142857142857,0,0,39.99999989635189,3.36038274983963e-9,0.9999999917769931,6.818303421862737e-9,89.75730781776419
5,0.1,0.7,0.4,0.2857142857142857,0,0,1.9016543144114872,1.230825416032033e-7,0.9999998835419198,2.909064041323184e-7,47.758942693767125
10,0.1,0.7,0.4,0.2857142857142857,0,0,4.156111006451486,2.2175713014382925e-5,0.586138493912063,0.9999935772065103,18.869687970744025
15,0.1,0.7,0.4,0.2857142857142857,0,0,4.159975793020889,2.840348432718298e-4,0.5968582000799004,1.645421662962443e-4,18.165570930573498
20,0.1,0.7,0.4,0.2857142857142857,0,0,4.149803689483664,2.717832641152551e-5,0.5955519027538645,9.249643661135565e-5,18.156358767336158
5,0.057,0.9,0.4,0.2857142857142857,0,0,4.149971443716356,3.5167436617300485e-5,0.5960331653519269,1.3920206078288366e-4,18.156592715258537
10,0.057,0.9,0.4,0.2857142857142857,0,0,4.149245023164962,1.954418717892148e-5,0.5958448695744132,1.55231905018538e-5,18.156100309358706
15,0.057,0.9,0.4,0.2857142857142857,0,0,39.99963830705626,0.11290596274238124,0.9999940242357646,1.0840222435248847e-5,88.21855630342841
20,0.057,0.9,0.4,0.2857142857142857,0,0,39.99948344014807,0.11290469575750767,0.9999989554157506,0.30356148818339934,88.0834947097525
5,0.025,0.9,0.4,0.2857142857142857,0,0,4.154290891324727,1.2520276348776394e-4,0.5951860166755705,0.7964761526361337,17.1921909831399
