beta_0_init,k_init,lambda_init,f_1_init,f_2_init,dif,xi,beta_0_fit,k_fit,lambda_fit,f_1_fit,f_2_fit,nlogll
10,2.5,1,0.7,0.4,0.2857142857142857,0,3.6668326813953214,3,1.6990496103525845,0.9999974069397968,0.5554827183909578,109.7188033437311
15,2.5,1,0.7,0.4,0.2857142857142857,0,3.4791184219963758,0.5595508043727597,0.2925836472305098,0.9949664568106185,0.7302162253409384,106.98686822268087
20,2.5,1,0.7,0.4,0.2857142857142857,0,3.481408751453585,0.5552101774010064,0.28967380551895705,0.9870211033219354,0.730593181217419,106.99176096276075
5,1,0.5,0.9,0.4,0.2857142857142857,0,3.5491820081162695,0.46983013405602947,0.23857094662677664,0.8635417127868268,0.7391156710390674,107.1073654465998
10,1,0.5,0.9,0.4,0.2857142857142857,0,3.6633385666599514,3,1.7092167129107658,1,0.5580579045146602,109.71780811174048
15,1,0.5,0.9,0.4,0.2857142857142857,0,3.479208405037452,0.5595296997681394,0.2926393539381925,0.9960117457040945,0.7303124692501888,106.9862587503318
20,1,0.5,0.9,0.4,0.2857142857142857,0,3.4764213918725027,0.5625700440658488,0.2943152939997077,1,0.7299191973470954,106.98393214213209
5,2,0.5,0.9,0.4,0.2857142857142857,0,3.4762310330039607,0.5624748364230974,0.2942302369251653,1,0.7301110686163185,106.98393080145371
10,2,0.5,0.9,0.4,0.2857142857142857,0,3.663717965004802,3,1.710017745331221,1,0.558145307366303,109.7178062643638
15,2,0.5,0.9,0.4,0.2857142857142857,0,3.4757066177424853,0.562454483763597,0.2943758341510039,1,0.7300523653419904,106.98393215987703
20,2,0.5,0.9,0.4,0.2857142857142857,0,3.475960333244073,0.5626578593507656,0.29419524667816976,1,0.7298342787882198,106.98393870503071
5,2.5,0.5,0.9,0.4,0.2857142857142857,0,3.476456156001246,0.5625339233844666,0.2943147727703942,1,0.7299763324147114,106.98393364880182
10,2.5,0.5,0.9,0.4,0.2857142857142857,0,3.663306387122388,2.9425042112302475,1.657374428123127,1,0.559702341791174,109.7046508058491
15,2.5,0.5,0.9,0.4,0.2857142857142857,0,3.648794903146988,2.854730367398124,1.6204777229550666,1,0.5630553437229795,109.6823134707438
20,2.5,0.5,0.9,0.4,0.2857142857142857,0,3.664193289806575,3,1.708520931091699,1,0.5582708528549529,109.71780552700822
5,1,1,0.9,0.4,0.2857142857142857,0,3.4770092538520214,0.5619793062641341,0.2938301955977936,0.9991365769963452,0.7301255696351848,106.98442960867963
10,1,1,0.9,0.4,0.2857142857142857,0,3.5225634164470003,1.7522260242197658,1.0556516155027569,1,0.5871874801609718,109.26562732697565
15,1,1,0.9,0.4,0.2857142857142857,0,3.6641193546469726,3,1.718787851485036,0.9976225444776131,0.5573047535301743,109.72756291892402
20,1,1,0.9,0.4,0.2857142857142857,0,3.5069669269762036,0.5180477118418423,0.2659951956259353,0.9264369463923949,0.736822850113662,107.03854969724316
5,2,1,0.9,0.4,0.2857142857142857,0,3.4766642635165255,0.5621299953617114,0.2943750937578298,0.9999971071768137,0.7296055470017484,106.98394007228109
10,2,1,0.9,0.4,0.2857142857142857,0,3.4947783124569636,0.5364422222196255,0.27955467009451285,0.9604663898893778,0.7301721429297758,107.01074068071401
15,2,1,0.9,0.4,0.2857142857142857,0,3.609955295153302,0.35914159959373315,0.18329117974821102,0.763390668589937,0.7259255107613272,107.2979254842858
20,2,1,0.9,0.4,0.2857142857142857,0,3.4764233321243125,0.5625854522219814,0.29427096558821014,1,0.7299748178706171,106.983929911588
5,2.5,1,0.9,0.4,0.2857142857142857,0,3.479055240837493,0.556995813521173,0.290389899761551,0.9886726861458164,0.7307595709094137,106.99072013367051
10,2.5,1,0.9,0.4,0.2857142857142857,0,3.6645697160533075,3,1.7094682779805779,1,0.5581275328126988,109.71780306483791
15,2.5,1,0.9,0.4,0.2857142857142857,0,3.5957788672419766,2.25636666264609,1.3219833178395275,0.9884868819885346,0.5705601483735115,109.54225661227255
20,2.5,1,0.9,0.4,0.2857142857142857,0,3.4834784438081225,0.5531188180571076,0.28895864315513253,0.98581336910417,0.7305638719507095,106.99254999343229
5,1,0.5,0.3,0.6,0.2857142857142857,0,3.482476363915208,0.5545345492108373,0.2891005541026916,0.9858991515579144,0.7311322404989633,106.99245440385083
10,1,0.5,0.3,0.6,0.2857142857142857,0,3.6705504215261016,0.504102134356626,0.2575471284104248,0.9393839536582747,0.7590078798284906,107.2319760219239
15,1,0.5,0.3,0.6,0.2857142857142857,0,3.501335253888076,0.52578940632843,0.2732173505893963,0.9457671696643701,0.730973272228097,107.02262785724906
20,1,0.5,0.3,0.6,0.2857142857142857,0,18.830372166770072,0.4047428086520402,1.6091886207916208,1,0.29165146701448463,121.18501599689728
5,2,0.5,0.3,0.6,0.2857142857142857,0,3.4980986903607603,0.5325780547227477,0.2766022807747077,0.9526187828587529,0.731895140490019,107.01647493978942
10,2,0.5,0.3,0.6,0.2857142857142857,0,3.4801152096581096,0.5596614083568946,0.2914219071286022,0.9925006318393559,0.7317899087554416,106.98843874684553
15,2,0.5,0.3,0.6,0.2857142857142857,0,3.483261822273313,0.5532509083471048,0.28848085152119857,0.9842667971281691,0.7312373561733181,106.99349742764578
20,2,0.5,0.3,0.6,0.2857142857142857,0,3.4941098456439033,0.5342628114368841,0.28268712141567454,0.9696216746066736,0.7234511164263296,107.0087180327421
5,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.5051153546900853,0.5170078340497184,0.26563319176142763,0.9248191100697889,0.7368381930189227,107.04013786629808
10,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.476345700794237,0.5628336800464607,0.2944483668383558,1,0.729816949663507,106.98393210122319
15,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.4759039071978934,0.5623919926956472,0.2943014364100237,1,0.7300555308654311,106.98392849339663
20,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.6779406677752693,3,1.728840569145203,0.9811933976532559,0.5537861806843014,109.79649669364531
5,1,1,0.3,0.6,0.2857142857142857,0,3.475446350127101,0.5645369328371699,0.2962292154913938,0.9995831612360611,0.7287258486433942,106.9846601341968
10,1,1,0.3,0.6,0.2857142857142857,0,3.4777094167803853,0.5612687442407307,0.2932115618956045,0.9968429306726637,0.7301698349276493,106.98576342538458
15,1,1,0.3,0.6,0.2857142857142857,0,3.733547279497815,3,1.7858407812212937,0.9030992538726289,0.5421447633615075,110.16929931751423
20,1,1,0.3,0.6,0.2857142857142857,0,20.180921233497934,0.4052988808110143,1.5203428369792,0.9999830611457281,0.2786409232948437,121.16060416337717
5,2,1,0.3,0.6,0.2857142857142857,0,3.603681949925458,0.3977048568101343,0.2048640380155196,0.8022662121336853,0.7364333273135165,107.20897086498725
10,2,1,0.3,0.6,0.2857142857142857,0,3.6686965228640336,3,1.7071020052469044,0.9999489631682505,0.5590854877379959,109.71820139084868
15,2,1,0.3,0.6,0.2857142857142857,0,15.818520052331717,2.9993613868406714,1.0244316709961567,0.9778840410182108,0.20398767737753026,115.49278739881028
20,2,1,0.3,0.6,0.2857142857142857,0,3.6632376822393935,2.993668139295359,1.7063386604289354,0.9999264756865724,0.5584665197880174,109.71662580361749
5,2.5,1,0.3,0.6,0.2857142857142857,0,3.499984285415862,0.5318999214136858,0.2756340135776023,0.9512607760256294,0.7336053697275887,107.01735035902664
10,2.5,1,0.3,0.6,0.2857142857142857,0,3.5199785933188172,0.5017080447404826,0.2552500447606002,0.9005609963697289,0.7395580517803901,107.06400928984252
15,2.5,1,0.3,0.6,0.2857142857142857,0,3.664143870429672,2.9989703617049894,1.7097108698178314,1,0.5582767459468126,109.71756279827987
20,2.5,1,0.3,0.6,0.2857142857142857,0,3.6704956523355845,3,1.6956170992373725,0.9937462863490399,0.5582850360130149,109.74408366205071
5,1,0.5,0.5,0.6,0.2857142857142857,0,3.4745043330288126,0.5378614665811633,0.29826835200717183,0.9930025984831801,0.7077204672685177,107.02486512111221
10,1,0.5,0.5,0.6,0.2857142857142857,0,3.4764369332409935,0.5626580154894709,0.2941959429708038,0.9992367725521718,0.7298967371310318,106.98438189198976
15,1,0.5,0.5,0.6,0.2857142857142857,0,3.6750030129847775,2.997560632061391,1.7260648344435667,0.9838779206476904,0.5544348915180504,109.78443694241852
20,1,0.5,0.5,0.6,0.2857142857142857,0,3.528410726776673,0.49162277308507507,0.24937505548390315,0.8871522273251231,0.739917622645633,107.0784995808445
5,2,0.5,0.5,0.6,0.2857142857142857,0,3.478208750579816,0.5591080409731704,0.291664874408066,0.9927638989921332,0.7312013705031825,106.9882157949889
10,2,0.5,0.5,0.6,0.2857142857142857,0,3.664668900149118,3,1.708908831496671,1,0.5581629567874898,109.71780347880718
15,2,0.5,0.5,0.6,0.2857142857142857,0,3.4770107982503484,0.5627297043640552,0.294273816560721,1,0.7301381603555325,106.98393462828834
20,2,0.5,0.5,0.6,0.2857142857142857,0,3.477216017247424,0.562283367517316,0.29379525537154605,0.998420438868809,0.7302623961741497,106.98484241643891
5,2.5,0.5,0.5,0.6,0.2857142857142857,0,3.4765131780084912,0.5626712043640565,0.29429584662946495,0.9999877595158002,0.7299258191488758,106.98393717636901
10,2.5,0.5,0.5,0.6,0.2857142857142857,0,3.665107833181695,3,1.7259621986271103,0.9941982562847582,0.557200836059094,109.74163811949698
15,2.5,0.5,0.5,0.6,0.2857142857142857,0,3.4904320860644997,0.5391720601782306,0.2816003842589231,0.9666557185733318,0.7287116515653635,107.0066311185881
20,2.5,0.5,0.5,0.6,0.2857142857142857,0,3.645202283484106,2.80140632694504,1.5991881814310263,0.9996078943251041,0.562615750136362,109.66975868605167
5,1,1,0.5,0.6,0.2857142857142857,0,3.476998317706792,0.5625761771484128,0.2941897091523886,1,0.7297951283234103,106.98393497569128
10,1,1,0.5,0.6,0.2857142857142857,0,3.6113939318932253,2.4124964925367873,1.4190183579791842,0.9995393456622359,0.5731662250147386,109.55972050898212
15,1,1,0.5,0.6,0.2857142857142857,0,3.662971072068248,3,1.7066148977011368,0.9999982285667711,0.5584944504511349,109.71783812193321
20,1,1,0.5,0.6,0.2857142857142857,0,3.47663105316535,0.5628248935479203,0.29431935087960226,1,0.729797186831397,106.98392740218115
5,2,1,0.5,0.6,0.2857142857142857,0,3.4769513023180183,0.5627543552740424,0.2942843793140886,1,0.7300916287917254,106.98393371028929
10,2,1,0.5,0.6,0.2857142857142857,0,3.4767343862369477,0.5625685679811749,0.29415494136659653,0.9996641402351804,0.7302264193969183,106.98412294166089
15,2,1,0.5,0.6,0.2857142857142857,0,3.663266162338382,3,1.7074358081027619,0.9999968511554438,0.5586061474771511,109.71783035519884
20,2,1,0.5,0.6,0.2857142857142857,0,3.477800398013223,0.5630333792381481,0.29417584760060567,1,0.7300952507149958,106.98394890686585
5,2.5,1,0.5,0.6,0.2857142857142857,0,3.4801908966558033,0.5557882342950738,0.2887955497863419,0.9853855407609888,0.7328504269522351,106.99293829489194
10,2.5,1,0.5,0.6,0.2857142857142857,0,3.5569514847345327,2.0046452614160915,1.120797751578272,1,0.585932820691448,109.3701479672389
15,2.5,1,0.5,0.6,0.2857142857142857,0,3.4764162983491262,0.56230575571482,0.29410898758569964,0.9992331732690776,0.7300401883738743,106.98437388466158
20,2.5,1,0.5,0.6,0.2857142857142857,0,3.67200964710904,3,1.6887773034022615,0.9975477544838268,0.5589558063663471,109.7286754250235
5,1,0.5,0.7,0.6,0.2857142857142857,0,3.4881362603282424,0.5813033141759355,0.2983545203605972,0.9997843742074892,0.7321814619977867,106.99009989286573
10,1,0.5,0.7,0.6,0.2857142857142857,0,3.4763421215729022,0.5629294416076716,0.2943681113127262,1,0.7298376316402133,106.98392696010083
15,1,0.5,0.7,0.6,0.2857142857142857,0,3.5207297622573472,0.501998825715612,0.2557136763156173,0.902111289554256,0.7383315128091859,107.06239101458023
20,1,0.5,0.7,0.6,0.2857142857142857,0,39.99983731216088,0.5401909512181802,1.300924565022364,1,0.1704326352447458,120.92698715311157
5,2,0.5,0.7,0.6,0.2857142857142857,0,3.4771554142958934,0.5628269676624181,0.29422988018596663,0.9999088686978692,0.7302644980078492,106.98399012900701
10,2,0.5,0.7,0.6,0.2857142857142857,0,3.6423852369055756,2.732012517233297,1.547913343357155,0.9993067219019915,0.5637546732713477,109.65172497429717
15,2,0.5,0.7,0.6,0.2857142857142857,0,3.4767020772987327,0.563144217033389,0.29438042296872236,1,0.7298865855357838,106.98392907616572
20,2,0.5,0.7,0.6,0.2857142857142857,0,3.4836978489015973,0.5483844412464487,0.2851171834531996,0.9738643289104967,0.731883122007631,107.00052674185983
5,2.5,0.5,0.7,0.6,0.2857142857142857,0,3.475288031835002,0.5625358468356965,0.2943451907045663,1,0.7299322063732783,106.98393577762944
10,2.5,0.5,0.7,0.6,0.2857142857142857,0,3.4917609747278093,0.5419199116880188,0.28024293280796886,0.9629308011859685,0.7338368139060023,107.0083101074497
15,2.5,0.5,0.7,0.6,0.2857142857142857,0,3.644797627544138,2.7670223526097524,1.5761026136214227,0.998217089309164,0.5630740895755546,109.66601337290874
20,2.5,0.5,0.7,0.6,0.2857142857142857,0,3.664037782576142,3,1.7105570119519111,0.9999468970625447,0.5582776918029289,109.71801477862742
5,1,1,0.7,0.6,0.2857142857142857,0,3.4800088750764777,0.5600011675201442,0.29214043025271297,0.9943365319057219,0.7307012453055939,106.98724695034954
10,1,1,0.7,0.6,0.2857142857142857,0,3.4762060207987298,0.5637621988691626,0.2946551036261253,1,0.7299555950805108,106.98394898359521
15,1,1,0.7,0.6,0.2857142857142857,0,3.476800671636305,0.5626032511646141,0.29426158276531944,1,0.7301302386726249,106.98393192851168
20,1,1,0.7,0.6,0.2857142857142857,0,3.663980125133648,3,1.7097235078536155,1,0.5582178178842393,109.71780578764609
5,2,1,0.7,0.6,0.2857142857142857,0,3.4767622947845718,0.5620824220342708,0.294189676109358,0.9994343104063284,0.7297048716275814,106.98425078807621
10,2,1,0.7,0.6,0.2857142857142857,0,3.4754350610313827,0.562799374180998,0.2943792730011048,1,0.7300600541810507,106.98392923433435
15,2,1,0.7,0.6,0.2857142857142857,0,3.66456415599169,3,1.7105085299704545,0.9999963884931993,0.5578941186948478,109.71782122831235
20,2,1,0.7,0.6,0.2857142857142857,0,3.6637147657208464,3,1.7100568338442312,0.9999995456679395,0.5583461333948805,109.71780925102412
5,2.5,1,0.7,0.6,0.2857142857142857,0,3.4766962564697064,0.562452801686506,0.2942548391116637,1,0.7300957803043997,106.98392609716694
10,2.5,1,0.7,0.6,0.2857142857142857,0,3.4768441921190902,0.5622875015314979,0.29372129844991646,0.9983542147911544,0.7302687721487242,106.98487488907087
15,2.5,1,0.7,0.6,0.2857142857142857,0,3.689921307792943,3,1.7346576257620545,0.96083389860942,0.5527056433743015,109.88607507759724
20,2.5,1,0.7,0.6,0.2857142857142857,0,3.5102594586336577,0.517007298694158,0.2590286411617656,0.9100294352108176,0.7457239369114498,107.05811972730609
5,1,0.5,0.9,0.6,0.2857142857142857,0,3.486063963028456,0.5641355836331936,0.29257103438020204,0.9983215669227208,0.7339086864575536,106.98637041586652
10,1,0.5,0.9,0.6,0.2857142857142857,0,3.6632890680751236,2.9927837001094395,1.703337976911262,1,0.5587971307266774,109.71612929805046
15,1,0.5,0.9,0.6,0.2857142857142857,0,3.476529946940097,0.5626665469287142,0.2943707355589744,1,0.7299253826772962,106.98392641462097
20,1,0.5,0.9,0.6,0.2857142857142857,0,3.475800882155721,0.5627889143970762,0.2942894489443423,1,0.7298809344730821,106.98391747657158
5,2,0.5,0.9,0.6,0.2857142857142857,0,3.476961980223208,0.5629918050913629,0.29427076376550787,1,0.7301068381953832,106.9839352593458
10,2,0.5,0.9,0.6,0.2857142857142857,0,3.4769320577633875,0.5627865767491638,0.2943870994613326,1,0.7298930193539858,106.98393341232487
15,2,0.5,0.9,0.6,0.2857142857142857,0,3.6412336299729233,2.6123215006277714,1.4930632051965258,0.9660442885487722,0.5671065193556379,109.76189903448996
20,2,0.5,0.9,0.6,0.2857142857142857,0,3.6520359763470482,2.8525881789893894,1.6120634173987647,0.9999966358671638,0.5620031578452804,109.6817392724528
5,2.5,0.5,0.9,0.6,0.2857142857142857,0,3.487398160166263,0.5514703074332366,0.295225514282784,1,0.7180028043055655,106.99276017105191
10,2.5,0.5,0.9,0.6,0.2857142857142857,0,3.6644553577902492,3,1.7098019831405988,1,0.5580316867656402,109.71780659121343
15,2.5,0.5,0.9,0.6,0.2857142857142857,0,3.654598492925121,2.878710856795175,1.622586178495628,0.999970893474329,0.5619354578691518,109.68878644826336
20,2.5,0.5,0.9,0.6,0.2857142857142857,0,3.663504049324768,3,1.7104347890195064,0.9999905633985808,0.5583232730432404,109.71783952071273
5,1,1,0.9,0.6,0.2857142857142857,0,3.4761973901338425,0.5622977511917301,0.29417450384864113,0.9995400204615371,0.7301214668227842,106.98419475632238
10,1,1,0.9,0.6,0.2857142857142857,0,3.47936599213023,0.5581651604892914,0.2917876403392776,0.9934103444306795,0.7301528627649538,106.98780275438499
15,1,1,0.9,0.6,0.2857142857142857,0,3.4990704689844137,0.5302839560717831,0.27349702291579886,0.9451091200797695,0.7349175600102729,107.02227154807778
20,1,1,0.9,0.6,0.2857142857142857,0,3.49294545298262,0.5390581385299962,0.27930005875790925,0.9597942608142247,0.733685395009152,107.0106201021904
