beta_0_init,f_1_init,f_2_init,dif,k,lambda_,xi_fit,f_1_fit,f_2_fit,beta_0_fit,nlogll
20,0.9,0.6,1,0,0,0,0.9000537560703863,0.2526523081438888,24.411448441388433,121.82063270808584
25,0.9,0.6,1,0,0,0,1,0.17207867037402694,39.99944160252818,121.3429953640169
30,0.9,0.6,1,0,0,0,1,0.21569516937046734,30.123687633567553,121.46894564812678
35,0.9,0.6,1,0,0,0,1,0.19125815058846624,35.12055319851012,121.38930348303661
5,0.3,0.8,1,0,0,0,0.6965495125489243,0.5662523372075348,4.12356761436744,111.81655901827021
10,0.3,0.8,1,0,0,0,1,0.46799291824931105,5.214039318118107,115.02378519033503
15,0.3,0.8,1,0,0,0,1,0.17222416918127503,40,121.34296123550786
20,0.3,0.8,1,0,0,0,1,0.17221279541962858,39.99999441968784,121.34295988633114
25,0.3,0.8,1,0,0,0,1,0.1722245194658923,40,121.3429612388809
30,0.3,0.8,1,0,0,0,0.9999914286080127,0.17224752163454232,39.99865627329174,121.34297107295136
35,0.3,0.8,1,0,0,0,0.9999914642486079,0.17223165588831527,40,121.34296232241446
5,0.5,0.8,1,0,0,0,0.6959661172261964,0.5663895195550104,4.123742008392063,111.81652465336109
10,0.5,0.8,1,0,0,0,1,0.4677667177222934,5.214032411138906,115.02379251567018
15,0.5,0.8,1,0,0,0,1,0.1722225695834194,39.999809383356805,121.34295980661949
20,0.5,0.8,1,0,0,0,1,0.172222898692531,40,121.34296122616666
25,0.5,0.8,1,0,0,0,1,0.17221642459656883,40,121.34296124963276
30,0.5,0.8,1,0,0,0,1,0.17222520445724468,40,121.34296124649715
35,0.5,0.8,1,0,0,0,1,0.1722213546705352,40,121.34296122098814
5,0.7,0.8,1,0,0,0,0.6952097136803513,0.5657773348236422,4.12766067717069,111.81659858747143
10,0.7,0.8,1,0,0,0,1,0.46781468015337824,5.21407754173888,115.02379236369435
15,0.7,0.8,1,0,0,0,0.9998907255099334,0.172009703839649,39.99626707540893,121.34316412265747
20,0.7,0.8,1,0,0,0,1,0.17221742296965753,40,121.34296123826833
25,0.7,0.8,1,0,0,0,1,0.17212248447974163,39.99731875993868,121.34299077559704
30,0.7,0.8,1,0,0,0,1,0.1722153195954325,39.999829046657744,121.34295897771887
35,0.7,0.8,1,0,0,0,1,0.17222276004952705,40,121.34296122543562
5,0.9,0.8,1,0,0,0,0.6962817686021692,0.5662120867650682,4.12381626300837,111.81649589223532
10,0.9,0.8,1,0,0,0,1,0.4677808728444521,5.211742474383256,115.02382290388023
15,0.9,0.8,1,0,0,0,1,0.17222041218862197,39.99990707748816,121.34296039109593
20,0.9,0.8,1,0,0,0,1,0.17221679022964603,40,121.34296124514711
25,0.9,0.8,1,0,0,0,1,0.17221753306017223,40,121.34296123719146
30,0.9,0.8,1,0,0,0,1,0.1722177213124645,40,121.3429612354238
35,0.9,0.8,1,0,0,0,1,0.19120922480587849,35.12357154409648,121.38926757567504
5,0.3,1,1,0,0,0,0.6964866764250301,0.5662396881370375,4.123705431806972,111.81655889886335
10,0.3,1,1,0,0,0,1,0.46779916889298,5.210721921161979,115.02380856461556
15,0.3,1,1,0,0,0,1,0.3640348336364902,13.86440485047051,122.30197636016783
20,0.3,1,1,0,0,0,1,0.17222459004896198,40,121.34296123960522
25,0.3,1,1,0,0,0,1,0.172224279010727,40,121.34296123652535
30,0.3,1,1,0,0,0,1,0.17221844898203675,40,121.34296122954314
35,0.3,1,1,0,0,0,1,0.1722396786291519,39.99983559163823,121.3429590550576
5,0.5,1,1,0,0,0,0.6960575632985879,0.5660825567189889,4.123659297273566,111.81657158247222
10,0.5,1,1,0,0,0,1,0.46779916889298,5.210721921161979,115.02380856461556
15,0.5,1,1,0,0,0,1,0.46784913328977984,5.212227619931662,115.02379800626541
20,0.5,1,1,0,0,0,1,0.1722468273850021,39.99997097005061,121.34296098735274
25,0.5,1,1,0,0,0,1,0.1722249339035271,40,121.34296124333196
30,0.5,1,1,0,0,0,1,0.1721351227413665,39.997345981872385,121.34298751630891
35,0.5,1,1,0,0,0,1,0.1722312485571446,39.99986015513234,121.34295961644101
5,0.7,1,1,0,0,0,0.6963218118375873,0.5662209461334189,4.123616089264059,111.81654460850916
10,0.7,1,1,0,0,0,1,0.4677191561192702,5.21403146632231,115.02379802011
15,0.7,1,1,0,0,0,1,0.36774261255562757,13.590530337627522,122.30192437837803
20,0.7,1,1,0,0,0,1,0.17221468219956684,40,121.34296127623153
25,0.7,1,1,0,0,0,1,0.17221314361913,39.999901078392554,121.34295878118094
30,0.7,1,1,0,0,0,0.9999834400576235,0.17223486468890936,40,121.34296204242064
35,0.7,1,1,0,0,0,1,0.1722252798102368,39.99991127664009,121.34296100027923
5,0.9,1,1,0,0,0,0.6962530636739621,0.5664068172250838,4.12450892676487,111.81657261251499
10,0.9,1,1,0,0,0,1,0.4679129880923662,5.212440636247949,115.02381283240639
15,0.9,1,1,0,0,0,1,0.3526583979790683,14.69617898628001,122.27289353593308
20,0.9,1,1,0,0,0,1,0.1721882771142586,39.999780973820066,121.34296173480011
25,0.9,1,1,0,0,0,1,0.1722329248849994,39.99999107747919,121.34295916795485
30,0.9,1,1,0,0,0,1,0.21828827271403095,29.661840918000088,121.47866441023324
35,0.9,1,1,0,0,0,1,0.17222116985084132,40,121.34296122081129
