beta_0_init,f_1_init,f_2_init,dif,k,lambda_,xi_fit,f_1_fit,f_2_fit,beta_0_fit,nlogll
15,0.7,0.6,0.2857142857142857,0,0,0,1,0.17221752088127615,40,121.34296123730938
20,0.7,0.6,0.2857142857142857,0,0,0,1,0.17221708484502907,40,121.34296124180628
25,0.7,0.6,0.2857142857142857,0,0,0,0.9965043379305452,0.1779557985610352,37.95531623223929,121.36688551675326
30,0.7,0.6,0.2857142857142857,0,0,0,1,0.17222394358508702,40,121.34296123351814
35,0.7,0.6,0.2857142857142857,0,0,0,1,0.1722163663710455,40,121.34296125038425
5,0.9,0.6,0.2857142857142857,0,0,0,0.7648824498280287,0.5566080378629557,4.299808270488075,112.38971194374679
10,0.9,0.6,0.2857142857142857,0,0,0,1,0.46784104352953226,5.209532812711376,115.02383732976679
15,0.9,0.6,0.2857142857142857,0,0,0,1,0.172205103156623,39.999901744477214,121.34295894563333
20,0.9,0.6,0.2857142857142857,0,0,0,1,0.17221738813752846,40,121.34296123861714
25,0.9,0.6,0.2857142857142857,0,0,0,1,0.17207867037402694,39.99944160252818,121.3429953640169
30,0.9,0.6,0.2857142857142857,0,0,0,1,0.21569516937046734,30.123687633567553,121.46894564812678
35,0.9,0.6,0.2857142857142857,0,0,0,1,0.19125815058846624,35.12055319851012,121.38930348303661
5,0.3,0.8,0.2857142857142857,0,0,0,0.764951556355816,0.5565072599161174,4.298862329076272,112.38970229701498
10,0.3,0.8,0.2857142857142857,0,0,0,1,0.46770593762927787,5.213773379344792,115.02379141572595
15,0.3,0.8,0.2857142857142857,0,0,0,1,0.1722246845325455,40,121.3429612405933
20,0.3,0.8,0.2857142857142857,0,0,0,1,0.17221809314856804,39.99983006304369,121.34295863304008
25,0.3,0.8,0.2857142857142857,0,0,0,1,0.1722245194658923,40,121.3429612388809
30,0.3,0.8,0.2857142857142857,0,0,0,1,0.17212484002507059,40,121.34297682344419
35,0.3,0.8,0.2857142857142857,0,0,0,1,0.17221662498477447,40,121.34296124712584
5,0.5,0.8,0.2857142857142857,0,0,0,0.7647196946506911,0.5565983773406431,4.2992672630311946,112.38970087071668
10,0.5,0.8,0.2857142857142857,0,0,0,1,0.46783182972191717,5.21318711641622,115.02378193555109
15,0.5,0.8,0.2857142857142857,0,0,0,1,0.1722225695834194,39.999809383356805,121.34295980661949
20,0.5,0.8,0.2857142857142857,0,0,0,0.999948452941767,0.17216899525235624,40,121.34300284469747
25,0.5,0.8,0.2857142857142857,0,0,0,1,0.17221642459656883,40,121.34296124963276
30,0.5,0.8,0.2857142857142857,0,0,0,0.999186292505367,0.1718429556709004,39.99761049675867,121.34386512715983
35,0.5,0.8,0.2857142857142857,0,0,0,1,0.17222358185225634,40,121.34296123062245
5,0.7,0.8,0.2857142857142857,0,0,0,0.7647175977781145,0.556921508358879,4.297871031167462,112.38971696849083
10,0.7,0.8,0.2857142857142857,0,0,0,1,0.4677878344758726,5.213046072897356,115.0238022009791
15,0.7,0.8,0.2857142857142857,0,0,0,1,0.17218691557801308,39.99981525313079,121.34296095367178
20,0.7,0.8,0.2857142857142857,0,0,0,1,0.17221632681292945,39.999902102316824,121.342960063653
25,0.7,0.8,0.2857142857142857,0,0,0,1,0.17221378031669343,39.99882564442305,121.34296652986603
30,0.7,0.8,0.2857142857142857,0,0,0,1,0.17221672143081007,40,121.34296124595474
35,0.7,0.8,0.2857142857142857,0,0,0,1,0.17222276004952705,40,121.34296122543562
5,0.9,0.8,0.2857142857142857,0,0,0,0.7649314410102774,0.5567297577790544,4.298242641447388,112.38969614007577
10,0.9,0.8,0.2857142857142857,0,0,0,1,0.4677808728444521,5.211742474383256,115.02382290388023
15,0.9,0.8,0.2857142857142857,0,0,0,1,0.17222041218862197,39.99990707748816,121.34296039109593
20,0.9,0.8,0.2857142857142857,0,0,0,1,0.17221679022964603,40,121.34296124514711
25,0.9,0.8,0.2857142857142857,0,0,0,1,0.17221753306017223,40,121.34296123719146
30,0.9,0.8,0.2857142857142857,0,0,0,1,0.1722177213124645,40,121.3429612354238
35,0.9,0.8,0.2857142857142857,0,0,0,1,0.19120922480587849,35.12357154409648,121.38926757567504
5,0.3,1,0.2857142857142857,0,0,0,0.7645598070949502,0.5564024288921806,4.299480710332446,112.38970686372991
10,0.3,1,0.2857142857142857,0,0,0,1,0.46779916889298,5.210721921161979,115.02380856461556
15,0.3,1,0.2857142857142857,0,0,0,1,0.3640348336364902,13.86440485047051,122.30197636016783
20,0.3,1,0.2857142857142857,0,0,0,1,0.17222459004896198,40,121.34296123960522
25,0.3,1,0.2857142857142857,0,0,0,1,0.172224279010727,40,121.34296123652535
30,0.3,1,0.2857142857142857,0,0,0,1,0.17221844898203675,40,121.34296122954314
35,0.3,1,0.2857142857142857,0,0,0,1,0.1722396786291519,39.99983559163823,121.3429590550576
5,0.5,1,0.2857142857142857,0,0,0,0.7648955754073914,0.5564889284978601,4.298192886362624,112.38969482772663
10,0.5,1,0.2857142857142857,0,0,0,1,0.46779916889298,5.210721921161979,115.02380856461556
15,0.5,1,0.2857142857142857,0,0,0,1,0.46784913328977984,5.212227619931662,115.02379800626541
20,0.5,1,0.2857142857142857,0,0,0,1,0.1722468273850021,39.99997097005061,121.34296098735274
25,0.5,1,0.2857142857142857,0,0,0,1,0.1722249339035271,40,121.34296124333196
30,0.5,1,0.2857142857142857,0,0,0,1,0.1721351227413665,39.997345981872385,121.34298751630891
35,0.5,1,0.2857142857142857,0,0,0,1,0.1722312485571446,39.99986015513234,121.34295961644101
5,0.7,1,0.2857142857142857,0,0,0,0.7649065411033011,0.5569113249578047,4.297194136745778,112.38970619546585
10,0.7,1,0.2857142857142857,0,0,0,1,0.4677191561192702,5.21403146632231,115.02379802011
15,0.7,1,0.2857142857142857,0,0,0,1,0.36774261255562757,13.590530337627522,122.30192437837803
20,0.7,1,0.2857142857142857,0,0,0,1,0.17222353376032096,40,121.34296123026427
25,0.7,1,0.2857142857142857,0,0,0,1,0.1722162274530481,40,121.34296125220946
30,0.7,1,0.2857142857142857,0,0,0,1,0.22640190103302554,28.28162963669031,121.51080782019399
35,0.7,1,0.2857142857142857,0,0,0,1,0.1997582555565559,33.24356521489604,121.41444780114824
5,0.9,1,0.2857142857142857,0,0,0,0.7649279432052245,0.5565209928875756,4.29927461835168,112.38969362294807
10,0.9,1,0.2857142857142857,0,0,0,1,0.4679129880923662,5.212440636247949,115.02381283240639
15,0.9,1,0.2857142857142857,0,0,0,1,0.3526583979790683,14.69617898628001,122.27289353593308
20,0.9,1,0.2857142857142857,0,0,0,1,0.1721882771142586,39.999780973820066,121.34296173480011
25,0.9,1,0.2857142857142857,0,0,0,1,0.1722329248849994,39.99999107747919,121.34295916795485
30,0.9,1,0.2857142857142857,0,0,0,1,0.21828827271403095,29.661840918000088,121.47866441023324
35,0.9,1,0.2857142857142857,0,0,0,1,0.17222116985084132,40,121.34296122081129
5,0.3,0.4,0.7142857142857143,0,0,0,0.7106792397382681,0.5646215803253515,4.176584462366268,111.96046209228562
10,0.3,0.4,0.7142857142857143,0,0,0,1,0.4677054330907885,5.21264170158359,115.02378949745189
15,0.3,0.4,0.7142857142857143,0,0,0,0.9246321341060413,0.17477168623212197,39.164353636532624,121.42730720937608
20,0.3,0.4,0.7142857142857143,0,0,0,0.9999498238834286,0.17203553329938004,39.99421661856529,121.34310209710604
25,0.3,0.4,0.7142857142857143,0,0,0,1,0.17222433025270079,40,121.34296123701408
30,0.3,0.4,0.7142857142857143,0,0,0,1,0.1722761513844675,39.9997018332927,121.34296379971045
35,0.3,0.4,0.7142857142857143,0,0,0,1,0.17221530945857366,39.99978906332274,121.34296034497113
5,0.5,0.4,0.7142857142857143,0,0,0,0.7108800479984336,0.5646302131660365,4.1767346047818315,111.96050098867327
10,0.5,0.4,0.7142857142857143,0,0,0,0.7115281500341522,0.5648011487168427,4.1729928702716945,111.96048904736588
15,0.5,0.4,0.7142857142857143,0,0,0,1,0.17221813500865774,40,121.34296123189259
20,0.5,0.4,0.7142857142857143,0,0,0,1,0.17218360704789681,39.99921908632997,121.34296446857626
25,0.5,0.4,0.7142857142857143,0,0,0,1,0.17218870201454478,39.99736859053246,121.34297679929473
30,0.5,0.4,0.7142857142857143,0,0,0,0.9999994281118354,0.17221814467021251,40,121.34296093207183
35,0.5,0.4,0.7142857142857143,0,0,0,1,0.1722326866232024,39.99969902851052,121.34295962191793
5,0.7,0.4,0.7142857142857143,0,0,0,0.7112644474446492,0.564735157086768,4.175415722978946,111.9604448262459
10,0.7,0.4,0.7142857142857143,0,0,0,1,0.4678222431406416,5.213429155501883,115.02377245386191
15,0.7,0.4,0.7142857142857143,0,0,0,1,0.17221613099090216,39.99986777497169,121.3429601058961
20,0.7,0.4,0.7142857142857143,0,0,0,1,0.1722174236928854,40,121.34296123826677
25,0.7,0.4,0.7142857142857143,0,0,0,1,0.17222498637465405,40,121.34296124393012
30,0.7,0.4,0.7142857142857143,0,0,0,1,0.1722248210907002,40,121.34296124207513
35,0.7,0.4,0.7142857142857143,0,0,0,1,0.17222364866295778,40,121.34296123112684
5,0.9,0.4,0.7142857142857143,0,0,0,0.7109236190908441,0.5646160116026898,4.17541866972028,111.96047303837398
10,0.9,0.4,0.7142857142857143,0,0,0,1,0.46764771554819917,5.21275676600556,115.02383456332669
15,0.9,0.4,0.7142857142857143,0,0,0,1,0.17223168370342323,39.99978876007716,121.34295944114379
20,0.9,0.4,0.7142857142857143,0,0,0,0.999985407067272,0.17209126550458675,39.99337642846048,121.3430486137678
25,0.9,0.4,0.7142857142857143,0,0,0,1,0.17220217926248577,39.99976084992481,121.34296030870935
30,0.9,0.4,0.7142857142857143,0,0,0,1,0.17221702370480352,40,121.34296124247439
35,0.9,0.4,0.7142857142857143,0,0,0,1,0.1915358746509248,35.060316780474764,121.3900432449963
5,0.3,0.6,0.7142857142857143,0,0,0,0.7109616695264802,0.5644733307821596,4.1748879784714745,111.96048916344525
10,0.3,0.6,0.7142857142857143,0,0,0,1,0.4678496992942878,5.213653782782749,115.02379703599337
15,0.3,0.6,0.7142857142857143,0,0,0,1,0.46787048114845087,5.215225481981806,115.02384444731847
20,0.3,0.6,0.7142857142857143,0,0,0,1,0.1722176466467122,40,121.3429612361082
25,0.3,0.6,0.7142857142857143,0,0,0,1,0.17221979675604263,40,121.34296122259184
30,0.3,0.6,0.7142857142857143,0,0,0,1,0.17222281006548892,40,121.34296122568921
35,0.3,0.6,0.7142857142857143,0,0,0,0.9998174014122393,0.17196519553141967,40,121.3432293377383
5,0.5,0.6,0.7142857142857143,0,0,0,0.7109017658097494,0.5643837958438014,4.178741580035558,111.96048211478929
10,0.5,0.6,0.7142857142857143,0,0,0,1,0.46784078742284907,5.212159060993108,115.02382459391924
15,0.5,0.6,0.7142857142857143,0,0,0,1,0.1722197363700912,40,121.34296122279443
20,0.5,0.6,0.7142857142857143,0,0,0,1,0.17223506610698364,39.999791594462465,121.34295963274351
25,0.5,0.6,0.7142857142857143,0,0,0,1,0.1722213249942546,40,121.34296122095277
30,0.5,0.6,0.7142857142857143,0,0,0,1,0.17222606116017766,39.998115230609,121.34297271089679
35,0.5,0.6,0.7142857142857143,0,0,0,1,0.17222232974049687,40,121.34296122347375
5,0.7,0.6,0.7142857142857143,0,0,0,0.7111193304578289,0.5646923306549756,4.175270491326481,111.96048150797631
10,0.7,0.6,0.7142857142857143,0,0,0,1,0.4678063031475189,5.212953545105854,115.02379414796597
15,0.7,0.6,0.7142857142857143,0,0,0,1,0.17221954261524575,39.99998727296091,121.34295870594137
20,0.7,0.6,0.7142857142857143,0,0,0,1,0.17221708484502907,40,121.34296124180628
25,0.7,0.6,0.7142857142857143,0,0,0,1,0.1721841812771782,39.99972917704008,121.34296265058549
30,0.7,0.6,0.7142857142857143,0,0,0,1,0.17222228862187688,40,121.34296122331713
35,0.7,0.6,0.7142857142857143,0,0,0,0.9999986285865841,0.1722203920823421,40,121.34296128704413
5,0.9,0.6,0.7142857142857143,0,0,0,0.7105887799404828,0.5641017490588065,4.178907414424366,111.96045200286531
10,0.9,0.6,0.7142857142857143,0,0,0,1,0.46784104352953226,5.209532812711376,115.02383732976679
15,0.9,0.6,0.7142857142857143,0,0,0,1,0.1722174110712079,40,121.34296123839336
20,0.9,0.6,0.7142857142857143,0,0,0,0.8540181580445771,0.2280405907082791,28.0271267186353,121.76009869502867
25,0.9,0.6,0.7142857142857143,0,0,0,1,0.17207867037402694,39.99944160252818,121.3429953640169
30,0.9,0.6,0.7142857142857143,0,0,0,1,0.21569516937046734,30.123687633567553,121.46894564812678
35,0.9,0.6,0.7142857142857143,0,0,0,1,0.19125815058846624,35.12055319851012,121.38930348303661
5,0.3,0.8,0.7142857142857143,0,0,0,0.7113135053795985,0.5649642448762962,4.1748636704438535,111.9604945619699
10,0.3,0.8,0.7142857142857143,0,0,0,0.33217297303232907,0.5978887779441697,4.8763046081853,114.97044410337786
15,0.3,0.8,0.7142857142857143,0,0,0,1,0.17222416918127503,40,121.34296123550786
20,0.3,0.8,0.7142857142857143,0,0,0,0.9981814515770253,0.17189293829150473,39.82489422385276,121.34720944362034
25,0.3,0.8,0.7142857142857143,0,0,0,1,0.1722245194658923,40,121.3429612388809
30,0.3,0.8,0.7142857142857143,0,0,0,1,0.17220951466622844,39.999836837457835,121.34295914443713
35,0.3,0.8,0.7142857142857143,0,0,0,0.9999748877130976,0.1721836838477247,39.9972760767442,121.34301178094269
5,0.5,0.8,0.7142857142857143,0,0,0,0.7112365700206522,0.5644814563191891,4.1765576030270815,111.96048622510799
10,0.5,0.8,0.7142857142857143,0,0,0,1,0.46783182972191717,5.21318711641622,115.02378193555109
15,0.5,0.8,0.7142857142857143,0,0,0,1,0.1722225695834194,39.999809383356805,121.34295980661949
20,0.5,0.8,0.7142857142857143,0,0,0,1,0.172222898692531,40,121.34296122616666
25,0.5,0.8,0.7142857142857143,0,0,0,1,0.17221642459656883,40,121.34296124963276
30,0.5,0.8,0.7142857142857143,0,0,0,1,0.17222520445724468,40,121.34296124649715
35,0.5,0.8,0.7142857142857143,0,0,0,0.9999994480637711,0.17221262579243635,40,121.34296058079454
5,0.7,0.8,0.7142857142857143,0,0,0,0.7106837503873977,0.5648282588375761,4.175792467278125,111.96050357156264
10,0.7,0.8,0.7142857142857143,0,0,0,1,0.4681851914035045,5.213468236171135,115.02382304096034
15,0.7,0.8,0.7142857142857143,0,0,0,1,0.17218691557801308,39.99981525313079,121.34296095367178
20,0.7,0.8,0.7142857142857143,0,0,0,1,0.17221785408792956,40,121.34296123423526
25,0.7,0.8,0.7142857142857143,0,0,0,0.9999995022346977,0.17222195152528802,40,121.3429608073645
30,0.7,0.8,0.7142857142857143,0,0,0,0.9999755353761334,0.1722513895618544,40,121.34298859671676
35,0.7,0.8,0.7142857142857143,0,0,0,1,0.17222276004952705,40,121.34296122543562
5,0.9,0.8,0.7142857142857143,0,0,0,0.7109267395285102,0.5647712090594347,4.174860662090328,111.96045497918061
10,0.9,0.8,0.7142857142857143,0,0,0,1,0.4677808728444521,5.211742474383256,115.02382290388023
15,0.9,0.8,0.7142857142857143,0,0,0,1,0.17222041218862197,39.99990707748816,121.34296039109593
20,0.9,0.8,0.7142857142857143,0,0,0,1,0.17221679022964603,40,121.34296124514711
25,0.9,0.8,0.7142857142857143,0,0,0,1,0.17221753306017223,40,121.34296123719146
30,0.9,0.8,0.7142857142857143,0,0,0,1,0.1722177213124645,40,121.3429612354238
35,0.9,0.8,0.7142857142857143,0,0,0,1,0.19120922480587849,35.12357154409648,121.38926757567504
5,0.3,1,0.7142857142857143,0,0,0,0.711165171340544,0.5647928506796004,4.174476655091501,111.96048800529447
10,0.3,1,0.7142857142857143,0,0,0,1,0.46779916889298,5.210721921161979,115.02380856461556
15,0.3,1,0.7142857142857143,0,0,0,1,0.3640348336364902,13.86440485047051,122.30197636016783
20,0.3,1,0.7142857142857143,0,0,0,1,0.17222459004896198,40,121.34296123960522
25,0.3,1,0.7142857142857143,0,0,0,1,0.172224279010727,40,121.34296123652535
30,0.3,1,0.7142857142857143,0,0,0,1,0.17221844898203675,40,121.34296122954314
35,0.3,1,0.7142857142857143,0,0,0,1,0.1722396786291519,39.99983559163823,121.3429590550576
5,0.5,1,0.7142857142857143,0,0,0,0.7113185478854335,0.5647570501943068,4.174494541111226,111.96046769855944
10,0.5,1,0.7142857142857143,0,0,0,1,0.46779916889298,5.210721921161979,115.02380856461556
15,0.5,1,0.7142857142857143,0,0,0,1,0.46784913328977984,5.212227619931662,115.02379800626541
20,0.5,1,0.7142857142857143,0,0,0,1,0.1722468273850021,39.99997097005061,121.34296098735274
25,0.5,1,0.7142857142857143,0,0,0,1,0.1722249339035271,40,121.34296124333196
30,0.5,1,0.7142857142857143,0,0,0,1,0.1721351227413665,39.997345981872385,121.34298751630891
35,0.5,1,0.7142857142857143,0,0,0,1,0.1722312485571446,39.99986015513234,121.34295961644101
5,0.7,1,0.7142857142857143,0,0,0,0.7109553866649474,0.5645531238232497,4.176171474750037,111.9604551699864
10,0.7,1,0.7142857142857143,0,0,0,1,0.4677191561192702,5.21403146632231,115.02379802011
15,0.7,1,0.7142857142857143,0,0,0,1,0.36774261255562757,13.590530337627522,122.30192437837803
20,0.7,1,0.7142857142857143,0,0,0,1,0.17221468219956684,40,121.34296127623153
25,0.7,1,0.7142857142857143,0,0,0,1,0.17221314361913,39.999901078392554,121.34295878118094
30,0.7,1,0.7142857142857143,0,0,0,1,0.17222074697984885,40,121.34296122080228
35,0.7,1,0.7142857142857143,0,0,0,1,0.1722185263119448,40,121.34296122900105
5,0.9,1,0.7142857142857143,0,0,0,0.71066583930644,0.5639774617260902,4.1792763752909465,111.9604813564665
10,0.9,1,0.7142857142857143,0,0,0,1,0.4679129880923662,5.212440636247949,115.02381283240639
15,0.9,1,0.7142857142857143,0,0,0,1,0.3526583979790683,14.69617898628001,122.27289353593308
20,0.9,1,0.7142857142857143,0,0,0,1,0.1721882771142586,39.999780973820066,121.34296173480011
25,0.9,1,0.7142857142857143,0,0,0,1,0.1722329248849994,39.99999107747919,121.34295916795485
30,0.9,1,0.7142857142857143,0,0,0,1,0.21828827271403095,29.661840918000088,121.47866441023324
35,0.9,1,0.7142857142857143,0,0,0,1,0.17222116985084132,40,121.34296122081129
5,0.3,0.4,1,0,0,0,0.6962507605236716,0.5663706233778928,4.124022951429718,111.81661122604213
10,0.3,0.4,1,0,0,0,1,0.46779977141845525,5.212935626881526,115.0238009659706
15,0.3,0.4,1,0,0,0,1,0.1722228791079031,40,121.34296122606594
20,0.3,0.4,1,0,0,0,1,0.17152206259490776,40,121.343662103353
25,0.3,0.4,1,0,0,0,1,0.17222433025270079,40,121.34296123701408
30,0.3,0.4,1,0,0,0,1,0.1722761513844675,39.9997018332927,121.34296379971045
35,0.3,0.4,1,0,0,0,1,0.1722243051590286,40,121.34296123677375
5,0.5,0.4,1,0,0,0,0.6961840909561603,0.5661682104271546,4.123768202429051,111.81653805675451
10,0.5,0.4,1,0,0,0,1,0.4680119265239921,5.213235180111438,115.02378993426413
15,0.5,0.4,1,0,0,0,1,0.17226369536795802,39.99974347955198,121.34296310919366
20,0.5,0.4,1,0,0,0,1,0.17221751778597116,40,121.34296123734204
25,0.5,0.4,1,0,0,0,1,0.17218870201454478,39.99736859053246,121.34297679929473
30,0.5,0.4,1,0,0,0,0.9996450761723993,0.17212132538605054,39.9477876686419,121.34379064930134
35,0.5,0.4,1,0,0,0,1,0.1722326866232024,39.99969902851052,121.34295962191793
5,0.7,0.4,1,0,0,0,0.6961543847585707,0.5664822338741335,4.123783762052009,111.81652658553762
10,0.7,0.4,1,0,0,0,0.6959771314186087,0.5663523431566205,4.123816410895657,111.81653737261381
15,0.7,0.4,1,0,0,0,1,0.17221613099090216,39.99986777497169,121.3429601058961
20,0.7,0.4,1,0,0,0,1,0.17222360008002427,40,121.34296123076251
25,0.7,0.4,1,0,0,0,1,0.17222498637465405,40,121.34296124393012
30,0.7,0.4,1,0,0,0,0.9915210562959205,0.17071887180933412,39.98955000801455,121.35451543230566
35,0.7,0.4,1,0,0,0,1,0.19317589514555805,34.813735158672536,121.39346944306621
5,0.9,0.4,1,0,0,0,0.6967665377734136,0.5661070563542763,4.123348383793714,111.81661170200957
10,0.9,0.4,1,0,0,0,1,0.46795128880844583,5.212811956723498,115.02379431478741
15,0.9,0.4,1,0,0,0,0.7543684551682378,0.19578781805839662,34.090967054538154,121.78218404962746
20,0.9,0.4,1,0,0,0,1,0.17221806701508927,40,121.34296123244398
25,0.9,0.4,1,0,0,0,1,0.17212727426671393,39.99980934978123,121.34297152024428
30,0.9,0.4,1,0,0,0,1,0.17222449045488814,40,121.3429612385939
35,0.9,0.4,1,0,0,0,1,0.1915358746509248,35.060316780474764,121.3900432449963
5,0.3,0.6,1,0,0,0,0.6961886704980669,0.5667886538018488,4.123569986528661,111.81656934947908
10,0.3,0.6,1,0,0,0,0.6962346237136324,0.5662140778098885,4.12381021557891,111.81651940999178
15,0.3,0.6,1,0,0,0,1,0.46787048114845087,5.215225481981806,115.02384444731847
20,0.3,0.6,1,0,0,0,1,0.1722176466467122,40,121.3429612361082
25,0.3,0.6,1,0,0,0,1,0.17221979675604263,40,121.34296122259184
30,0.3,0.6,1,0,0,0,1,0.17222281006548892,40,121.34296122568921
35,0.3,0.6,1,0,0,0,1,0.17221810838331902,40,121.34296123211038
5,0.5,0.6,1,0,0,0,0.6958975352289516,0.5658315668738767,4.126327593598535,111.81659308241221
10,0.5,0.6,1,0,0,0,0.6960696728227121,0.5667533883636788,4.123817866585483,111.81655760278521
15,0.5,0.6,1,0,0,0,1,0.46776285250934024,5.212952752087732,115.02380257356951
20,0.5,0.6,1,0,0,0,1,0.17223506610698364,39.999791594462465,121.34295963274351
25,0.5,0.6,1,0,0,0,1,0.1722240306941905,40,121.34296123426734
30,0.5,0.6,1,0,0,0,1,0.17222606116017766,39.998115230609,121.34297271089679
35,0.5,0.6,1,0,0,0,1,0.17222232974049687,40,121.34296122347375
5,0.7,0.6,1,0,0,0,0.6959971259260991,0.566424768574207,4.123643629554094,111.81652129450606
10,0.7,0.6,1,0,0,0,1,0.4677548594413487,5.213431740043177,115.02381321679489
15,0.7,0.6,1,0,0,0,1,0.17218808639772953,39.99997271979042,121.34296134873017
20,0.7,0.6,1,0,0,0,1,0.17221708484502907,40,121.34296124180628
25,0.7,0.6,1,0,0,0,0.9999861422438938,0.17251655770177385,39.97343481700101,121.34320861362099
30,0.7,0.6,1,0,0,0,1,0.17222228862187688,40,121.34296122331713
35,0.7,0.6,1,0,0,0,1,0.17220971009131858,39.99996172591678,121.34295910212397
5,0.9,0.6,1,0,0,0,0.696231018305411,0.5661346114714767,4.123818140815199,111.81652612890429
10,0.9,0.6,1,0,0,0,0.969639866317095,0.46914126366597264,5.1509629067743266,114.97677993937764
15,0.9,0.6,1,0,0,0,1,0.1722174110712079,40,121.34296123839336
