beta_0_init,xi_init,f_1_init,f_2_init,dif,k,lambda_,beta_0_fit,xi_fit,f_1_fit,f_2_fit,nlogll
20,0.057,0.5,0.4,0.7142857142857143,0,0,5.079203266091402,0.021144327905788587,0.8579261053428517,0.5310474548128407,112.25269183113362
5,0.025,0.5,0.4,0.7142857142857143,0,0,4.175407392618661,0,0.7111681954094569,0.5645464021765159,111.96046753992243
10,0.025,0.5,0.4,0.7142857142857143,0,0,6.101561968251229,0.039936059116308764,0.9999978210259921,0.4980937206384104,112.52770756486674
15,0.025,0.5,0.4,0.7142857142857143,0,0,6.0973449857779745,0.03997557900593023,0.9995844592668037,0.49827007430128445,112.52690967611888
20,0.025,0.5,0.4,0.7142857142857143,0,0,6.101739706219922,0.04003110099682311,1,0.4984363815411589,112.52764963080988
5,0.1,0.5,0.4,0.7142857142857143,0,0,4.176156403405379,0,0.7113236749742275,0.5646422272519508,111.96045931802432
10,0.1,0.5,0.4,0.7142857142857143,0,0,4.900815249859411,0.01630714736917418,0.822978118544087,0.5295314787615435,112.19883729888454
15,0.1,0.5,0.4,0.7142857142857143,0,0,5.280191864577257,0.025302928671030525,0.8859449340897888,0.5245389439060935,112.30491082547037
20,0.1,0.5,0.4,0.7142857142857143,0,0,6.0123373511003475,0.03868375522697527,0.9814794309446419,0.49875786861942784,112.49275215653782
5,0.057,0.7,0.4,0.7142857142857143,0,0,4.176747667847138,0,0.7107584052624665,0.5645523980893,111.96048385108587
10,0.057,0.7,0.4,0.7142857142857143,0,0,6.099248484833266,0.03995627427700076,1,0.498218589969141,112.52766171264231
15,0.057,0.7,0.4,0.7142857142857143,0,0,6.09702694633303,0.039921508744648525,1,0.49852614072507706,112.5277048264047
20,0.057,0.7,0.4,0.7142857142857143,0,0,6.099261683514342,0.039986325628994776,0.9999898812191893,0.49854049675535395,112.52769440869245
5,0.025,0.7,0.4,0.7142857142857143,0,0,4.174501840079554,0,0.7114183487080006,0.5647922514978991,111.96047685615557
10,0.025,0.7,0.4,0.7142857142857143,0,0,6.083231389335067,0.03970367829068715,0.9976192701493194,0.4986138293863772,112.52287698392892
15,0.025,0.7,0.4,0.7142857142857143,0,0,6.087597801822762,0.039737500495103814,0.9977079669070419,0.4985685737203407,112.52303494526048
20,0.025,0.7,0.4,0.7142857142857143,0,0,6.101564895507497,0.03998321216067267,1,0.49841472392518527,112.52769631779702
5,0.1,0.7,0.4,0.7142857142857143,0,0,4.174278443833664,0,0.711248093177484,0.5649801209589429,111.96046207310663
10,0.1,0.7,0.4,0.7142857142857143,0,0,6.090655201018484,0.0398201341038847,0.9979031768023975,0.49876726729946885,112.52346881108922
15,0.1,0.7,0.4,0.7142857142857143,0,0,6.098346211698926,0.039934837522769495,1,0.49836792188063317,112.52764502848103
20,0.1,0.7,0.4,0.7142857142857143,0,0,5.479415680910906,0.02910333255871967,0.9088113381813765,0.5156840784862118,112.34802382236143
5,0.057,0.9,0.4,0.7142857142857143,0,0,4.175192397609848,0,0.7112588334585166,0.5647975437697116,111.96046891383068
10,0.057,0.9,0.4,0.7142857142857143,0,0,5.994036083798468,0.03827481001837824,0.9839579862558543,0.5005125114756159,112.49534100885347
15,0.057,0.9,0.4,0.7142857142857143,0,0,4.675941832856036,0.011295116025084668,0.7907085724896885,0.5365088639015261,112.1393543687292
20,0.057,0.9,0.4,0.7142857142857143,0,0,5.926701756355837,0.03724640234785785,0.9692897729194131,0.5019479071577269,112.4672232553584
5,0.025,0.9,0.4,0.7142857142857143,0,0,4.88703177711563,0.016416844152920728,0.8161692588620052,0.5379562920787313,112.18520896208219
10,0.025,0.9,0.4,0.7142857142857143,0,0,6.10156715156896,0.039983174181490784,1,0.4983198987648665,112.52768797210588
15,0.025,0.9,0.4,0.7142857142857143,0,0,5.682482726529102,0.03252722659943033,0.9443911312260881,0.5106926991022667,112.41914920820798
20,0.025,0.9,0.4,0.7142857142857143,0,0,6.10116361523389,0.040019748793912575,1,0.49844465540983685,112.5277012991706
5,0.1,0.9,0.4,0.7142857142857143,0,0,4.173119722479994,6.284385347948387e-6,0.710590907755978,0.5647601203677078,111.9606354685543
10,0.1,0.9,0.4,0.7142857142857143,0,0,6.101604059964961,0.040028025225304645,0.999947018226752,0.4986736621258725,112.52763295935216
15,0.1,0.9,0.4,0.7142857142857143,0,0,6.088037855913821,0.03965926536623417,0.9987615804483182,0.4983561782881597,112.52521082295631
20,0.1,0.9,0.4,0.7142857142857143,0,0,5.715505249604953,0.033411863872021344,0.9443512348865517,0.5093154961937331,112.41625205081287
5,0.057,0.3,0.6,0.7142857142857143,0,0,4.175423616525471,0,0.7109795692230639,0.564549093481193,111.96045001843403
10,0.057,0.3,0.6,0.7142857142857143,0,0,6.0987841697161755,0.03995339082070962,0.999793392694386,0.4983557045807671,112.52729892350098
15,0.057,0.3,0.6,0.7142857142857143,0,0,5.420332287441674,0.02800911652372064,0.9058959338094625,0.5197057324455997,112.34274842886389
20,0.057,0.3,0.6,0.7142857142857143,0,0,6.10382084675644,0.039979531311967256,1,0.49816854995653825,112.52769655191126
5,0.025,0.3,0.6,0.7142857142857143,0,0,4.175599529067581,0,0.7109267445483214,0.5643307033210319,111.96049676524795
10,0.025,0.3,0.6,0.7142857142857143,0,0,4.1722372396939384,1.131425056045705e-5,0.7112424709687849,0.5647622195253477,111.96078616564074
15,0.025,0.3,0.6,0.7142857142857143,0,0,6.0996128651819195,0.039952326959570225,1,0.4981637336190552,112.52769915437001
20,0.025,0.3,0.6,0.7142857142857143,0,0,6.099547019253556,0.03996881349157176,1,0.4982582020163152,112.5276620573822
5,0.1,0.3,0.6,0.7142857142857143,0,0,4.176359030834239,0,0.7111566302611962,0.5647745283770182,111.96048392183877
10,0.1,0.3,0.6,0.7142857142857143,0,0,6.105234547042241,0.03998678608051609,1,0.498161145721716,112.5277001454523
15,0.1,0.3,0.6,0.7142857142857143,0,0,6.096829709266737,0.039890939903739875,1,0.4982207971333398,112.52768581240866
20,0.1,0.3,0.6,0.7142857142857143,0,0,20.053793845456987,0.1400118570041036,1,0.4512630516992972,115.00296352336636
5,0.057,0.5,0.6,0.7142857142857143,0,0,4.166062524138046,0,0.7056398340413834,0.5629650242066566,111.96748603474808
10,0.057,0.5,0.6,0.7142857142857143,0,0,4.1765644063855785,8.634250497612084e-7,0.7111172132742394,0.5644211825542379,111.96049020127084
15,0.057,0.5,0.6,0.7142857142857143,0,0,6.097440255069847,0.03994049498131966,0.9996438819286954,0.49843607769584,112.52699535052307
20,0.057,0.5,0.6,0.7142857142857143,0,0,5.873603693208648,0.03606172548783439,0.966064318037196,0.5034820417927961,112.4595375102772
5,0.025,0.5,0.6,0.7142857142857143,0,0,4.16895372050087,1.2600917151864794e-5,0.7102578539112836,0.5655595909547719,111.96113014041731
10,0.025,0.5,0.6,0.7142857142857143,0,0,6.09711495357167,0.03993409470279263,1,0.4982500549917429,112.52768702498325
15,0.025,0.5,0.6,0.7142857142857143,0,0,5.82971950291717,0.0351552928814855,0.9660906390786512,0.5064547182016692,112.46233672843138
20,0.025,0.5,0.6,0.7142857142857143,0,0,6.102151197564158,0.0399723929213229,1,0.49850171407904753,112.52772296947089
5,0.1,0.5,0.6,0.7142857142857143,0,0,4.1763639333897675,0,0.7115402597657099,0.564523580749654,111.96047206649459
10,0.1,0.5,0.6,0.7142857142857143,0,0,10.059701025266982,0.08119540510766485,0.9998630075287321,0.5608435558009668,113.81294611902202
15,0.1,0.5,0.6,0.7142857142857143,0,0,5.757833389076124,0.03431141906838182,0.946892467537154,0.5071378877920875,112.4219157115676
20,0.1,0.5,0.6,0.7142857142857143,0,0,6.101915508092066,0.03996564408804382,1,0.4981084108000591,112.52770726452619
5,0.057,0.7,0.6,0.7142857142857143,0,0,4.950944971242497,0.01732238328243333,0.8205032758247963,0.5330906289086433,112.20065659265006
10,0.057,0.7,0.6,0.7142857142857143,0,0,9.633234604633007,0.07869598921490009,1,0.5643892202107593,113.74841241732781
15,0.057,0.7,0.6,0.7142857142857143,0,0,5.801421237366407,0.034874069014214665,0.9567948795981035,0.5064896070506032,112.44091341637468
20,0.057,0.7,0.6,0.7142857142857143,0,0,6.098248504858741,0.03991356937080558,0.9994342886741433,0.4984584229290099,112.5265963504492
5,0.025,0.7,0.6,0.7142857142857143,0,0,4.977474105375537,0.018199097130923332,0.8267790784999534,0.5333661546493591,112.20760861468669
10,0.025,0.7,0.6,0.7142857142857143,0,0,4.17315087289446,1.5741653596795013e-5,0.711440646745028,0.5647500239166323,111.9607799688414
15,0.025,0.7,0.6,0.7142857142857143,0,0,6.10005984509366,0.039936099878413595,0.9998898706912114,0.49829783988176657,112.52751624326908
20,0.025,0.7,0.6,0.7142857142857143,0,0,6.09993793864637,0.03997898560231531,1,0.49812293381505496,112.5276661840451
5,0.1,0.7,0.6,0.7142857142857143,0,0,5.084433795721736,0.020413963920431617,0.8380471163652549,0.5300962752391107,112.23428635348456
10,0.1,0.7,0.6,0.7142857142857143,0,0,6.087378783108312,0.03969409347866981,0.9987085741235702,0.49848316821062577,112.52508113487683
15,0.1,0.7,0.6,0.7142857142857143,0,0,6.100798303155417,0.0399990042562217,1,0.49849434372398094,112.52767683435485
20,0.1,0.7,0.6,0.7142857142857143,0,0,6.101958405256543,0.03996745969215611,1,0.49832928779177643,112.5277118112932
5,0.057,0.9,0.6,0.7142857142857143,0,0,4.161717666775221,1.691255964502111e-5,0.7167080728187469,0.5647477413215067,111.96434809735563
10,0.057,0.9,0.6,0.7142857142857143,0,0,6.097480901261338,0.0399092140896639,1,0.49823083556262315,112.52767112820503
15,0.057,0.9,0.6,0.7142857142857143,0,0,4.896216904342438,0.017364433908526114,0.8305992888406045,0.5378828366351245,112.20201774525333
20,0.057,0.9,0.6,0.7142857142857143,0,0,4.207977593253643,0,0.6972475106477202,0.5606302131789694,111.97610339152415
5,0.025,0.9,0.6,0.7142857142857143,0,0,5.08323353962713,0.020566378618429908,0.8414328172536748,0.531097823426659,112.23440650680044
10,0.025,0.9,0.6,0.7142857142857143,0,0,6.101016534556336,0.04000907411950926,1,0.49866430428682623,112.52767688715987
15,0.025,0.9,0.6,0.7142857142857143,0,0,6.100280600140952,0.03998569339391282,1,0.4981615706261172,112.52765799174746
20,0.025,0.9,0.6,0.7142857142857143,0,0,6.1010289032715015,0.04001058859616387,1,0.4983117519270828,112.52764672385274
5,0.1,0.9,0.6,0.7142857142857143,0,0,4.172160619075909,0,0.7121701166431732,0.5646017637489693,111.96069904343736
10,0.1,0.9,0.6,0.7142857142857143,0,0,6.101350021316009,0.040026293384451184,1,0.4984480315645834,112.52769583942666
15,0.1,0.9,0.6,0.7142857142857143,0,0,6.101718020192216,0.03998193880895815,1,0.49827701566289384,112.52768723322227
20,0.1,0.9,0.6,0.7142857142857143,0,0,5.582008376746954,0.03106623368355183,0.9248489573627636,0.5137280736012103,112.37818238227108
5,0.057,0.3,0.8,0.7142857142857143,0,0,5.223779277807169,0.02374990034991787,0.8601282276234538,0.5275768178030422,112.2693002142952
10,0.057,0.3,0.8,0.7142857142857143,0,0,6.099128054640449,0.039953668880798515,1,0.49844573809575915,112.52766515097015
15,0.057,0.3,0.8,0.7142857142857143,0,0,6.099340963142821,0.039967043374407055,1,0.4981619439158932,112.52768687355068
20,0.057,0.3,0.8,0.7142857142857143,0,0,20.24898616017056,0.14098622610333372,0.12450161093144288,0.4146902082236962,116.99628356919054
5,0.025,0.3,0.8,0.7142857142857143,0,0,4.711035974447314,0.012220329349515184,0.7898017246623856,0.5422814619675991,112.1364406146549
10,0.025,0.3,0.8,0.7142857142857143,0,0,6.101668070548396,0.039888520464226626,0.9997773532088527,0.49793943943532026,112.52730638390129
15,0.025,0.3,0.8,0.7142857142857143,0,0,6.102597044058325,0.03992639618981075,1,0.4982948776120901,112.52771918187868
20,0.025,0.3,0.8,0.7142857142857143,0,0,6.0957895525556465,0.0399003397823532,1,0.4981740194665091,112.52768776017027
5,0.1,0.3,0.8,0.7142857142857143,0,0,4.173432271377212,2.285483287508165e-6,0.710904959916311,0.5651595813930637,111.96051513362121
10,0.1,0.3,0.8,0.7142857142857143,0,0,6.100549742712364,0.03999567615805957,1,0.49824976238355817,112.52767691001522
15,0.1,0.3,0.8,0.7142857142857143,0,0,12.429762829951482,0.09800153703059897,0.9318170609981709,0.5423570502016879,114.37092994123267
20,0.1,0.3,0.8,0.7142857142857143,0,0,4.207876510236704,4.0952515252409875e-5,0.6979328593970834,0.5609952805850433,111.97589028302227
5,0.057,0.5,0.8,0.7142857142857143,0,0,4.920538129945129,0.016882488267686315,0.8186015658292951,0.5350166367476443,112.1929029429632
10,0.057,0.5,0.8,0.7142857142857143,0,0,4.177145993529706,3.06898604747991e-6,0.7113080744987054,0.5639262449649489,111.96056887024544
15,0.057,0.5,0.8,0.7142857142857143,0,0,13.380226282947735,0.10548787940999604,0.9453033345802301,0.5418073517922051,114.4376036043389
20,0.057,0.5,0.8,0.7142857142857143,0,0,6.102952249493713,0.040062680653351786,0.9998598561426397,0.49886554611644995,112.52749243161175
5,0.025,0.5,0.8,0.7142857142857143,0,0,4.530169738238489,0.008153034358524885,0.7648494602069865,0.5498387806826128,112.08306442858104
10,0.025,0.5,0.8,0.7142857142857143,0,0,4.156389531405272,4.7853696394736843e-4,0.7142201148661316,0.5714487504144283,111.97488131924395
15,0.025,0.5,0.8,0.7142857142857143,0,0,6.098892188192439,0.03995476905192166,1,0.49811881517302514,112.52769290933932
20,0.025,0.5,0.8,0.7142857142857143,0,0,6.091315115972509,0.03979762338031182,0.9987789751719028,0.49833728983694336,112.52528833968783
5,0.1,0.5,0.8,0.7142857142857143,0,0,4.8949023637335625,0.016403569213868315,0.8143264053385139,0.5358236397311894,112.18631723369757
10,0.1,0.5,0.8,0.7142857142857143,0,0,4.1743459723550345,2.134070428545974e-6,0.7111608558125047,0.5648258100830045,111.96052017994653
15,0.1,0.5,0.8,0.7142857142857143,0,0,6.106933995175373,0.04003033719276196,1,0.49801350107656234,112.52771982427348
20,0.1,0.5,0.8,0.7142857142857143,0,0,4.143383926594646,4.0787594880355073e-5,0.709373003433506,0.5650143215297393,111.97342894809944
5,0.057,0.7,0.8,0.7142857142857143,0,0,5.228878300012523,0.023586616801342775,0.859980888711666,0.5265176999663685,112.27001539672005
10,0.057,0.7,0.8,0.7142857142857143,0,0,6.09883072229897,0.03994533628394814,1,0.4981297351364162,112.52766541514329
15,0.057,0.7,0.8,0.7142857142857143,0,0,4.781726105803298,0.014064149051356176,0.808274522128346,0.5360399808804838,112.16594057171802
20,0.057,0.7,0.8,0.7142857142857143,0,0,5.954728384554169,0.037443456362162994,0.9785233743391635,0.5010949480721366,112.48450475466791
5,0.025,0.7,0.8,0.7142857142857143,0,0,5.0546931207538,0.02002180402501018,0.8387543330570313,0.5316786179841828,112.22753726822478
10,0.025,0.7,0.8,0.7142857142857143,0,0,5.869797607770623,0.03616325194346059,0.9684416092552373,0.503512829054787,112.46456455829615
15,0.025,0.7,0.8,0.7142857142857143,0,0,6.073696800974788,0.03954641434999263,0.9964491547165003,0.49879461990173346,112.52052469584643
20,0.025,0.7,0.8,0.7142857142857143,0,0,6.106880255083861,0.040072322906501534,1,0.4984161737581239,112.52771185406999
5,0.1,0.7,0.8,0.7142857142857143,0,0,5.237771969134441,0.02371285150422685,0.8593312870026637,0.5256071877881487,112.27178141150772
10,0.1,0.7,0.8,0.7142857142857143,0,0,4.180451781445648,1.0384084928825204e-5,0.7070274652417005,0.5636723849240972,111.96219307673782
15,0.1,0.7,0.8,0.7142857142857143,0,0,5.960403969985394,0.03793386732292682,0.9744507343612674,0.5017575420716766,112.4773662868677
20,0.1,0.7,0.8,0.7142857142857143,0,0,5.594469107682441,0.03143547036648472,0.9236518240273957,0.5130309850511812,112.37651237060382
5,0.057,0.9,0.8,0.7142857142857143,0,0,4.175259159501021,1.9379442882681285e-6,0.7110343463569593,0.5644247815499233,111.96048345828154
10,0.057,0.9,0.8,0.7142857142857143,0,0,6.098270960958403,0.0399324196442659,1,0.4982930939552814,112.52763821042392
15,0.057,0.9,0.8,0.7142857142857143,0,0,4.173265786796672,3.232951737955785e-6,0.7108238100656419,0.5652402773985579,111.96057822717992
20,0.057,0.9,0.8,0.7142857142857143,0,0,4.307832962967247,0.003212353071827336,0.7398895037875565,0.5559520822848634,112.01944775453981
5,0.025,0.9,0.8,0.7142857142857143,0,0,5.115097797215359,0.02126237395094454,0.8444921696217494,0.5291607380037575,112.24196226960592
10,0.025,0.9,0.8,0.7142857142857143,0,0,6.102522360692672,0.03992883110145039,1,0.4981917250220632,112.52768566597358
15,0.025,0.9,0.8,0.7142857142857143,0,0,6.102829540707288,0.039989174827228885,1,0.4981647849067051,112.52770610098803
20,0.025,0.9,0.8,0.7142857142857143,0,0,20.21332164870625,0.14056122514393282,1,0.44954153730270346,115.02046433201537
5,0.1,0.9,0.8,0.7142857142857143,0,0,5.057558804274837,0.01990099158376431,0.8355206073129822,0.5305980350247408,112.22757321539405
10,0.1,0.9,0.8,0.7142857142857143,0,0,6.104510827022464,0.03998766694015337,1,0.49806428887935034,112.52772827148682
15,0.1,0.9,0.8,0.7142857142857143,0,0,6.097148949537198,0.039933367615992046,1,0.49833024781173396,112.52770685922255
20,0.1,0.9,0.8,0.7142857142857143,0,0,6.107002400505532,0.04010274041163835,1,0.4981418829648825,112.52773088812496
5,0.057,0.3,1,0.7142857142857143,0,0,4.176532977339171,0,0.7110524664710256,0.5643965659291938,111.96048633917682
10,0.057,0.3,1,0.7142857142857143,0,0,5.847660554318266,0.035738190303526964,0.9630122433053175,0.504551345983272,112.45330906515318
15,0.057,0.3,1,0.7142857142857143,0,0,6.101270887810596,0.04000190529702643,1,0.4983453474031709,112.52768396432722
20,0.057,0.3,1,0.7142857142857143,0,0,6.098779781897134,0.03994520533246983,1,0.49822035898258077,112.52767700355923
5,0.025,0.3,1,0.7142857142857143,0,0,4.17328585324921,4.518604148997662e-6,0.7114202488359063,0.565116586598921,111.96053383657949
10,0.025,0.3,1,0.7142857142857143,0,0,9.757251420999985,0.07961469428927852,0.1872169277982134,0.5273954079904204,116.24928704054557
15,0.025,0.3,1,0.7142857142857143,0,0,14.477173732451678,0.11177059359698481,1,0.521834992516762,114.36194176633607
20,0.025,0.3,1,0.7142857142857143,0,0,4.173098185310122,4.719040370447801e-6,0.7114658956232189,0.5650459772765482,111.96056066792909
5,0.1,0.3,1,0.7142857142857143,0,0,5.0058215500128895,0.01810788969757232,0.8250466064359272,0.529914995164166,112.21606962111329
10,0.1,0.3,1,0.7142857142857143,0,0,6.101089591521413,0.04001368963237038,1,0.4982706034834861,112.52765548314659
15,0.1,0.3,1,0.7142857142857143,0,0,5.744890286260009,0.033936098265672926,0.947030355191571,0.5077561329746829,112.42156950844212
20,0.1,0.3,1,0.7142857142857143,0,0,6.101648281960568,0.03998841838913271,1,0.4982909486301107,112.52768477162799
5,0.057,0.5,1,0.7142857142857143,0,0,4.17579386069186,0,0.7114252712934661,0.5646162439662745,111.96049365383807
10,0.057,0.5,1,0.7142857142857143,0,0,4.173660713668809,1.3278633192423853e-6,0.711033485056954,0.5650015060526083,111.96049707458694
15,0.057,0.5,1,0.7142857142857143,0,0,6.093322008808233,0.0398046044527159,1,0.4982698898684036,112.52773750542434
20,0.057,0.5,1,0.7142857142857143,0,0,5.956856905350083,0.03756131144278366,0.9781456305958627,0.5020732045198162,112.48358870158965
5,0.025,0.5,1,0.7142857142857143,0,0,4.175219535203997,0,0.7113132679305463,0.5646784506258647,111.96049505218085
10,0.025,0.5,1,0.7142857142857143,0,0,4.2544587675365,0.0026944879995690015,0.7351510369308022,0.5659101777747778,112.00786533679626
15,0.025,0.5,1,0.7142857142857143,0,0,6.065401507151309,0.03949043173907156,0.9934125421081534,0.49926394559362874,112.51445715052105
20,0.025,0.5,1,0.7142857142857143,0,0,39.999998223179944,0,1,0.17222608690057553,121.3429606128503
5,0.1,0.5,1,0.7142857142857143,0,0,4.17579386069186,0,0.7114252712934661,0.5646162439662745,111.96049365383807
10,0.1,0.5,1,0.7142857142857143,0,0,5.793283700008676,0.034889233578611664,0.9542474915475587,0.506515207442912,112.435816002237
15,0.1,0.5,1,0.7142857142857143,0,0,6.097350221206657,0.0398835619763671,0.9998839935472015,0.4986246457262066,112.52750155351711
20,0.1,0.5,1,0.7142857142857143,0,0,19.324250039522447,0.13681033526317576,1,0.4593789118815068,114.92186273094285
5,0.057,0.7,1,0.7142857142857143,0,0,4.176361431721494,2.9551870413830227e-5,0.7112056862471571,0.5645586921443536,111.96094637734383
10,0.057,0.7,1,0.7142857142857143,0,0,6.1006469603519795,0.039999965662139356,1,0.4984043560767939,112.52769919335712
15,0.057,0.7,1,0.7142857142857143,0,0,6.061943724765419,0.03928493437993176,0.9951612460517085,0.49907041003489966,112.51795902229291
20,0.057,0.7,1,0.7142857142857143,0,0,6.101779496951178,0.04002885321828299,1,0.4982136275136739,112.52765496068163
5,0.025,0.7,1,0.7142857142857143,0,0,4.175780186399052,0,0.7110384769767362,0.5645301214017266,111.9604466056706
10,0.025,0.7,1,0.7142857142857143,0,0,4.172539550650477,6.2961788888754785e-6,0.711363040668348,0.5650243979613347,111.96056956607849
15,0.025,0.7,1,0.7142857142857143,0,0,6.098083021012277,0.03992729789213222,1,0.49827223201513554,112.52765327992225
20,0.025,0.7,1,0.7142857142857143,0,0,40,0,1,0.1722182686699944,121.342961230853
5,0.1,0.7,1,0.7142857142857143,0,0,4.453915108342767,0.005369751401526425,0.7426231744073719,0.547300459841897,112.05500183542544
10,0.1,0.7,1,0.7142857142857143,0,0,6.099425924537852,0.039900616624671884,0.9999783340767298,0.49819479237189374,112.52767023555539
15,0.1,0.7,1,0.7142857142857143,0,0,5.990096399548753,0.038089676574534034,0.9837290070058464,0.5008868960605384,112.49486192964184
20,0.1,0.7,1,0.7142857142857143,0,0,8.112988464293625,0.06016818856376079,1,1,118.82337007748899
5,0.057,0.9,1,0.7142857142857143,0,0,5.0072786698913365,0.018833793954535515,0.8307367427250095,0.5321602700425576,112.21511445762113
10,0.057,0.9,1,0.7142857142857143,0,0,6.101102427236112,0.040009914819601033,1,0.4982971699966745,112.52765717912592
15,0.057,0.9,1,0.7142857142857143,0,0,4.570183871769904,0.010964765791359224,0.7710861809937393,0.558315711933522,112.134178523579
20,0.057,0.9,1,0.7142857142857143,0,0,19.95369503750334,0.1395258070099072,0.9978868450667532,0.4520063782074745,114.99709438295037
5,0.025,0.9,1,0.7142857142857143,0,0,5.113573391218809,0.021011483243205335,0.8433385660720196,0.5287190012146805,112.24141377117532
10,0.025,0.9,1,0.7142857142857143,0,0,6.1005318292933035,0.03997826336384512,1,0.49809951863941737,112.52770729685177
15,0.025,0.9,1,0.7142857142857143,0,0,14.166019710042146,0.10984188008554405,1,0.5259243616305055,114.32556624361318
20,0.025,0.9,1,0.7142857142857143,0,0,6.101390991173368,0.03996859137145922,1,0.49815029489564466,112.52773009203014
5,0.1,0.9,1,0.7142857142857143,0,0,6.100332489193454,0.039979563899878195,0.9999918708457798,0.4983827037783178,112.52770208723528
10,0.1,0.9,1,0.7142857142857143,0,0,6.101399003330696,0.04002327224220742,1,0.49850856884774586,112.52765929794262
15,0.1,0.9,1,0.7142857142857143,0,0,6.097281218405028,0.03990323901355115,1,0.49817980314447907,112.5276505377926
20,0.1,0.9,1,0.7142857142857143,0,0,8.468252432777383,0.06514087013276434,1,0.9860964343284397,118.73479304319862
5,0.057,0.3,0.4,1,0,0,4.123716608696585,0,0.6962989044314024,0.5665629463317237,111.8165275874734
10,0.057,0.3,0.4,1,0,0,5.94002971345026,0.03737289123306173,0.9764827276983628,0.5020159637566297,112.47812099856158
15,0.057,0.3,0.4,1,0,0,6.10020571885704,0.03998409528555291,1,0.49836935546977923,112.52766488161092
20,0.057,0.3,0.4,1,0,0,5.714759612105251,0.033573731631991635,0.9426000674824809,0.5088939827555243,112.40488032742236
5,0.025,0.3,0.4,1,0,0,4.123716608696585,0,0.6962989044314024,0.5665629463317237,111.8165275874734
10,0.025,0.3,0.4,1,0,0,6.099846757983458,0.03997761278609553,1,0.4982736810878313,112.52764001597046
15,0.025,0.3,0.4,1,0,0,6.101550596984695,0.04003217668613575,1,0.4982178384259067,112.5277013057423
20,0.025,0.3,0.4,1,0,0,6.098719471730994,0.03993199444437936,0.9995601569477215,0.498346291976124,112.52677079987245
5,0.1,0.3,0.4,1,0,0,4.123819282402568,0,0.6963913798754252,0.5664867252035225,111.81653282240914
10,0.1,0.3,0.4,1,0,0,4.11963818288497,0,0.6923887196945703,0.5697121474009921,111.82004783969559
15,0.1,0.3,0.4,1,0,0,5.074043154324983,0.021725262584765495,0.8559135230540257,0.5317346950994859,112.21298619759747
20,0.1,0.3,0.4,1,0,0,6.099969208821749,0.03995614597692307,1,0.49846302472563175,112.5277175654322
5,0.057,0.5,0.4,1,0,0,4.123677571076983,0,0.6963082022692085,0.5664374532503956,111.81651820102849
10,0.057,0.5,0.4,1,0,0,4.127307491937385,1.856441085229917e-4,0.6952548474115092,0.5646625487212181,111.82202029458871
15,0.057,0.5,0.4,1,0,0,5.523356680271277,0.029612272489322577,0.916792636809086,0.511409553093805,112.35196112513367
20,0.057,0.5,0.4,1,0,0,6.067868799001838,0.039377035292033666,0.9960216282948835,0.4989821975095827,112.51943397731745
5,0.025,0.5,0.4,1,0,0,4.123677571076983,0,0.6963082022692085,0.5664374532503956,111.81651820102849
10,0.025,0.5,0.4,1,0,0,4.123828104632258,0,0.6961738289199968,0.5662728159640681,111.81652078954482
15,0.025,0.5,0.4,1,0,0,14.800468922572081,0.11379408677315492,1,0.5175108252211513,114.39978648771627
20,0.025,0.5,0.4,1,0,0,6.1016215866155346,0.040007401013661806,1,0.49840581427491626,112.52768110850181
5,0.1,0.5,0.4,1,0,0,4.123697258631727,0,0.6962083298295917,0.5663469161005453,111.81652299813592
10,0.1,0.5,0.4,1,0,0,4.126157076612438,3.939167637560173e-5,0.6947018242414169,0.5658584634566934,111.81766587138789
15,0.1,0.5,0.4,1,0,0,4.12376877011379,0,0.6967329660763527,0.566505642693922,111.81655892652371
20,0.1,0.5,0.4,1,0,0,6.103189599002443,0.04002749971334298,1,0.4981570492018903,112.5277165027442
5,0.057,0.7,0.4,1,0,0,4.123828292019182,0,0.6959031447287621,0.5660764962822198,111.81657054646867
10,0.057,0.7,0.4,1,0,0,6.084146109981182,0.039704949965965984,0.998385289369688,0.498506142795097,112.52434581214297
15,0.057,0.7,0.4,1,0,0,6.102440981182308,0.040049260596874546,1,0.49825001335728436,112.5276642644452
20,0.057,0.7,0.4,1,0,0,4.109500165306939,0.0014287437560513206,0.7140725076660752,0.5795936191992764,111.86749501720621
5,0.025,0.7,0.4,1,0,0,4.1223763612546716,0,0.6967349340807487,0.566704800351221,111.81659558488558
10,0.025,0.7,0.4,1,0,0,6.093814260237196,0.03985307536366133,1,0.49824125157510984,112.52769249367793
15,0.025,0.7,0.4,1,0,0,6.10009547702765,0.03996745545713137,1,0.49799736713819476,112.52770997633408
20,0.025,0.7,0.4,1,0,0,14.588205897827669,0.11471879809376298,0.980693701573575,0.5337544592564644,114.47762734677521
5,0.1,0.7,0.4,1,0,0,4.12371446957207,0,0.6960889035806753,0.5663330047742513,111.81651935815856
10,0.1,0.7,0.4,1,0,0,5.625788141911092,0.03204052246426435,0.9325056869128585,0.5116755273276545,112.38329016061866
15,0.1,0.7,0.4,1,0,0,6.057404088814821,0.039326521946045884,0.9924852566614385,0.4994366727931476,112.51198668928684
20,0.1,0.7,0.4,1,0,0,6.102376689605313,0.03998463927196587,1,0.49820832426425976,112.52772922404623
5,0.057,0.9,0.4,1,0,0,4.12356357662768,0,0.6963082590725623,0.566526962386189,111.81652458746991
