beta_0_init,xi_init,k_init,lambda_init,f_1_init,f_2_init,dif,beta_0_fit,xi_fit,k_fit,lambda_fit,f_1_fit,f_2_fit,nlogll
15,0.025,2.5,1,0.3,0.4,0.2857142857142857,3.664560427589456,1.0885393849009821e-6,2.9999981036006265,1.7090622611952422,0.9999968075053547,0.5581346389784786,109.71782851934466
20,0.025,2.5,1,0.3,0.4,0.2857142857142857,14.537770179670277,0.11351245859350241,2.998486209212016,0.909457107359878,0.9999968502825828,0.32519776737745903,110.75898646928974
5,0.1,2.5,1,0.3,0.4,0.2857142857142857,3.4886594976407928,0,0.5332144657315205,0.2717712692820555,0.9393888933355844,0.7414429628362263,107.03006591734162
10,0.1,2.5,1,0.3,0.4,0.2857142857142857,4.8966094260038044,0.029034057182461652,0.5629157436913869,0.22758183987377156,0.9711633227021276,0.747275237359989,107.0360516417399
15,0.1,2.5,1,0.3,0.4,0.2857142857142857,3.4769006294037474,0,0.5625919585653899,0.2943770703142677,1,0.7297088255109851,106.98393711219431
20,0.1,2.5,1,0.3,0.4,0.2857142857142857,16.9678310432369,0.13305194791878144,0.5273289152345532,0.1318075088901094,0.9802225039135941,0.8234235949642914,108.10912154907778
5,0.057,1,0.5,0.5,0.4,0.2857142857142857,4.656998688429247,0.025110421076063184,0.5799546741599341,0.24394273054942855,0.9992978811202344,0.7385004538305571,107.02701952902403
10,0.057,1,0.5,0.5,0.4,0.2857142857142857,9.546736723956283,0.08149358237902501,0.45667306410712427,0.09761630844906327,0.7321686471706975,0.8800304975504477,106.90339636194857
15,0.057,1,0.5,0.5,0.4,0.2857142857142857,7.950653544573086,0.07176989892551827,0.5978277708310058,0.18984332630118467,0.9881681163674959,0.741482645616192,107.3743140206985
20,0.057,1,0.5,0.5,0.4,0.2857142857142857,5.315373244107867,0.035057323294217194,0.5212588691967015,0.18943969823671208,0.8796656294814387,0.7698603494956384,107.03148711397158
5,0.025,1,0.5,0.5,0.4,0.2857142857142857,5.149634998546845,0.033596111320375155,0.5796000132858902,0.22871823949524234,0.9947903104334176,0.7435249571699103,107.06397151828827
10,0.025,1,0.5,0.5,0.4,0.2857142857142857,9.440553483693556,0.08049342434712838,0.45380277750444553,0.09760028083667266,0.7306792559838833,0.8776789792929286,106.90627530743369
15,0.025,1,0.5,0.5,0.4,0.2857142857142857,12.976622078923402,0.11069119843441873,0.5308888328045265,0.1511156550580413,1,0.7746532561850601,107.88595183597933
20,0.025,1,0.5,0.5,0.4,0.2857142857142857,19.957314908477265,0.14607317781402865,1.1155573621543793,0.273169979399993,0.957001080235898,0.46854781536049694,110.35438020630586
5,0.1,1,0.5,0.5,0.4,0.2857142857142857,4.378588671443027,0.019811831076617555,0.5755506886268634,0.25239160355926427,0.9974952496223523,0.736337089706383,107.00830507764579
10,0.1,1,0.5,0.5,0.4,0.2857142857142857,10.215755327057048,0.08688300307635763,0.452990710107099,0.0916007726255367,0.7228186338416193,0.8935356296860386,106.88612728498046
15,0.1,1,0.5,0.5,0.4,0.2857142857142857,14.435701233003186,0.11756664879398922,0.528469312362146,0.0954340870749396,0.778650812502667,0.9352333313531708,106.94925163309219
20,0.1,1,0.5,0.5,0.4,0.2857142857142857,20.779030139502712,0.14545433629942534,0.4573592607072132,0.06355178157394495,0.7015161335888616,0.9998524692679989,106.83482415422826
5,0.057,2,0.5,0.5,0.4,0.2857142857142857,4.310693656435449,0.018311642959313642,0.5685954625082364,0.2502957197925645,0.9837913160219136,0.7382200991409795,107.00540520733453
10,0.057,2,0.5,0.5,0.4,0.2857142857142857,10.096897434652531,0.09025849753679281,0.5702487777904026,0.16705802938245498,0.99944694758428,0.7719424862606282,107.5841370224706
15,0.057,2,0.5,0.5,0.4,0.2857142857142857,13.992336794829898,0.11251728050815424,0.455769978803912,0.07414987438741119,0.7033084825946669,0.9556654397318521,106.8243441864538
20,0.057,2,0.5,0.5,0.4,0.2857142857142857,3.6083210520812274,0.0032360519999148777,0.566158330092515,0.28689601021169847,0.9999999989056197,0.7305997692741601,106.98214492498343
5,0.025,2,0.5,0.5,0.4,0.2857142857142857,4.086777786817477,0.013605391248978853,0.5538805597472178,0.2533875476944959,0.9659907598041291,0.737025101094176,107.00218676391138
10,0.025,2,0.5,0.5,0.4,0.2857142857142857,9.959894300869024,0.08888557057468222,0.568148487790153,0.1656742009482532,0.9904706043675642,0.7768011135336969,107.53728475663395
15,0.025,2,0.5,0.5,0.4,0.2857142857142857,3.476763526023573,2.340915159987099e-5,0.5625548302139316,0.29431201909142735,0.9999990652128183,0.7299767663404053,106.98390309047828
20,0.025,2,0.5,0.5,0.4,0.2857142857142857,17.636712466411744,0.1315200147058569,0.4546461714736859,0.06482365904591285,0.6940461701707965,0.9996144020641113,106.80393085194768
5,0.1,2,0.5,0.5,0.4,0.2857142857142857,5.632849220089934,0.041246853979576614,0.5865251279140948,0.2202057298487229,1,0.744037295735354,107.1116620862417
10,0.1,2,0.5,0.5,0.4,0.2857142857142857,7.372949408067644,0.06387644724830735,0.5765610272140924,0.19153283513454628,1,0.7563022967811879,107.2933401303069
15,0.1,2,0.5,0.5,0.4,0.2857142857142857,15.854717272690507,0.12760866024663653,0.5359845687170891,0.13977003284500872,1,0.8003388174271657,108.13762240080867
20,0.1,2,0.5,0.5,0.4,0.2857142857142857,20.019389451354147,0.14237101664680474,0.45321070911737416,0.06290920157804919,0.6978324721973502,0.9988272672320208,106.8233265675235
5,0.057,2.5,0.5,0.5,0.4,0.2857142857142857,3.695554254020098,4.972038348644257e-4,0.30410004794412726,0.12381873567679808,0.6448066625829052,0.8160171701882152,107.53703002435725
10,0.057,2.5,0.5,0.5,0.4,0.2857142857142857,10.572990357685041,0.09416084641088215,0.5694960966643533,0.16370461017180335,0.9988630179211152,0.7765603041178173,107.63170445601868
15,0.057,2.5,0.5,0.5,0.4,0.2857142857142857,4.765564580826339,0.026715326369871485,0.570249855480303,0.2295473970999758,0.9982099060465268,0.7442464191619848,107.07225204555147
20,0.057,2.5,0.5,0.5,0.4,0.2857142857142857,18.351051311587838,0.13956812820346706,0.5174409596150218,0.13178025154947653,0.9973675395052874,0.8122712465469548,108.3245712016276
5,0.025,2.5,0.5,0.5,0.4,0.2857142857142857,3.878044682398457,0.008891598561916942,0.5385652833869641,0.25387160864871955,0.9426544651722513,0.740643429560401,107.0130114461786
10,0.025,2.5,0.5,0.5,0.4,0.2857142857142857,10.969835487066618,0.0926245743312697,0.45143537574592973,0.08672704987507998,0.7169324732563851,0.907036125851504,106.86928245237645
15,0.025,2.5,0.5,0.5,0.4,0.2857142857142857,15.78823705655876,0.12206171336757188,0.4525265402281282,0.06647620474392633,0.6901018123718418,0.9958320914481257,106.81487818744927
20,0.025,2.5,0.5,0.5,0.4,0.2857142857142857,23.789482865534993,0.15855158646888107,1.5733404588297564,0.38533118330069127,0.9997107357333963,0.3853658309023877,110.58712055212658
5,0.1,2.5,0.5,0.5,0.4,0.2857142857142857,3.6210992513259095,0.0035438937295225147,0.5651135139247332,0.28555827023670244,0.9978179117220864,0.7309329192415087,106.98321248014202
10,0.1,2.5,0.5,0.5,0.4,0.2857142857142857,9.5461267230313,0.08220825081824545,0.48008644724736194,0.10661547369748574,0.7603805517511182,0.8734464150008765,106.91545275657865
15,0.1,2.5,0.5,0.5,0.4,0.2857142857142857,18.25614214732677,0.1371304687651984,1.4417026888588715,0.3833313770380833,0.9657640168227297,0.42287751501383736,110.35603373765693
20,0.1,2.5,0.5,0.5,0.4,0.2857142857142857,6.991615910480384,0.05930756842458732,0.56016319894861,0.19163332236410086,0.990765300246789,0.7603044458214243,107.240835418955
5,0.057,1,1,0.5,0.4,0.2857142857142857,5.12906687173335,0.03219309440536964,0.5275958221291157,0.19867943449067743,0.8950449106459575,0.7629731440278285,107.0312131591178
10,0.057,1,1,0.5,0.4,0.2857142857142857,11.160753932853485,0.09864634625468491,0.5655450995664181,0.15984480908424514,0.9968189075806972,0.7782413897783936,107.68320179447073
15,0.057,1,1,0.5,0.4,0.2857142857142857,17.737063133682447,0.13755080021689708,0.5423009539629214,0.11815801567819832,0.9184612355941568,0.8717428396729187,107.78015838262755
20,0.057,1,1,0.5,0.4,0.2857142857142857,3.6641394942097216,0,3,1.7101226790656952,1,0.5581019816086301,109.71780413846487
5,0.025,1,1,0.5,0.4,0.2857142857142857,5.671305704731385,0.03983124762156074,0.4942226864842012,0.16604273298321748,0.8320133552806617,0.7860897826929638,107.02853775318844
10,0.025,1,1,0.5,0.4,0.2857142857142857,10.043568394720957,0.08439632349636775,0.3545998241190501,0.07914081908533271,0.7079261332710298,0.8226594704997983,107.11091441916103
15,0.025,1,1,0.5,0.4,0.2857142857142857,15.511819817084916,0.12089086758596213,0.4548634027875573,0.0693586630211455,0.6979477540929278,0.9768202815228457,106.81216524512189
20,0.025,1,1,0.5,0.4,0.2857142857142857,17.628761884573194,0.13150714877779404,0.45550938202751134,0.0648519748729901,0.693699267372277,0.9988812859884648,106.8041032277141
5,0.1,1,1,0.5,0.4,0.2857142857142857,4.600709348373902,0.023823685990044946,0.5660299497053156,0.23770265336285312,0.9735316223432691,0.7422585480988717,107.019519887075
10,0.1,1,1,0.5,0.4,0.2857142857142857,9.421475067909462,0.08041018335167409,0.4567715568043227,0.09824575794276433,0.731862981086846,0.8781695436554382,106.90685846118963
15,0.1,1,1,0.5,0.4,0.2857142857142857,14.577024875883886,0.12059484753788702,0.5358319127099531,0.14446721825414288,1,0.7895824129453686,108.02622759237391
20,0.1,1,1,0.5,0.4,0.2857142857142857,19.187883923617754,0.13869139389277113,0.4545849652646393,0.06363660327608765,0.6967983595866138,1,106.81174103133493
5,0.057,2,1,0.5,0.4,0.2857142857142857,3.6307794871948453,0.0037526864961843318,0.5670909018740681,0.2856715888108503,0.9999777691759779,0.7305958588832111,106.98215304060969
10,0.057,2,1,0.5,0.4,0.2857142857142857,14.40099106811884,0.11488745806129833,0.45321012097123037,0.07256878103363254,0.7014563839416321,0.9587487412005298,106.82059513404121
15,0.057,2,1,0.5,0.4,0.2857142857142857,12.323337030367558,0.10671588377298158,0.5500642069529327,0.15132291432526285,0.9914695468186296,0.7931266154266082,107.77405741679503
20,0.057,2,1,0.5,0.4,0.2857142857142857,20.482505743166964,0.14638723782983026,1.4087424565338678,0.3652740576151975,0.9981877047405636,0.4158121056184534,110.4353380333021
5,0.025,2,1,0.5,0.4,0.2857142857142857,3.784521683963166,0.007324278800472636,0.5676463423765368,0.27579840548668655,0.9928785327255247,0.732865516928634,106.98643924538008
10,0.025,2,1,0.5,0.4,0.2857142857142857,11.839242212540263,0.09886490084861813,0.4527046247625781,0.08259417661653629,0.7125641750109729,0.9213034287042241,106.8529052081056
15,0.025,2,1,0.5,0.4,0.2857142857142857,3.664041160662607,1.2987661765089252e-7,2.999983640787737,1.710020209027547,0.9999866279598588,0.5582719737475841,109.71785515511282
20,0.025,2,1,0.5,0.4,0.2857142857142857,19.051533966043927,0.1413726481906628,0.5096795355171082,0.12994382181537656,0.9961210260107747,0.8111899436949608,108.38280116045613
5,0.1,2,1,0.5,0.4,0.2857142857142857,3.697798369951135,0.005390300061183607,0.5677848504867997,0.28219159722581766,0.999862838739979,0.7309847703791823,106.98241984576528
10,0.1,2,1,0.5,0.4,0.2857142857142857,10.435512368489597,0.09304271742487522,0.5691264220235865,0.16482644847157185,1,0.7740721188856956,107.6217763929536
15,0.1,2,1,0.5,0.4,0.2857142857142857,12.067851653605114,0.09878902948863871,2.6922171721323043,0.8807890750291987,1,0.35444722262852146,110.56543825226423
20,0.1,2,1,0.5,0.4,0.2857142857142857,20.212063789962112,0.14542141324347102,1.4087976460793508,0.3656160704263041,0.999970707586321,0.41804363306998665,110.42184322000627
5,0.057,2.5,1,0.5,0.4,0.2857142857142857,3.5218726113968333,0,0.5026812105129896,0.25538315569388087,0.9007832373200759,0.7394951565680162,107.06385226505155
10,0.057,2.5,1,0.5,0.4,0.2857142857142857,16.830503972861223,0.13259241981382774,0.5366595388575667,0.1367079802588065,0.9996712338845295,0.8073879307954559,108.21888212850017
15,0.057,2.5,1,0.5,0.4,0.2857142857142857,16.791180542979802,0.13228281606765926,0.5300227807133506,0.13697432021660197,0.9995885989809041,0.8021485446037981,108.21404807358168
20,0.057,2.5,1,0.5,0.4,0.2857142857142857,20.89095889006813,0.14804757739433433,1.4615488648720583,0.37429916128022134,1,0.40858860779435746,110.45495584698536
5,0.025,2.5,1,0.5,0.4,0.2857142857142857,4.064891900061065,0.013377354548594105,0.563539974414121,0.2584118627723043,0.978210678842689,0.7363618365760258,106.99765860770849
10,0.025,2.5,1,0.5,0.4,0.2857142857142857,12.835594028343252,0.10931865483943176,0.5489705392964013,0.12819916128371786,0.8988920473738745,0.8574825906332108,107.3770704601743
15,0.025,2.5,1,0.5,0.4,0.2857142857142857,16.337698957191897,0.13040856538232293,0.5442604054911966,0.13462557674923661,0.9829033196400377,0.8206095821870748,108.07849836523081
20,0.025,2.5,1,0.5,0.4,0.2857142857142857,3.6414674366876385,2.4605914659335045e-6,2.707150568674929,1.515032009875021,1,0.5664128887894848,109.64268503166404
5,0.1,2.5,1,0.5,0.4,0.2857142857142857,6.644260975530328,0.05537591066383374,0.5938012670203375,0.2021253935072431,0.9982333488382493,0.7527305327502991,107.21264053469524
10,0.1,2.5,1,0.5,0.4,0.2857142857142857,8.880969553436813,0.07892358997281057,0.5585797598509924,0.15594539689464934,0.9215429382153141,0.8087635913235698,107.22509163178927
15,0.1,2.5,1,0.5,0.4,0.2857142857142857,20.87305329757251,0.14922494091239266,0.5289192440649857,0.10277171680066358,0.8848645391608956,0.942604589374207,107.7248807977769
20,0.1,2.5,1,0.5,0.4,0.2857142857142857,19.206650945445706,0.14316448061072762,0.5133539861987395,0.12921742122067376,0.9951610161339672,0.8173929419528545,108.37471500257442
5,0.057,1,0.5,0.7,0.4,0.2857142857142857,5.245410883723884,0.03398848346557543,0.5227352227679348,0.19206229288572754,0.8836698960896266,0.7678870134845718,107.0315574185879
10,0.057,1,0.5,0.7,0.4,0.2857142857142857,9.372526296985534,0.07997332301301824,0.4560492745518593,0.09832296220153935,0.7315819643659005,0.8774221178717587,106.90824632543743
15,0.057,1,0.5,0.7,0.4,0.2857142857142857,15.235614746127807,0.11945065085986989,0.4531889098460614,0.0700356391205315,0.6981612665079996,0.972052714167968,106.81394753480612
20,0.057,1,0.5,0.7,0.4,0.2857142857142857,19.122707989711227,0.14023662217360713,0.4901307984543771,0.12853314857429693,0.9791198687955184,0.7977735426341439,108.3292827406219
5,0.025,1,0.5,0.7,0.4,0.2857142857142857,4.506034735550505,0.02230094954043185,0.5776399751609089,0.24751076967537822,0.9959182988689996,0.7382722176901606,107.01616275937394
10,0.025,1,0.5,0.7,0.4,0.2857142857142857,10.072301461994236,0.08993538978213123,0.568163687496112,0.16703850246094842,0.9978065553509202,0.7715149700853827,107.57572578136892
15,0.025,1,0.5,0.7,0.4,0.2857142857142857,14.207853621382245,0.11366519082569139,0.45178382010507406,0.07295886358127426,0.7016621549984081,0.9621263724135701,106.82290638618652
20,0.025,1,0.5,0.7,0.4,0.2857142857142857,19.785177963909405,0.14610493400003127,1.074632060429881,0.25160576892092246,0.9493347593015833,0.49353362187368377,110.29822872909125
5,0.1,1,0.5,0.7,0.4,0.2857142857142857,5.334108971008194,0.0364993778778938,0.5804900167979938,0.2234741468629751,0.9889062782866622,0.7446348220133989,107.07542122859185
10,0.1,1,0.5,0.7,0.4,0.2857142857142857,10.030041435065481,0.08543948612936497,0.45380493276966094,0.09316286615367395,0.7252102464761259,0.8892276846011149,106.89065787433546
15,0.1,1,0.5,0.7,0.4,0.2857142857142857,14.118548933081275,0.11327746946593972,0.45463792947580306,0.07371507114385965,0.7029244196264667,0.9564715155447991,106.82306520666158
