beta_0_init,xi_init,k_init,lambda_init,f_1_init,f_2_init,dif,beta_0_fit,xi_fit,k_fit,lambda_fit,f_1_fit,f_2_fit,rmse
15,0.057,2,0.5,0.3,0.6,0.2857142857142857,5.702981175297744,0.03477483230960543,0.5811662689733097,0.2270925928189354,0.9725226250229286,0.7515002366810112,8.008553845991354
20,0.057,2,0.5,0.3,0.6,0.2857142857142857,4.941416925893007,0.022710248132838617,0.57374962376706,0.2534889283307342,0.9848263751767152,0.7433463885510476,7.905380128909216
5,0.025,2,0.5,0.3,0.6,0.2857142857142857,4.489517139162597,0.014526173761364669,0.5594334581257878,0.26991907475791255,0.9779585560838823,0.7437606184052359,7.962512256991095
10,0.025,2,0.5,0.3,0.6,0.2857142857142857,5.9015693128914615,0.037732540309699136,0.5908272162219967,0.22252739052101295,0.9778514945669963,0.7644012325363123,8.022880256121434
15,0.025,2,0.5,0.3,0.6,0.2857142857142857,4.430539584084292,0.013410044235005414,0.5647065495569402,0.27431917486562435,0.9856707043302496,0.7360490557636585,7.933008153919093
20,0.025,2,0.5,0.3,0.6,0.2857142857142857,4.058041475734646,0.005900119273994087,0.5726085354163969,0.28383684446449897,0.9971369983465979,0.9885981669968726,10.813008785241369
5,0.1,2,0.5,0.3,0.6,0.2857142857142857,1.852055978676297,3.3886813437522534e-6,0.08589063405311265,1.4392321927014784e-4,0.9999985554726409,2.9174958930233696e-5,47.40497621578398
10,0.1,2,0.5,0.3,0.6,0.2857142857142857,5.866354569055032,0.03723706326142778,0.5916260848383238,0.2245464146338378,0.9809724490578822,0.7620599673760655,8.009031835421476
15,0.1,2,0.5,0.3,0.6,0.2857142857142857,5.274139791261221,0.028226435896751,0.5770276556605137,0.23914990890623977,0.9759689971409726,0.7560079720492288,7.958915632034704
20,0.1,2,0.5,0.3,0.6,0.2857142857142857,38.18881455968401,0.19407534306443786,0.6473841653763883,0.0747584758255267,0.793886393743636,0.9921798739275565,9.84307895855696
5,0.057,2.5,0.5,0.3,0.6,0.2857142857142857,5.946261107271768,0.038388055351801675,0.5797298779488602,0.2209656360939775,0.9675463286839957,0.7848434926585952,8.077466407134482
10,0.057,2.5,0.5,0.3,0.6,0.2857142857142857,5.114623675995746,0.02557960547656879,0.5698871443438431,0.24526278174723876,0.9754252204432002,0.7496486981007418,7.948598421852288
15,0.057,2.5,0.5,0.3,0.6,0.2857142857142857,6.7550008759917946,0.04872854779945729,0.5681123760974736,0.19450988736905683,0.9283065565926745,0.7813511943676819,8.22935601299674
20,0.057,2.5,0.5,0.3,0.6,0.2857142857142857,4.591759789203467,0.016588736762688516,0.5650268556727291,0.2659925177604967,0.9907511799023075,0.04070382909629072,8.961024655139056
5,0.025,2.5,0.5,0.3,0.6,0.2857142857142857,4.49149708991635,0.014735301819716218,0.5687483187737797,0.2717331647529402,0.9976166521465828,0.0016020272744626807,8.957729588084982
10,0.025,2.5,0.5,0.3,0.6,0.2857142857142857,5.285556597580499,0.028137147692961606,0.5442206167492285,0.22868892295526205,0.9420956529433993,0.010832555104649533,9.150232198176631
15,0.025,2.5,0.5,0.3,0.6,0.2857142857142857,4.813712608103549,0.02044027979964752,0.5742280824239743,0.2586090629378713,0.9847787633105136,0.743349366512617,7.905999321514188
20,0.025,2.5,0.5,0.3,0.6,0.2857142857142857,6.854024867129511,0.04982616624030506,0.5583865716155137,0.1899513009088883,0.91410621221773,0.7882264962573102,8.266954171843013
5,0.1,2.5,0.5,0.3,0.6,0.2857142857142857,3.008312870390535,0.0674987352373882,0.8379215871536443,0.6209957083523499,0.9183612483038543,0.772170311206388,48.05892048613944
10,0.1,2.5,0.5,0.3,0.6,0.2857142857142857,4.147779161552753,1.948958769149023e-6,2.999972556741376,1.8541687918073877,0.9999980358759566,5.318672417486958e-6,29.90250902598295
15,0.1,2.5,0.5,0.3,0.6,0.2857142857142857,11.727382935903155,0.09413464620156842,0.5119332321285506,0.11385173813002286,0.7728312880598502,0.9895873777988886,8.215153484600494
20,0.1,2.5,0.5,0.3,0.6,0.2857142857142857,28.724424087706236,0.17266625489980952,0.8321175772402513,0.10254490176765241,0.9803147354645221,0.009724272633799214,12.443205977203771
5,0.057,1,1,0.3,0.6,0.2857142857142857,1.8746245866727351,1.4129818292352159e-5,0.13641670805790718,0.09931160443406678,0.9999736637098753,0.9999943937251912,47.19219287311566
10,0.057,1,1,0.3,0.6,0.2857142857142857,5.6783613633689285,0.03402301244465694,0.5677332442386629,0.22048990417452408,0.964540205053684,0.7610072244554822,8.11712129482223
15,0.057,1,1,0.3,0.6,0.2857142857142857,5.675249509510358,0.034218523185834515,0.5901960165897109,0.22072921292203163,0.9766537661958268,0.97801619473036006,9.819588007110143
20,0.057,1,1,0.3,0.6,0.2857142857142857,5.171594810074254,0.02630759372004937,0.5442940902918796,0.23338192337841424,0.9460828550095359,0.07349761419669737,9.107369208916817
5,0.025,1,1,0.3,0.6,0.2857142857142857,4.5722816800744415,0.015985947296919323,0.5586941640703849,0.2646406110388168,0.972794093310354,0.7390451181669778,7.975574562676252
10,0.025,1,1,0.3,0.6,0.2857142857142857,5.390795560881152,0.030038146089789386,0.5818499118038343,0.23770608313528546,0.9808578588957235,0.7532219580412591,7.946756828975597
15,0.025,1,1,0.3,0.6,0.2857142857142857,4.820637212632526,0.020579340178218386,0.5591373177299317,0.2525198873014308,0.9746217163897544,0.03223082651300485,9.013250368132635
20,0.025,1,1,0.3,0.6,0.2857142857142857,5.1508953099464545,0.02626729681204537,0.5713699455679451,0.24502188428084865,0.9741862579351768,0.7400504590964685,7.961119288622475
5,0.1,1,1,0.3,0.6,0.2857142857142857,1.9199000352691886,0.005021139847476708,0.11648045902249704,0.010395860282861158,0.9986555065872407,0.9991192308475417,47.332406774662644
10,0.1,1,1,0.3,0.6,0.2857142857142857,1.867585568812009,6.120964321649214e-4,0.09453063842858012,0.00149378399715272,0.9988045540158377,0.9999161458762615,47.22637232237861
15,0.1,1,1,0.3,0.6,0.2857142857142857,4.638037436826517,0.017523060809106372,0.5667017429624489,0.26555321245065955,0.9941651678040357,0.004039449882390189,8.971796237460065
20,0.1,1,1,0.3,0.6,0.2857142857142857,4.623686855157205,0.017122180551218835,0.5639971440201109,0.26356479545722106,0.9870460569150621,0.0334867518015588,8.97233459219103
5,0.057,2,1,0.3,0.6,0.2857142857142857,4.142032893120973,1.2444095196184612e-5,2.9998762466156705,1.8309812299787107,0.9999838894960679,0.5501219975445969,29.625486049456978
10,0.057,2,1,0.3,0.6,0.2857142857142857,4.5429865642281335,0.015712846931422608,0.5707809386917293,0.2699893852510005,0.9982246711737336,0.022645196537903423,8.94987629722669
15,0.057,2,1,0.3,0.6,0.2857142857142857,4.315065336869792,0.011195837020741839,0.5643548080870788,0.28098152654040215,0.9890910566293722,0.7327434286300156,7.939042358957697
20,0.057,2,1,0.3,0.6,0.2857142857142857,5.209007905186893,0.027199008587305396,0.5835963138862644,0.24517133992026008,0.9893042412172468,0.7495485979573976,7.902853630951383
5,0.025,2,1,0.3,0.6,0.2857142857142857,4.907830464464393,0.021969738272443362,0.5634678309902637,0.25064750844193473,0.9696305121512396,0.7443991541688061,7.969264247906727
10,0.025,2,1,0.3,0.6,0.2857142857142857,4.611672257552497,0.01694308444094067,0.5671246765508553,0.26521926090407433,0.9917582081770526,0.004270364794911552,8.970940807288205
15,0.025,2,1,0.3,0.6,0.2857142857142857,5.048255003802935,0.0244900382503892,0.5765468563371448,0.24947477776328802,0.9841375874326688,0.7458853330481809,7.910382167764831
20,0.025,2,1,0.3,0.6,0.2857142857142857,4.148848957565255,2.118927625249789e-6,2.9999525168574905,1.8571710663133767,0.9999945638670246,3.0247548045592154e-5,29.902536164472213
5,0.1,2,1,0.3,0.6,0.2857142857142857,1.8643437943468033,3.3256417718341424e-4,0.0982627964588294,0.008572518229143289,0.9977603415930678,0.9981333692891501,47.217307710340634
10,0.1,2,1,0.3,0.6,0.2857142857142857,37.007521872257676,0.19431662399764527,0.8682710477272361,0.09445945052990434,0.9902894204650596,0.008102692988570692,13.123700669531537
15,0.1,2,1,0.3,0.6,0.2857142857142857,19.600826054964028,0.13994363217627792,0.7706726100779933,0.11893611104961921,0.9744418934779271,0.9544283232023354,10.337829090969766
20,0.1,2,1,0.3,0.6,0.2857142857142857,4.149182024775067,2.9712883755639297e-6,2.999991319773571,1.8550369119915873,0.9999988905647685,9.466626824604085e-4,29.902472641135557
5,0.057,2.5,1,0.3,0.6,0.2857142857142857,4.835570107090632,0.02081682870134477,0.5719102221911481,0.25687547588942755,0.9834376549298446,0.7441193125683275,7.909819594500355
10,0.057,2.5,1,0.3,0.6,0.2857142857142857,4.152300020194424,1.3791776609484163e-5,2.9999795264508586,1.825473636778809,0.999995767681606,0.5486697726909722,29.625524006388417
15,0.057,2.5,1,0.3,0.6,0.2857142857142857,6.302457070321665,0.0429104206028621,0.5633674195277456,0.2045876190630248,0.9333034419440751,0.7701242971659298,8.181596127158214
20,0.057,2.5,1,0.3,0.6,0.2857142857142857,16.625790614750727,0.12224362570261782,0.46874553087403653,0.07782812720072813,0.6970101526812635,0.9595402404334417,7.3734853154128785
5,0.025,2.5,1,0.3,0.6,0.2857142857142857,4.76511003410462,0.019543084295852442,0.5518315204572378,0.2523571790017526,0.9652756087970817,0.1399966640264394,8.99422358239238
10,0.025,2.5,1,0.3,0.6,0.2857142857142857,3.800454199660468,5.205857069339181e-4,0.551845417086241,0.30821790356621576,0.9951054616020749,0.006331382402031904,9.108554253196056
15,0.025,2.5,1,0.3,0.6,0.2857142857142857,4.462298765070367,0.013963340197841845,0.5587313890574801,0.2709975389132774,0.9776534817826046,0.7373503630277892,7.966465731390935
20,0.025,2.5,1,0.3,0.6,0.2857142857142857,4.345776980078639,0.011853404607376772,0.5586136152421883,0.27621123005472065,0.9879208089286147,0.04541517458564348,8.972502712757153
5,0.1,2.5,1,0.3,0.6,0.2857142857142857,3.0066419967778013,0.06484593618198958,0.630437078544441,0.35484644014831246,0.8490790478734601,0.8743219696201516,47.98921081009881
10,0.1,2.5,1,0.3,0.6,0.2857142857142857,4.429559628604163,0.013478896376814375,0.5594069461023243,0.2717236201469441,0.9868276187563516,0.014729621892228095,8.980030822495568
15,0.1,2.5,1,0.3,0.6,0.2857142857142857,4.522853151831763,0.015237216099123096,0.560527116662741,0.2672048604328575,0.9855256798321829,0.01374710632439946,8.98125318567024
20,0.1,2.5,1,0.3,0.6,0.2857142857142857,10.213134115654036,0.08400911250740867,0.6422258978733114,0.15543811060529789,0.9531290993908188,0.9593794526454371,9.053745638771007
5,0.057,1,0.5,0.7,0.6,0.2857142857142857,6.87826306364374,0.05072351037929751,0.6053150648543804,0.20157932855998484,0.9732701667749553,0.7867558011616758,8.200231403954012
10,0.057,1,0.5,0.7,0.6,0.2857142857142857,6.36321381365671,0.04406814545133719,0.5961951017514445,0.2118794785483507,0.9758425479578682,0.7727520385005018,8.101175319055566
15,0.057,1,0.5,0.7,0.6,0.2857142857142857,4.415775005791089,0.013195640938921338,0.5569610199811181,0.27168529214469384,0.9841146610932492,0.018271636868746666,8.986677798194973
20,0.057,1,0.5,0.7,0.6,0.2857142857142857,4.731763121986061,0.018963017036533025,0.5643195939166028,0.2599109435775211,0.9788752377177533,0.7456291396510475,7.9353106607841735
5,0.025,1,0.5,0.7,0.6,0.2857142857142857,4.393997278720496,0.012725227497865865,0.5674054356525067,0.27729337905770246,0.9903796083822634,0.736123138406059,7.917726243577292
10,0.025,1,0.5,0.7,0.6,0.2857142857142857,5.443180510051842,0.030615937793312786,0.5645610401286092,0.23052452874537338,0.9559235704446797,0.7476638583637738,8.042691087389127
15,0.025,1,0.5,0.7,0.6,0.2857142857142857,5.534715185797509,0.03235014207635184,0.586443967176875,0.23448993693989578,0.9831608683629607,0.7561963201422623,7.957405288270924
20,0.025,1,0.5,0.7,0.6,0.2857142857142857,5.210983327623464,0.02724240811218226,0.555784972167069,0.23748814416533837,0.9580189625453048,0.5934748774534876,8.413798411768715
5,0.1,1,0.5,0.7,0.6,0.2857142857142857,4.540547287626642,0.006561740309074249,0.4954450758824527,0.09943104786929702,0.009515877083983104,0.9474037398900539,38.57184624502863
10,0.1,1,0.5,0.7,0.6,0.2857142857142857,4.499932806455744,0.014890787690177543,0.5672843838968118,0.2707536387814606,0.9955255253265631,0.0036709852726680148,8.961449469534895
15,0.1,1,0.5,0.7,0.6,0.2857142857142857,7.651523000531588,0.05970720437737931,0.6188420709880724,0.18814338779570033,0.9738793275072004,0.7948641256656994,8.356075997692223
20,0.1,1,0.5,0.7,0.6,0.2857142857142857,4.493751807281008,0.014752344346829926,0.5662748687879626,0.270881560560909,0.9942785259799582,0.02201599824000633,8.958256394433546
5,0.057,2,0.5,0.7,0.6,0.2857142857142857,5.645254497206094,0.03393855829613779,0.5843103027105323,0.22947845117770221,0.9772353344943496,0.7599787420095901,7.98677972212414
10,0.057,2,0.5,0.7,0.6,0.2857142857142857,6.24924961353636,0.04255656620642945,0.592496308351656,0.21242038444324163,0.9687191962480237,0.7657759510131542,8.10038162011893
15,0.057,2,0.5,0.7,0.6,0.2857142857142857,10.499793441722684,0.08500431748061898,0.533090375117809,0.13063680216375861,0.8219317257641248,0.9588941536642452,8.404407951399902
20,0.057,2,0.5,0.7,0.6,0.2857142857142857,5.313509339785201,0.02865887400641165,0.5668696797196835,0.23581190673906982,0.963390067140973,0.7547609569182196,8.004369084802251
5,0.025,2,0.5,0.7,0.6,0.2857142857142857,4.7375458037264035,0.018970972531832053,0.5609012026315308,0.257454103752469,0.9721441281487606,0.7408471030989385,7.96459754995226
10,0.025,2,0.5,0.7,0.6,0.2857142857142857,5.035835382783878,0.02420347099076897,0.5685797261987399,0.2472062906101783,0.9716023458827916,0.7461416185439541,7.960821020172947
15,0.025,2,0.5,0.7,0.6,0.2857142857142857,4.711552122700824,0.018715571714703005,0.5758679794311097,0.2639989277369747,0.9929598611077187,0.7424886973494846,7.8747307083153935
20,0.025,2,0.5,0.7,0.6,0.2857142857142857,4.58961105149466,0.01644649475284843,0.5707161483492086,0.26805746528811863,0.9888624954420981,0.7395064608655959,7.899035626953796
5,0.1,2,0.5,0.7,0.6,0.2857142857142857,3.865605369523337,0.001983293160050359,0.5558337774778037,0.3049200710807233,0.9984426359144063,0.007865581860527382,9.070032343429052
10,0.1,2,0.5,0.7,0.6,0.2857142857142857,6.788076860001333,0.04963626113138342,0.6064066246115951,0.20408808991595934,0.9790824141167147,0.7669393346542905,8.1856350359742
15,0.1,2,0.5,0.7,0.6,0.2857142857142857,5.060490065995655,0.024685908907888854,0.5760052750399272,0.24859154168716108,0.9826105921749964,0.7456564243896515,7.916615231741285
20,0.1,2,0.5,0.7,0.6,0.2857142857142857,5.301991708278728,0.028754137071034913,0.5873514680851195,0.24191359577750732,0.9872521835582735,0.7593974008779718,7.924690014501978
5,0.057,2.5,0.5,0.7,0.6,0.2857142857142857,4.695327779106919,0.0183758097243904,0.5734009349054385,0.264117657699552,0.9900949453040979,0.7399003196598596,7.8866987190616635
10,0.057,2.5,0.5,0.7,0.6,0.2857142857142857,8.147023551660643,0.06389756157101611,0.5332011381020042,0.15929039755022367,0.8558820824363558,0.8003886796557472,8.373807126947295
15,0.057,2.5,0.5,0.7,0.6,0.2857142857142857,5.341515416901721,0.028256054768940997,0.4824292535307879,0.20681152143914333,0.8514113813722506,0.778085862597969,8.709530073351404
20,0.057,2.5,0.5,0.7,0.6,0.2857142857142857,8.968089928184463,0.07304845163686641,0.6297157808896616,0.1678989510271378,0.9594664724065827,0.9430371840673826,8.964543180715074
5,0.025,2.5,0.5,0.7,0.6,0.2857142857142857,4.078269831703267,0.006378982628980734,0.5578791522604182,0.2926296705865088,0.987191556124779,0.7321673203462186,8.015816402799224
10,0.025,2.5,0.5,0.7,0.6,0.2857142857142857,14.610124302334203,0.1113719469151408,0.4531885414093852,0.08242469891573317,0.7004249778077315,0.036965207214120055,8.828887066663775
15,0.025,2.5,0.5,0.7,0.6,0.2857142857142857,6.226690275406979,0.04193721060028771,0.5627066430407278,0.20636039331884115,0.9339225673071957,0.7688097837715218,8.174921632614879
20,0.025,2.5,0.5,0.7,0.6,0.2857142857142857,4.865741506940413,0.021461329113853123,0.5692491341947918,0.2540608662554831,0.9868361364496785,0.03921105540402131,8.987214514486775
5,0.1,2.5,0.5,0.7,0.6,0.2857142857142857,4.836971704260103,0.020888340314484777,0.5740053609606405,0.25750866914561854,0.9865401303956403,0.7424687833877094,7.897149505859394
10,0.1,2.5,0.5,0.7,0.6,0.2857142857142857,5.468133744163845,0.030977995551245197,0.5687700380248926,0.22485753472657255,0.9558108789202262,0.9298925006635945,9.230455797763023
15,0.1,2.5,0.5,0.7,0.6,0.2857142857142857,4.664116291512417,0.017695077525736624,0.5616680043977154,0.2617902351331251,0.9744859084686034,0.7373933137607218,7.958195545965127
20,0.1,2.5,0.5,0.7,0.6,0.2857142857142857,6.142301274165909,0.041152326180618204,0.5868662937155413,0.21441302952559854,0.9753818456539698,0.017848952492448056,9.241366222637007
5,0.057,1,1,0.7,0.6,0.2857142857142857,4.882243405053231,0.021646587263304262,0.5729903484743158,0.2551529672603656,0.9838157108463065,0.7434077725112965,7.907934113012056
10,0.057,1,1,0.7,0.6,0.2857142857142857,4.541771376609589,0.015647400565366232,0.5655338501456284,0.268100761904845,0.9915377174404039,0.008352229330194194,8.968728483239289
15,0.057,1,1,0.7,0.6,0.2857142857142857,5.214506272536186,0.02727851233385048,0.5836024804268479,0.24505840409776408,0.9892681714688328,0.7524349274583346,7.903775246547804
20,0.057,1,1,0.7,0.6,0.2857142857142857,5.074261907976066,0.024870878167260413,0.5731748518811222,0.24704411097278017,0.9782165982280088,0.7465345199529384,7.934013565275865
5,0.025,1,1,0.7,0.6,0.2857142857142857,5.5695047953557,0.03251967226941682,0.5582044349851385,0.22441163413629023,0.9444842657906106,0.7611695853805462,8.09586485212545
10,0.025,1,1,0.7,0.6,0.2857142857142857,5.290135579281811,0.028398157750791964,0.5773253187888747,0.2398135879543502,0.9778413185512047,0.7500124106674437,7.947875287527402
15,0.025,1,1,0.7,0.6,0.2857142857142857,5.053394518780596,0.0245151464145007,0.5712520837813981,0.2474418638236675,0.9768593417764705,0.7472305775895647,7.9385864721327435
20,0.025,1,1,0.7,0.6,0.2857142857142857,5.987327202745025,0.038530413646162276,0.5437567777201799,0.20645651715077912,0.9217219674532435,0.04167049556128888,9.267310142050357
5,0.1,1,1,0.7,0.6,0.2857142857142857,1.8589983560137346,4.0862159988996893e-8,0.09394213110065269,7.453722933314921e-8,0.9999999624797944,0.9999999838820346,47.21271594926224
10,0.1,1,1,0.7,0.6,0.2857142857142857,4.842433352712638,0.02091434546563764,0.5701610636580202,0.2561080385978662,0.9809287043468136,0.7436733705490579,7.920175308234569
15,0.1,1,1,0.7,0.6,0.2857142857142857,5.063922042114111,0.02491651828902519,0.5804164659877313,0.24978730427287382,0.992210514919931,0.745458717663311,7.887819319256807
20,0.1,1,1,0.7,0.6,0.2857142857142857,4.222998430005244,0.009506732305486876,0.5625281856500124,0.2844785996375655,0.997391860804123,0.018537648325244016,8.97178520899203
5,0.057,2,1,0.7,0.6,0.2857142857142857,5.286547597453115,0.028420766043932455,0.582351589886052,0.24167510561624278,0.9853626580332109,0.752560768102579,7.922512394041683
10,0.057,2,1,0.7,0.6,0.2857142857142857,6.75329248485093,0.048487959563659644,0.5482219153551805,0.18967332286982475,0.9034392822139791,0.7851423263831304,8.291963071190278
15,0.057,2,1,0.7,0.6,0.2857142857142857,5.358681564334176,0.029427010909360618,0.5759566559875271,0.2371794850659209,0.9730258737036098,0.7647712715803683,7.975369326141823
20,0.057,2,1,0.7,0.6,0.2857142857142857,5.39923110273172,0.03015542605694521,0.5751429205870893,0.236212799057942,0.9726392147293578,0.7480052467175141,7.976785587031987
5,0.025,2,1,0.7,0.6,0.2857142857142857,4.937097034641389,0.022598037243114544,0.5750698214752401,0.25354482525300376,0.9848286783379832,0.744706339803817,7.904368666517463
10,0.025,2,1,0.7,0.6,0.2857142857142857,4.389882253411789,0.012716318752964917,0.5587200711775321,0.2737686248344059,0.9865352164397534,0.04510532769217662,8.972911137164864
15,0.025,2,1,0.7,0.6,0.2857142857142857,5.365905758503748,0.029528306670571103,0.5715292985177972,0.23582078129000278,0.9693689304757309,0.7508460182424508,7.984597223929047
20,0.025,2,1,0.7,0.6,0.2857142857142857,4.13832695350097,0.00760571277244021,0.542477827335065,0.2821167034561875,0.9724408420920032,0.02804871077006882,9.05405476726152
5,0.1,2,1,0.7,0.6,0.2857142857142857,4.148474503320248,1.7818745932651758e-6,2.9999950584081856,1.8571692138273348,0.999998951376389,4.891138123308547e-5,29.90250393718701
10,0.1,2,1,0.7,0.6,0.2857142857142857,4.279264738363617,0.010589499475626873,0.5603374477022385,0.28048396236420764,0.9929134514331381,0.01719952270420566,8.975711947678304
15,0.1,2,1,0.7,0.6,0.2857142857142857,12.69589041683803,0.10315538062336632,0.6929028015732162,0.14555773368295216,0.9838126621394128,0.8511752737907112,9.413508763415093
20,0.1,2,1,0.7,0.6,0.2857142857142857,5.327031450085058,0.028905919331104646,0.5547297641282749,0.23067825869382802,0.9544989154022624,0.01093623841275676,9.122642405012153
5,0.057,2.5,1,0.7,0.6,0.2857142857142857,5.478316550227569,0.031333112869167845,0.5755464306189385,0.2325792372632946,0.9716157947144592,0.7500129124382947,7.986835984523978
10,0.057,2.5,1,0.7,0.6,0.2857142857142857,5.473176252271186,0.030471871927217842,0.49162905483777053,0.20597910546723308,0.8674950366262195,0.8456363596548337,8.82899397335285
15,0.057,2.5,1,0.7,0.6,0.2857142857142857,38.67698926627541,0.1913735552803762,0.5460738608395133,0.03952345627681281,0.6438691775480655,0.9948086009604247,9.660259207812437
20,0.057,2.5,1,0.7,0.6,0.2857142857142857,4.052530772439282,0.005973326148654534,0.5580939191723575,0.29317156113166437,0.9960723535573307,0.0055182162156969805,9.013395576765653
5,0.025,2.5,1,0.7,0.6,0.2857142857142857,7.382703355121565,0.055869098655275506,0.5452828244802479,0.17538546960997964,0.8866120792268852,0.7975340156526405,8.340052661897145
10,0.025,2.5,1,0.7,0.6,0.2857142857142857,3.957022413354998,0.0037209546797297155,0.5437707382959167,0.29476685017263937,0.9714860827153375,0.7263815291626328,8.14626034351567
15,0.025,2.5,1,0.7,0.6,0.2857142857142857,4.519862033323346,0.01527180186588556,0.5674348489859655,0.2699617167111935,0.9947818047195258,0.04001478848887963,8.951033361992106
20,0.025,2.5,1,0.7,0.6,0.2857142857142857,4.225504312014654,0.00947801798081882,0.5563996604032242,0.2822467873643,0.9888710239299658,0.019325318225109023,8.992578370306575
5,0.1,2.5,1,0.7,0.6,0.2857142857142857,1.859026805371602,6.484103014625653e-6,0.09387388436548055,3.2989903184343916e-5,0.9999668201619729,0.9999788550171236,47.21282346173321
10,0.1,2.5,1,0.7,0.6,0.2857142857142857,4.4064083539861665,0.012972185586737961,0.5688862664192025,0.2768771541222792,0.9915028558860575,0.7364882461433795,7.910725862696008
15,0.1,2.5,1,0.7,0.6,0.2857142857142857,4.149638461676794,5.253675692595827e-6,2.9999703785540173,1.854150282731825,0.9999981061192631,2.368663939600335e-6,29.902743797726767
20,0.1,2.5,1,0.7,0.6,0.2857142857142857,16.366723872351496,0.12483826637453327,0.7312894972135092,0.12957996332024252,0.9881778670314187,0.011223157648563131,11.247296131033893
5,0.057,1,0.5,0.3,1,0.2857142857142857,7.367254730535439,0.056995153645464924,2.999999648684015,0.3512783545466641,0.9999999999999998,1,39.51869052354618
10,0.057,1,0.5,0.3,1,0.2857142857142857,7.655859785614705,0.05700219954762431,2.999999999999999,0.6387795195108785,0.9999999999999997,1,35.92330412999857
15,0.057,1,0.5,0.3,1,0.2857142857142857,39.99991566639749,0.20266304092005255,2.999999999999999,0.3934546646061155,0.9999902355398671,1,34.70554741041586
20,0.057,1,0.5,0.3,1,0.2857142857142857,39.99999999999998,0.9999999999999994,2.9999999999999982,1.1657341758564144e-15,0.9999999999999994,1,52.53042292722318
5,0.025,1,0.5,0.3,1,0.2857142857142857,5.158117638236506,0.026244277827018048,0.5981144815598616,0.23750911693040178,0.9999999999999997,1,10.348879936422023
10,0.025,1,0.5,0.3,1,0.2857142857142857,39.999999274329376,0.20691336199234384,2.999999999999999,1.0489209939512634e-7,0.9999999898234849,1,42.511339853544605
15,0.025,1,0.5,0.3,1,0.2857142857142857,39.99999999999998,0.9999999999999994,2.9999999999999982,1.1657341758564144e-15,0.9999999999999994,1,52.53042292722318
20,0.025,1,0.5,0.3,1,0.2857142857142857,39.99999999999998,0.9999999999999994,2.9999999999999982,1.1657341758564144e-15,0.9999999999999994,1,52.53042292722318
5,0.1,1,0.5,0.3,1,0.2857142857142857,39.999820720908374,0.20265052342658563,2.999999999999999,0.3935238455887825,0.9999999999999997,1,34.70544879025029
10,0.1,1,0.5,0.3,1,0.2857142857142857,12.761791877406875,0.10000003181040545,2.999994850670433,0.46606917149143295,0.9999999999999998,1,36.31434925369661
