beta_0_init,k_init,lambda_init,f_1_init,f_2_init,dif,xi,beta_0_fit,k_fit,lambda_fit,f_1_fit,f_2_fit,rmse
5,1,0.5,0.3,0.6,0.2857142857142857,0,3.4638574074895434,0.45767101304213703,0.30622810503130515,0.9734732237926818,0.018450866803031596,9.489393101016459
10,1,0.5,0.3,0.6,0.2857142857142857,0,3.4524715755065416,0.4787932361752709,0.31988649029794247,0.9920158094238403,0.7208039642561369,8.452804370633263
15,1,0.5,0.3,0.6,0.2857142857142857,0,3.5074525019261316,0.4123647291185477,0.27806132136501593,0.9091223376202686,0.7326195615649324,9.314552470461178
20,1,0.5,0.3,0.6,0.2857142857142857,0,3.473972032388497,0.4534585026973835,0.3042873921816842,0.9599862001443943,0.7123574748864876,8.736044341429304
5,2,0.5,0.3,0.6,0.2857142857142857,0,3.460934900976791,0.46151159321889734,0.30897981306048217,0.9778252429950086,0.04651759475736905,9.45015880507952
10,2,0.5,0.3,0.6,0.2857142857142857,0,3.4763696689825796,0.45187897110556874,0.30256669896411637,0.9573017191003748,0.7131127006327048,8.76263663392268
15,2,0.5,0.3,0.6,0.2857142857142857,0,3.4895968960244295,0.43400746618475194,0.29233165593203675,0.9354525930396691,0.7180273127983842,8.990012983278014
20,2,0.5,0.3,0.6,0.2857142857142857,0,3.470596687471077,0.452028339021056,0.3031829994864427,0.9648447525603259,0.08423286917566003,9.51675491805398
5,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.442231076649298,0.483959788500291,0.32376884093040187,0.9987937115720852,0.7174179259797092,8.405497079460272
10,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.469547983944319,0.45822470319709824,0.3071111265066649,0.965920704128088,0.7148224724794391,8.67905248640341
15,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.461897925262416,0.4601178630478172,0.30819859600704014,0.9759704656881746,0.06415789099019037,9.453667171075633
20,2.5,0.5,0.3,0.6,0.2857142857142857,0,3.449803722821605,0.4734787510775084,0.3158382142391866,0.9929513126103333,0.009237956691395377,9.380871963438134
5,1,1,0.3,0.6,0.2857142857142857,0,3.463833576481319,0.4647303220102809,0.31202314472152537,0.9759006255876779,0.7140420156413042,8.589878366291051
10,1,1,0.3,0.6,0.2857142857142857,0,3.452475180586183,0.4700585824105979,0.31417416169103046,0.9890008077955306,0.06782455190450432,9.376392765496657
15,1,1,0.3,0.6,0.2857142857142857,0,3.4652164433974186,0.464510816194973,0.3114725414233789,0.9741363358528562,0.7161378858325844,8.603957313471005
20,1,1,0.3,0.6,0.2857142857142857,0,3.748871849013111,2.999904642593265,2.1908148670032617,0.9999778624513165,1.611134284423832e-5,29.89513460638462
5,2,1,0.3,0.6,0.2857142857142857,0,3.455965376135788,0.466913626719051,0.3122407657586601,0.9842264931651061,0.11108458617141631,9.382371905626387
10,2,1,0.3,0.6,0.2857142857142857,0,3.4565643885886144,0.46622834283539827,0.3118450108782829,0.9834500422555779,0.0960139465963663,9.394283614997805
15,2,1,0.3,0.6,0.2857142857142857,0,3.466368391758261,0.4618322149380015,0.30985440479404713,0.9710002724225647,0.7218519053865042,8.631566538245039
20,2,1,0.3,0.6,0.2857142857142857,0,3.746852681292032,2.98789114651629,2.1525491634999683,0.9990941443426489,0.5893269610234964,29.57406033273139
5,2.5,1,0.3,0.6,0.2857142857142857,0,3.4586727949980967,0.47011047046098325,0.3141334758715903,0.9812624527130777,0.7180359930290702,8.541633914274703
10,2.5,1,0.3,0.6,0.2857142857142857,0,3.456274626485689,0.46659266722545334,0.31189939831019475,0.9839590432136094,0.06585204323011196,9.40543796637447
15,2.5,1,0.3,0.6,0.2857142857142857,0,3.476657298214705,0.45015928582349585,0.30334097109897284,0.9543459507032217,0.7167010283571539,8.790153044534893
20,2.5,1,0.3,0.6,0.2857142857142857,0,3.747804886965802,2.9999638877241344,2.191225500958474,0.9999820455052463,1.0715878121464462e-4,29.895095139923743
5,1,0.5,0.7,0.6,0.2857142857142857,0,3.479174936275067,0.44632356515973254,0.29964934338682975,0.9537894039325843,0.7061499392824238,8.80443267304224
10,1,0.5,0.7,0.6,0.2857142857142857,0,3.473765169171743,0.45275123752704577,0.30345754168739003,0.9595685791414621,0.7105054247004156,8.741705565596341
15,1,0.5,0.7,0.6,0.2857142857142857,0,3.4708651441664795,0.4560986831276947,0.3046434341868378,0.9622911935492282,0.7135893505591069,8.715605290989568
20,1,0.5,0.7,0.6,0.2857142857142857,0,3.477534119733099,0.4507053489271214,0.30217255282599353,0.9557261653950053,0.7150474080903482,8.777340943277569
5,2,0.5,0.7,0.6,0.2857142857142857,0,3.444240396424887,0.4842745772708376,0.3227549317130068,0.999620966007865,0.7223362816061403,8.395195978699505
10,2,0.5,0.7,0.6,0.2857142857142857,0,3.4665078247336645,0.4555139793317788,0.3056050732144233,0.9699169342302374,0.1140178214063563,9.469069757533411
15,2,0.5,0.7,0.6,0.2857142857142857,0,3.4679462727590438,0.46007166075709977,0.3082333572501639,0.9683810879666599,0.7171568790055896,8.655686838951954
20,2,0.5,0.7,0.6,0.2857142857142857,0,3.4466238916251735,0.4832538430032697,0.3225488905605325,0.9983789249924542,0.7268712671338675,8.403476076660453
5,2.5,0.5,0.7,0.6,0.2857142857142857,0,3.4668581824816003,0.4546405534426675,0.30484203911024305,0.9688121026686576,0.058354683831467025,9.501839505700861
10,2.5,0.5,0.7,0.6,0.2857142857142857,0,3.4769078719714552,0.450402246329625,0.3033446740730669,0.9560326960609309,0.7189589783934746,8.773425867501386
15,2.5,0.5,0.7,0.6,0.2857142857142857,0,3.4706263704584206,0.4578338449897993,0.3070839574748521,0.965405170331499,0.7166699339867899,8.683421884391189
20,2.5,0.5,0.7,0.6,0.2857142857142857,0,3.5249099768676806,0.3969995151440172,0.2820772292004396,0.8883796445085301,0.6873535080778178,9.659808666382288
5,1,1,0.7,0.6,0.2857142857142857,0,3.475056290757277,0.45167876106392335,0.30305059338421336,0.957903721676949,0.7144974328189433,8.756116423225853
10,1,1,0.7,0.6,0.2857142857142857,0,3.4673058591242345,0.4537504058475219,0.3047206478113643,0.9672886111862237,0.10633665106162093,9.490098356099843
15,1,1,0.7,0.6,0.2857142857142857,0,3.4506072574896463,0.4742101821098355,0.3160055565566216,0.9921824878632142,0.006193066903078304,9.386969286896333
20,1,1,0.7,0.6,0.2857142857142857,0,3.480966312387088,0.44567724130912434,0.299495446035064,0.9510146765405665,0.7078346104656383,8.827487604194502
5,2,1,0.7,0.6,0.2857142857142857,0,3.4664831942264374,0.4557700168559807,0.3056536978599611,0.9701155397870608,0.03886237988277946,9.501552863768152
10,2,1,0.7,0.6,0.2857142857142857,0,3.4800170929779184,0.4415054439210188,0.29732099954730895,0.9514830576874713,0.04774882241359424,9.62770384671804
15,2,1,0.7,0.6,0.2857142857142857,0,3.465436163888409,0.4645854044082536,0.3112390795841788,0.9731349059540111,0.7195322817832104,8.611967286023958
20,2,1,0.7,0.6,0.2857142857142857,0,3.4562148196379794,0.4670575674522647,0.31204958176492786,0.984824344894527,0.023934755658124807,9.418863882664345
5,2.5,1,0.7,0.6,0.2857142857142857,0,3.4686815851021735,0.45940303783847014,0.3085453464273092,0.9674993870634718,0.7184970541439701,8.663384132737775
10,2.5,1,0.7,0.6,0.2857142857142857,0,3.4750116738170234,0.44452876245061207,0.3000516645625943,0.9502520560624947,0.7420671854851997,8.855592317358981
15,2.5,1,0.7,0.6,0.2857142857142857,0,3.456766132012943,0.47192335419611947,0.31537805498012894,0.9837123080623171,0.7209147515619143,8.520492741671863
20,2.5,1,0.7,0.6,0.2857142857142857,0,3.4764800572973,0.4442373171335458,0.29992560297658877,0.9546014306688277,0.05502793348566565,9.602056328975886
5,1,0.5,0.3,1,0.2857142857142857,0,4.999998349228192,2.999999999999999,1.4079356516809929,0.9999999999999997,1,36.74302587980836
10,1,0.5,0.3,1,0.2857142857142857,0,8.881784197001252e-15,2.999999999999999,3.497202527569243e-15,0.9999999999999997,1,52.5317391467584
15,1,0.5,0.3,1,0.2857142857142857,0,8.881784197001252e-15,2.999999999999999,3.497202527569243e-15,0.9999999999999997,1,52.5317391467584
20,1,0.5,0.3,1,0.2857142857142857,0,8.881784197001252e-15,2.999999999999999,3.497202527569243e-15,0.9999999999999997,1,52.5317391467584
5,2,0.5,0.3,1,0.2857142857142857,0,5.000000000000235,1.7841082466202418,0.50000000000002,0.9999999999999997,1,41.0372178975632
